audio_path,lang_code,text,language
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Yoruba/821814a132d2937ed9a4945844336e5a_qH2GSZow.wav,yor_Latn,ìyá péjú ní ọmọ mẹ́ta péjú sì ní àbíkẹ́yìn ọmọ ọdún kan ni péjú ìyá péjú wá ṣàkíyèsí pé bí ọjọ́ bíi mélòó kan díẹ̀ sẹ́yìn ni péjú ti ní àìsàn ikọ́ tí ó sì ń wúkọ́ léra wọn láì dáwọ́ dúró rárá ó ní òun tó ṣàkíyèsí pé ó ní lára láti mí dáadáa ó ní ikọ́ yìí á máa farahàn púpọ̀ ní àṣà lẹ́ nígbà tí gbogbo ènìyàn bá ti sùn ó ní èémì rẹ̀ a sì máa ní lára láti mí dáadáa nítorí ìkọ́ yìí kò jẹ́ kí ó lè ní sókè sódò dáadáa ó ní òun ti lọ sí ọ̀dọ̀ àwọn alágbo òun sì ti ki agbo fún un ṣùgbọ́n òun ríi pé gbogbo agbo tóun lò fún kò sí kankan tó ṣiṣẹ́ ń bẹ̀ o ní òun wá ṣe pinnu láti lọ sí ilé ìwòsàn kí wọ́n lè mọ ohun tí ó ṣẹlẹ̀ sí péjú ǹjẹ́ ìṣòro yìí lè wo fún ọmọ yìí ṣe àrùn àyà ni tàbí àrùn ikọ̀ òfin ni o lè jẹ́ fún ọmọ náà kíni àwọn ohun tí ọmọ náà ní láti yàgò fún kí ìṣòro tí ó ń ṣe tí ó ń jẹ́ kó wúkọ̀ yìí kò lè dínkù dáadáa,yoruba
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Yoruba/66531d357bcd7a95e6d5edc51d664a1b_ootnS9yy.wav,yor_Latn,ẹ kaalẹ o tori aburo mi oun ni mo ṣe wa o ṣakiyesi pe oju rẹ ati awọ rẹ o ni awọ afẹfẹ to si jẹ o wipe o ti lọ bi ọjọ mẹta ara rẹ to maa n gbona ara rẹ n gbona odi ko le jẹun ara rẹ o tun gbe ara rẹ o tun gbe ṣe ni ara rẹ ko tio tio tio tio tori ṣe n fọ ohun lara rẹ n gbona ta si ti n gbiyanju nkan ta ba le lo fun ni ile amọ sibẹsibẹ naa ko si yatọ kankan ni ara rẹ oju rẹ to ni atawọ rẹ to ni aye awọ afẹfẹ yẹn ko duro ṣe ni yellow naa ṣe lo n pọ si lojoojumọ bẹẹ si ni ara rẹ o balẹ ko ara rẹ o balẹ ara ni ọta rẹ ara n ni mo ṣe wa wa si ile iwosan ka ni mọ ohun ti a maa ṣe si ọna ti a maa gbe gba ti ara aburo mi ara rẹ ati oju rẹ to n yẹlo ti o fi mọwọ duro tara rẹ o si fi iya pada,yoruba
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Yoruba/dee6e0edacf17cc42d600e7090c58c97_wvIfDzmM.wav,yor_Latn,arakunrin kan ti o jẹ suberi ọmọ aadọta ọdun ni ohun owo kọ ni ọjọ kan ikọ yẹn wa bẹrẹ si peleke ọsẹ oṣu fun oṣu to ti pọ nigba to wa di pe ko le mi daadaa lootọ o ti ni awọn nkan to lo ni awọn igba ti kọ yẹn o tiẹ ti ipeleke to bẹhin ṣugbọn wọn o ṣiṣẹ nṣe lo tun buru jaisi to ba fẹkan wo pe e to n fi ra oogun kekeke iko n gba ile iwosan lọ o ko n lọ ba dokita sọrọ o de ọdọ dokita o ṣalaye pe ikọ yẹn o ti n wun fun bi oṣu mẹta o n dẹ ti lo awọn nkan to ri oun le lo nile tawọn eyan ni ko n lo bi oyin bi omigbona bi orogbo oun tiẹ tun ra oogun kọ ṣugbọn iṣe lo n buru si e to yẹ ko ma dinku o n buru si pe lo n ṣe wa to fi dabi eye to tiẹ tun fi jẹ pe oun o le mi daadaa mọ nibi ti kan yẹn buru de o wa bi dokita kini o le fa ti oun le wu iru kọba yii toun lo awọn nkan toun ṣiṣẹ fun ikọ ti o de ṣiṣẹ fun oun ati pe kini oun le ṣe ti ikọ yẹn o fi lọ patapata toun o mi daadaa toun de ni gburu ikọ yẹn mọ,yoruba
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Yoruba/990428bf0bdab0c5bef66e55c28648fc_fnKfY8X3.wav,yor_Latn,ọmọ mi ẹni ọdún mẹ́sàn-án ni mo gbé wá sí ilé ìwòsàn ní ọ̀sán yìí mo rán ọmọ náà níṣẹ́ láti ra nǹkan fún mi ní ìgboro ṣùgbọ́n ajá bu ọmọ náà jẹ nígbà tí wọ́n mú ọmọ náà délé tí wọ́n sì ṣàlàyé fún mi ohun tí ó ṣẹlẹ̀ sí ọmọ náà mo wu ojú egbò tí ajá ti bu ọmọ náà jẹ mo rí i pé ojú egbò náà pọ́n ó sì ti wú a ṣe ìwádìí ládùúgbò láti mọ irú ajá tó bu ọmọ náà jẹ olúwa ajá náà sì sọ wípé àwọn kò gbábẹ́rẹ́ fún ajá náà rí wípé lẹ́yìn kí ó jáde kó ṣeré kó sì padà wọlé wọ́n ní àwọn ò gba ìtọ́jú kankan fún ajá náà rẹ̀ ìdí èyí ni ẹ̀rù ṣe bà mí láti gbé ọmọ náà wá sí ilé ìwòsàn kó má jẹ́ wípé ajá tí ó bu ọmọ náà jẹ́ ó jẹ́ ajá dìgbológi kí ló ṣeé ṣe kó ṣẹlẹ̀ sí ọmọ tí ajábùjẹ yìí kí ló ṣeé ṣe kó ṣẹlẹ̀ sí ojú egbò tí ó ń pọ́n tí ó sì ń wú ǹjẹ́ ó ṣeé ṣe kí ẹran ipá tiẹ̀ ti wọnú egbò yìí ǹjẹ́ ó ṣeé ṣe kí ọmọ náà kí nǹkan kó ṣe ọmọ náà látàrí ọmọ tí ajábùjẹ ẹ jọ̀wọ́ àwọn wo ni mo lè ṣe láti má jẹ́ kí ẹran ipá wọnú egbò yìí àwọn abẹ́rẹ́ wo àwọn òògùn wo ni a lè fi tọ́jú ọmọdé yìí láti jẹ́ kí ó ní ìtọ́jú tó péye àwọn ohun wo ni a tún lè ṣe tàbí àyẹ̀wò wo la lè ṣe láti tọ́jú ojú egbò tí a jẹ́ àtikú ọmọdé yìí jẹ,yoruba
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Yoruba/4c08bdc5c57327431c4f666688714a69_lIrYRgPu.wav,yor_Latn,arabinrin kan ni o bi ọmọ tuntun jojolo si ile-iwosan wa ni aaro yii ibimọ rẹ rọrun pupọ o si bi ọmọ naa ni irọwọ ati irọsẹ lẹhin wakati kan ti arabinrin yii bimọ paadi ti a fi si idi rẹ a ri pe ko pẹ rara ti ẹjẹ fi kun inu paadi naa ti o si pọ pupọ lẹhin wakati keji ẹwẹ arabinrin itunlo paadi miiran sibẹ ona kun fun ẹjẹ ni kiakia laipẹ laijina arabinrin bẹrẹ si ni ri wipe o n rẹ ohun ẹjẹ naa wa pọ debi pe ẹjẹ naa ko da kilo ṣee ṣe ki o fa ẹjẹ lẹhin ibimọ kilo ṣee ṣe ki o fa ti ẹjẹ naa ko fi duro njẹ o ṣee ṣe ki ikeji ọmọ ko ku ninu arabinrin yi njẹ o ṣee ṣe ki ẹnu ile ọmọ arabinrin yi ko yabi njẹ o ṣee ṣe ki ile ọmọ rẹ ko ma gbaramu papọ lati yi duro kilo ṣee ṣe ko ma fa ẹjẹ to nda yala yala lara arabinrin yi kini awọn ohun ti a le ṣe fun arabinrin lati jẹ ki ẹjẹ naa ki o dawọ duro iru abẹrẹ tabi oogun wo ni a le lo fun arabinrin yi njẹ ki a jẹ ki arabinrin ki o ma lọ si ile-iwosan alada nla ni abi ohunkohun kan wa ti a tun le ṣe fun arabinrin yi lati jẹ ki ẹjẹ naa ko mọwọ duro,yoruba
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Yoruba/4b3d460018c4ee79e0f069cc1af899a2_TdL5owLJ.wav,yor_Latn,arábìnrin kan ló wá ó gbé ọmọ tí ò jọmọ oṣù márùn-ún lọ́wọ́ ó ṣàlàyé nípa ọmọ náà wípé kò sí nǹkan tó ṣe é ní àkókò ìgbà tí ó bí i tó dẹ̀ ń jẹun garaga tó yẹ kó jẹun ṣàdédé ló ń rí i pé ọmọ náà máa ń pariwo ìrora ní ibi apá rẹ̀ àti ẹsẹ̀ rẹ̀ tí ó sì máa ń dùn gidi gan-an tí ó wá máa ń pé fún ìrànlọ́wọ́ láti dìde àbí láti ra àbí láti bá ẹ̀jọ̀ wọn kíni arábìnrin náà le ṣe sí ọmọ náà láti lè mú ìrora apá àti ẹsẹ̀ náà kúrò àti pé láti má le jẹ́ kó ṣe àkóbá fún ọmọ náà nítorí náà ìyá rẹ̀ fi wá sí ilé ìwòsàn gbé ọmọ náà dání láti wá rí dókítà wọn kíni ó lè ṣe láti lè jẹ́ kí ara rẹ̀ kó bọ̀ sí ikú ẹṣẹ̀,yoruba
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Yoruba/ad463aeb1ec294e83086262932e2b3c0_D5ml3o7y.wav,yor_Latn,ìyá arábìnrin kan ló mú arábìnrin tí ó ṣèṣe bímọ láìpẹ́ wá sí ilé ìwòsàn wa ó sọ wípé àti ìgbà tí ọmọ àwọn ti bímọ níṣe ni ó ń da ẹ̀jẹ̀ ní ojú ara kíkankíkan tó sì jẹ́ wípé kò sí òkun lára ọmọ àwọn mọ́ ẹni tí ó bímọ yìí jẹ́ ọmọ ọdún mẹ́rìnléléogún wọ́n sì wípé ẹ̀jẹ̀ náà pọ̀ tó ń dà lójú ara ọmọ àwọn kò rí ibi jẹun kò rí ibi ṣe ohunkóhun ìbéèrè mi ni pé kí ló lè fà á tí arábìnrin yìí tí ó máa da ẹ̀jẹ̀ ní ojú ara lẹ́yìn tí ó ti bímọ fún ọjọ́ díẹ̀ sẹ́yìn tí ó ṣe ẹni tó ṣẹ̀ṣẹ̀ bímọ ní ọjọ́ kinni ìtọ́jú wo la lè fún ìyá náà láti lè jẹ́ kí ẹ̀jẹ̀ náà dá àti láti lè jẹ́ kí ara wọn mókun sí ìmọ̀ràn bólá lè gba ìyá àti arábìnrin yìí,yoruba
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Yoruba/4d085afdce27111ca046ae45e784b7a4_75XkVzML.wav,yor_Latn,ni agbalagba kan lo wa si ile-iwosan alabode wa baba yii so wipe ori nfo awon gan ti oran won si le ti awon si ri kokoro kan lojiji ti o su si awon ni ara awon wa lati bere nkan ti o le fa ati pe iru itoju wo ni a le fun awon a bere lowo baba yii wipe nje ori yii o bere lojiji ni abi o nfo won werewere ti baba yii si so wipe werewere ni ori yii bere ti o si ti ni agbara gan bayi a tun wa bere lowo baba yii wipe nje won le wo ina ti won ba ri ina ti o mole ti baba yii si so wipe rara wa won ko le wo ina ti o mole nitori pe se ni o ma wo agbari awon lo ti ori yii si tun ma bere si ni fo awon si a tun wa bere lowo baba yii wipe nje kokoro ti o mu won yii nje o nle abi o se o po abi fere feni ti baba yii si so wipe gbogbo ara awon ni ti ko si le amo o yun awon nigba naa ni a bere lowo baba yii pe nje won ni ibasepo ifarakinra pelu alaisan ni aipe yii ti baba yii si so wipe awon ko tile lo si ibi kankan ju ki awon ta oja ni iwaju ile awon lo pe awon ko ni ifarakinra pelu alaisan kankan ibeere wa fun dokita wa ni wipe kilo le fa iru aisan ori fifo orun lile ti baba yii ko le yi orun ti kokoro si bo won ni gbogbo ara kilo le fa nje arun eyi ni eleyi ni abi nkan miiran ibeere wa keji ni wipe iru ayewo wo la le ni ki baba yii se lati mo ohun ti n se won ni pato fun itoju to peye ati wipe oogun wo la le ni ki baba yii lo ki esi ayewo won to de,yoruba
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Yoruba/9562bfb2f9dfd462b5931834014cb756_vq2yxS6J.wav,yor_Latn,dókítà mo mú ọmọ mi tí ń ṣe ọmọ ọdún márùn-ún ó lé oṣù méjì wá èyí tí ó nira fún un láti mí ní alẹ́ tó sì máa ń wú ikọ́ ní gbogbo ìgbà ikọ́ yìí ó ti di lemọ́lemọ́ mọ̀rà ògùn ikọ́ tolin children fún un ó ti lo ìgò kan tán ṣùgbọ́n síbẹ̀ ikọ́ yìí kò lọ bẹ́ẹ̀ sì ni ó nira fún un láti mí tó bá ti di alẹ́ mo ṣe àyẹ̀wò ikọ́ ife fún un ṣùgbọ́n ó jẹ́ kí n mọ̀ pé kò ní ikọ́ ife ǹjẹ́ dókítà ẹ̀jọ́ kí ló le fà á kí ọmọ ọdún márùn-ún kó máa wú ikọ́ lemọ́lemọ́ àti pé kí ló le fà á kí ọmọ ọdún márùn-ún kó nira fún un láti máa mí tó bá ti di ní àṣálẹ́ ẹ ṣe,yoruba
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Yoruba/eb9462833c47a0bff33e1aaa43234082_kao3w3Q8.wav,yor_Latn,mo jẹ ọmọ ọgbọn ọdun le meji mo ṣe bimọ mi oni ni o pe ọjọ meje ti mo bimọ mo wa ri pe ti n ba ti n fun ọmọ yẹn lọyan agidi lo ma fi n fa ọyan yẹn to ba ti fa ṣukẹ ṣukẹ ṣukẹ a tun yọ ẹni kuro ti n ba tun ti wa gbiyanju lati fẹ fi ori ọmu si lẹnu pe ko tiẹ fa ọmu yẹn a tun fa ṣukẹ naa a tun yẹ ẹnu kuro ni mo ma n wo pe kilode ti ọmọ yii o tiẹ yẹ ko a le mu ti o fi mọmu dada mo a ṣakiyesi wipe o ni otutu emi ẹ o jageere bi igba ti ọmọ ba hanrun ni n dun kanran kanran mo pe akiyesi iya ọkọ mi si iya ọkọ mi ni boya nigba ta n bi pe boya o fa mi sori ni boya o fa mi ara sori ni abi nkan amọ mo ro pe to ba fa mi sori ohun to wa nile iwosan yẹ ki wọn ri pe o fa mi sori ohun to wa ba mi lọkan jẹ ju ni le ko mu ọmu yẹn dada ko mu ọmu yẹn gara agidi ni niwọn ba igba ti n ba fẹ fun maa lati maa ji lati maa ri pe mo gbin sọmu ni to maa fi gba iwọn ba to ba gba ti mo wa beere ni pe kilo fa kilo fa otutu to fi jẹ pe emi e o tie jagere to jẹ pe to ba mi o maa se bi eni pe eni ti imu e di ati wipe kilo fa ti o le fi mu omu daadaa,yoruba
