audio_id,language,reference,hypothesis,duration,local_path,url
2d74e2ea-1975-49fe-a396-a2dbb606fc2b,fulfulde,"Mi waddi bingel am mo dubi jenayi Nyaurdorde hanne ƴaloma. Mi lili bingel on siri sooda Naƴam goɗun amma bosaaru ngati mo. De ɓe waddi cukaley on wuro ɓe hecci am ko fayti , Mi raɓɓuti futtere to bosaaru ɗun ngati cukaley on,Mi tawi futtere non wujji bo ɓuuti.  Men waɗi ƴamde  dere keddiraɓe mo andi bosaaru nga ƴati bingel on. Joom bosaaru ɗun wi'i ɓe meeɗa hokkuko bosaaru on Njibinanɗe .Ɓe wi'i ɗun yaha yasi dun  fija ɗu warta tan. Ɓe wi'i ɓe meeɗa hokkuko bosaaru ɗun lekki sam. Kanjum waɗi  mi huli se mi yaawi wadduko bingel on Nyaurdorde, gan to bosaaru ɗun ngati cukaley on no wodi ƴau bosaaru . Ɗume  heɓɓata bingel ko bosaaru ngati bo?  Ɗume wawi heɓɓa  futtere wojju ɗun e ɓuutu ɗun? Nƴau bana ƴau bosaaru waawi nasta dere futere? Ko waawi waɗɗuko bingel on sabun ngati bosaaru on? Tii, ko ɗume mi waawi waɗɗuko ngan to nƴau nata futtere on? Ɗume Njibinanɗe e lekki haani hokka bingel on gan hebɓe Jam? Ko ɗume goɗɗum min waawi waɗɗuko wala ko lekki min waawi waɗɗanko futtere ɗen to bosaaru ɗun ngati ɓingel on?",Mi waddi bingel am mo dubi je nai bingel on sirum ama bo sarun ngati mai nde be waddi cukale on wuro be hiti mi rabti futere tobo saro be ngati cukale on mi tawi futere nanuji boci mi wadi yamde dababe mo andi bo sarum nati bingel on jungo saro do. be meda hokkugo bosaru on je binande be wiha yasi dum fija dum warti tan be wi be meda hokkugo bosaru kanjum wadi mi voli sai mi yai waddugo binge ontorde ngam to bosaro don no wawi no wodi nobosaruta bingel ko bosaroti. A futere hou bane nyau bosaru waawi nasta der ko wawi wadugo bingel on sabbunga bosa oni wadugo ngam to nyawu nata futira on dume lekki ha ni hokka bingel on ngam heba jam komi goddum mi wawi wadugo wala ko lekki mi wawi wadan ko fu. to gosadu ɗon ngati bingel.,92.973,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/8985d43f9d32e7892beb790a979d77d4_cPvu0RiL.wav,http://speech-app.s3.amazonaws.com/static/audio/uploads/8db0feef-c321-4371-8d38-e4f3d4f501a7/8985d43f9d32e7892beb790a979d77d4_cPvu0RiL.wav
ed72b813-04a2-482b-b3cb-305be48110dd,fulfulde,"Debbo je jodata ha sare amen, do huwa.
Do wada kuugal maako  boddum bo o wala yeiwu. Yende fera, waakati odo yiwa, o nane endi maako dou mari hunde petel satinga hader. O numi wala ko duma , o lori o nane dun fahen yende fera fahen do . Waakati do dellal, o fudi damugo be mai sosai, o fudi numugo dimai on ha endi maako. Wala nawa mo, amma balal mai do sati bo sali dellu go. O fudi num tugo labari je binkon robe je mari don ha endi mabe. Sati je sali,  o yeti larugo likita.  O kidi o anda dumi on dasi dum be dume on o wadata hala mai. Made jima: dumi on dasata hunde mai ha endi debbo? Koh dume o je satin ga  ha endi on na cancer? Dume on debbo lora ta lara fahim ha endi mai?",jodata amin o wadda mako boddum. o lari o nani ɗum fahin wakkati numugo be mai sosai. mo saaji dillugo o fuddi numugo labari je mari dum haɓɓi sati sati o yiɗi larugo liɗɗi. o yidi o anda dume on dasi dum o wadata hala mai e on dasata hundi mai ha debbo kodume on je. ,132.415,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/367b6c1beeff153de6507f795d06a206_zWwfuLIk.wav,http://speech-app.s3.amazonaws.com/static/audio/uploads/98ee57f7-3ef6-4825-8dfe-2f825275efbc/367b6c1beeff153de6507f795d06a206_zWwfuLIk.wav
61687dc7-de0c-42ca-be4a-fadcbcf06472,fulfulde," Debbo reedujo mo dubi sappane tati e tati mo wodi reedu lebbi jeeɗiɗi keddu en makko ngaddimo Nyaurdorde amin. Ɓe wi'i  reedu mako no nawɗum tenduɗum, ƴiiyan ko ɗuɗi wurti le yeso mako. Ii 'o diwna ,I'o woya ngam nawɗun dun ɓurimo semɓe.  Saro en makko mbii be don kultori ta godɗun tawa Dada ko bingel ngel.

Ƴamnde arandere nde Nyautowo ƴami :  dume on wadi reedu naawurta non ha ma ƴiiƴam wurto e sembe?
Ƴamnde ɗi dabre: Dume haani waɗugo ɓelau ha debbo reedujo on?
Ƴamre tataure: Dume haani raɓɓu tugo hefta nyau dum?
Ƴamre Nayabre: Irin lekki kiye haani nyaudiramo?
Ƴamre Joyabre: ira Nyamdu nduye o woɗoto, nden bo ira ngendam dayeejam haani o hutira?
",debbo reedu mo dubi sappan e tati mo wodi redu lebbi je didi hedu mako inodore amin redum na ko di dubi leso mako hena heya gam nadum do sembe mako sare mako di be sare mako be do tawi. tawa daga nyamde arandeere nyamde diga bere wadugo belau ha defijo on nyamre tatawre dume hani rabitugo hefta nyawu jamre na lekki kiani nyaw dira nyamdu dia o wadata ko ira ngel o humtira,62.539,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/654a64b274233d08e5dd443424b6f609_Il3mtpby.wav,http://speech-app.s3.amazonaws.com/static/audio/uploads/2a528297-991f-4766-aed9-740be2530bc6/654a64b274233d08e5dd443424b6f609_Il3mtpby.wav
77dc6882-e75f-4291-866c-23fe43998cc9,fulfulde,"Jam bandu likita, useni mi waddi bingel am sibiti gam mi laari no o foofata, don woni bana sawtu hendu do saala babal petel ni, donbo bana goddo don fuufa hunde, be daker o foofata. Mi hirliti bo balde tati jotta odo dojja be jamma. Wakati fere mido lara berde mako do nasta sosai lugga, do fa’a do sosai bana saito naftiri sembe mako o foofata. Milaribo owala yaama banaane.
To o yammai fu saito onangi fofde mako. Irin bani mai don hokkatamo bone odo kasa yamugo boddum balle tati jotta. Mi arti mi yari mo chemist petel ha fattude amin, be hokkimo lekki dojjugo gam odo dojja sedda sedda, amma dojjugo mai hallai .
Amma pat lekkiji o yari wala ko nafimo.
Foofugo mako bannin ni, kuma harjotta o wawata yamugo boddum. Useni irin damuwa toidamata mingel am be foofugo mako do bana hendu do saala babel piitum?
Useni o haadini hooto na? Heba famta ko daamata mo be kwadi berde mako do fada jippa do?
Irin yaudigi toi mihokkata mingel do ha sare, hoininamo heba o foofa boddum?
Don irin lekkiji fere sibiti na ko hundeji tan fere mataaki je hosata hado bingel do?",Jon bandu likita useni waddi bingel am sibiti ngam mi lari no o foofata don woni bana sautu hendu do sala babal petel ni don bo bana goddo don foofa hunde bo da kere o foofata mi hirliti bo balde tati jotta o dotta be jamma wakkati fere mi do lara berde mako do nasta sosai. do vai do sosai bana sauturi sembe mako seto nafte mako o lari bo o wala nyama bana ni to o nyamai futo to nyamai fu sau to o nangi fof e mako seto nangi fofde mako irin banni mai don hokka tame o do kasa nyamugo boddum balde tati jo. mi arti mi yari mo kemis petel ha fattudi am be hokki mo lekki dojugo ngam o dogga sedda sedda amma dojugo mai halai amma pat lekkiji o yari wala ko nafi mo fofugo mako bannin ni kuma har jotta o wawata nyamugo boddum useni irin damuwa toi damata bingel am be foofugo mako do bana hendu do sala babal useni o. to handini hotuna heba famta ko damata bernde mako do fada jippa dum irin nyawdi toi mi hokkata bingel do ha sare hoinamo heba foofa boddum don irin lekkiji fere sibiti na ko hundeji tan fere mataaki je hosata ha dow bingel dum.,113.621,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/b7945435a27748ee067b05b2e7f2c418_yl5nntAN.wav,http://speech-app.s3.amazonaws.com/static/audio/uploads/7fa02a5e-7fbf-4035-ac4a-a0a5ce774686/b7945435a27748ee067b05b2e7f2c418_yl5nntAN.wav
53a63cb8-b4bf-437e-81f1-de8e5d5fd0a2,fulfulde,"Goɗɗo ɓeno data Suberu, duɓi mako sappaɗe joyi, ƴande fere ofuuɗi ƴowru. Arande bo ,ƴowru ɗun ƴaaɗai amma  de ɗun faɓɓi asaweje seeɗa tan yarigo lebbi, be hakkiilo ni ɗun yehi ɗun Halloi. De neɓi seeɗa , se saldorimo bobɗe . Ɗun goĝa on o habdi bauɗe ko o wawata hinddeeko nyouru dun satayi amma ɗun pat manju ɗun waɗai. Da hanuno o ƴamɗita ,ƴowru tulliti. De O hilliti ,dou o yaha o soda lekki dikka o yaha  Nyaurdorde o yi'a Nyautowo. Nde o yokki  Nyaurdorde ,o yecci ɓe ,o ɗou ɗojja lebi tati ko saali.  O lori  fa hin ,o hecci ɓe o habdi ko wawata waɗuko bana ko hiɓɓe shawarimo ko larini jumri, diyan fowuɗan ,goroju-kaɗɗu,e ɓe lekki ɗuɗuki ko o soodi . Da hanuno ,O nyamɗinta se ŋyowru wari tulliti. Ɗun yottaki wakkati feere, fofugo ma e saldoramo ngam ŋyouru ɗum ƴaɗi . Se O ƴami Nyautowo on ,ko waɗi ƴowru ndum neɓir bana ni,sali yamɗutuko. O yinno o anda ko waɗi dabareji be leɗɗe ɗe o foodi fu ko nafayi .
Ragare mai ,on nƴami ɗume o wannata ƴowru dum ɗu nyamɗita dufuumaru ,ngam o heɓa o foofa no hani  o lorinita jamo bandu mako.",Goddo be noddita subeeru dubi mako sapande jodi yowru arande bo yori dum yadai amma de ɗum fabbi asawe sedda tan yarugo libbi be hakkilo ɗum yehi dum halloy de nebi sedda sai ɗum sali mo popde dum goonga on o haɓdi bade ko o wawata hinde ko nya. pat man wadai daha numo o nyam dita nyaru tulliti o hilliti dow o yah o soda lekki dikka o yaha nyaurde oya nyawta o yoki nyaurde o hecci be doja li tati ko sali o lori fahin o hecci be o habdi ko o wawata wadugo bana ko himbe shawari mo ko larani jumri ndiyam fowdam goro juŋka. hebe lekki duddi ko o sudi daha nuno o nyam dita nyumru wari tulliti dum yottake wakkati fere ma hesal romo ngam yowru dum nyi o ƴami nyeuta o on ko wadi nyeru baneni salo nyamdu o yidi o anda ko wadi dabareji be ledde de o fudi fu nafi. ragare o ƴamii ɗume o wannata ƴuhu ɗon nyamɗita fuu marum o lornita.,99.363,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/1f9370eebab4290d473cde2592cac530_xvkrMpsV.wav,http://speech-app.s3.amazonaws.com/static/audio/uploads/6ff10d73-cf82-4a14-ad40-eeb16b48ee3c/1f9370eebab4290d473cde2592cac530_xvkrMpsV.wav
d7e753fc-1afe-4a4f-9aa5-38ed678f3bdb,fulfulde,"Dada debbo je dayi nebai wari sibiti . Ovi tun bingel mako dayi odota rufa eyam sosai.
Kanjum wadi owala sembe ha bandu mako.
Debbo mo dayi mai dubi mako nogas e ni. Ovi bo rufugo eyam mai duudi masin denta bo watamo owala sembe.
Daada mai kasi yamugo be kuma kasi wadugo kodume.
Demde am kanjum dumedon waddata debbo ninga rufugo eyam do bawo o dayi balde sedda sali do? 
Yaudiku toi be hokkata daada mai je rufugo eyam mai darata denbo olorna sembe mako? Shawara toi hokkata daada mai be bingel mako?",daada debbo jeyi neeɓay wari sibiti o vigel mako danyi o do ta ruva iyam sosai kanjum wadi o wala sembe ha bandu mako den bo mo danyi mai dubi mago nogas e nai o vi bo rufugo iyam mai dudi masin danta bo wata mo o wala sembe dada mai kasi nyamugo be kuma kasi wadugo kodum. emde am kanjum dume on waddata debbo nanga rufugo iyam do bawodai balde sedda sali dum yawdi kutoi be hokkata daada mai je rufugo iyam mai darata den bo o lorna sembe mako shora toi hokkata daada mai be bingel mako. ,60.653,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/abb29e2a2870abd763272e9bb1013f56_ff77scjd.wav,http://speech-app.s3.amazonaws.com/static/audio/uploads/798b5106-bad5-4d3a-85ea-4fd316e84906/abb29e2a2870abd763272e9bb1013f56_ff77scjd.wav
0c71b5cb-dae8-44ae-b736-bb2c582a4e97,fulfulde,"Dottijo gorko warini Amin sibiti, goddo vii, odo nana hore mako donaawa. Daade mako do tiidii, be kuma foofe per peton vurtino ha bandu . Owari emugo dume don waddata irin do be kuma irin dawa toi hokkatamo. Min emmi goddo mai ko nawugo hore mai jotta warinimo na ko sedda sedda warinimo. Dottijo mai vi warinimo jamma denbo halli jotta. Min emmi mo bo odo laara hiite na? Ovi aa gam hiite o tullinamo naawol hore. Min emmi mo fu hala foofe ha bandu mako ko do naawa sosai ko sedda sedda. Dottijo mai vi foofinimo pat bandu bo kuma o wawata viyuwa da pelel gotel amma do nyanya mo.
Bawo kanjum min emmi mo ko o fotti be nyado . Ovi wala ha oyahi, banda sorrugo hunde ha yeso sare mabbe.
Dembe amin ha likita kanjum don kowaddata nyawol hore be daade tiidata do har o wala waylita daade, be foofe ko hatoi ha bandu mako? Dumewaddatadum? Ye’u je raabata donnaa or hundeji fere? Dembe am je didabo irin goji toi goddo do wadata en andata lallai kohebimo, heba anda dawa be lekki toi o naftirita bako jabargo vurta?",dotti jor ko wari ni amin sibiti goddo vi o do nana hore mako do nawa dande mako do tidi be kuma fofe petel vurtini mo ha bandu o wari emo waddata irin do be kuma irin ndawa toi hokkata mo min emi goddo mai ko naugo hore mai jotta wari nimo ko sedda sedda wari. dottiijo mai warini mo jamma den bo halli jotta min emi mo bo o do lara hite na o vi agam hite o tullina mo namol hore mi mo hala fufe ha bandu mako ko do nawa sosai ko sedda sedda do mai fu fini mo pat bandu be koma o wawata iwugo da pel. yuhel gotel amma do nyanya mo bawo kanjum min emi mo ko o fotti be nyawu o vi wala ha o yehi banda sorugo hunde ha yeso sare mabbe demde amin ha likita kanju don ko waddata nawol hore be dande tiddata dum har o wala waylita daande be fufe ko hatoi ha bandu mako dume waddata dum nyawu je rabata don na. fere am je didabo irin ngoji goddo do wadata en andata lallai ko hebi mo heba anda dawa be lekki toi o naftirta bako jaborugo vurta.,106.729,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/85348220c411afa6b31e56a1ee5100a1_U8wIyu76.wav,http://speech-app.s3.amazonaws.com/static/audio/uploads/ceaf10d8-fa7a-4df9-80bf-e0743041838f/85348220c411afa6b31e56a1ee5100a1_U8wIyu76.wav
1cac3a3f-9a74-4667-8cde-20d64f95ca37,fulfulde,"Debbo lari gorko mako do dojja be sembe to ummi be fajira bedo do leso maini. Dojjugo nonon ni fuddata, oneba ni bako dara. Baldeji owada ni o lari gorko mako o yarabone foofugo . To o yapi sedda ni ko ofa’e eskal , odo dara lorna fofde mako , denbo odo yawa sommugo be lau. Don yende gorko mako neebi odo dojja be odo habda lorna fofde , daami debbo mai. Ofuddi numugo ko don ye’u je wattada damuwajido . Jango mai sai o volwini gorko mako beyaha sibiti be laara likita, heba be hefta ko daamata mo. Demde mai, dumedon waddata dojjugo kalnudum banni be yawugo somugo, be foofugo daker do? Damuwa do wawan ko shafi balle na ko ye’u ko shafi berde?. Hundeji toi don watata goddo maya ko yarna goddo bone foofugo, harje goddo mai hadine dasa hikkilo yaudibe?
Alaamaji kalnudum je damuwaji foofugo je dardiraabe haadi laara, hakilina je dojjugo be foofugo daker do?",debbo lari gorko mako debbo lari gorko mako dogga be sembe to ummi be fajjira be do leso mai dodugo non ni fuddata o neeɓani bako dara baldeji o wad ni o lari gorko mako o yara bone foofugo to o yabi sedda ni ko o fai eskal o do dara lorna fofde mako den bo o do yawa samugo bela. Don yende gorko mako nebi o dogga be o do habda lorna fodde dami debbo mai o fuddi numo ko don nyau je waddata damuwaji do jango mai se o volwini gorko mako do yaha sibiti be lara lekita heba be hefta ko damata am. demde mai dume on waddata dutugo kalludi banni be yawugo sumungo be fofugo da terdo nda mowa do wawan ko shaafi. balndi na'a konkoy don wadata goddo maya korna goddo voni fofugo har je goddo mai handini dasa hakkilo nyundibe alaji kalludi je damuwaji fofugo je dardiraabe handi lara hakkilina je duttugo be fofugo da terdum.,85.538,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/612b88c302002700ef6c824d0bee5487_JVafDqdg.wav,http://speech-app.s3.amazonaws.com/static/audio/uploads/14e256b0-1035-474e-8535-57803cab4e54/612b88c302002700ef6c824d0bee5487_JVafDqdg.wav
eead0ddd-1dfe-4ab0-991d-095ac322bccf,fulfulde,"Jam bandu, miwari gam miniko am , mi laari ni giteji be balli mako do wadi jallo jallo ni. Kuma bani mai ni har kusan balle tati. Bandu mabbe bo do vuli odolla be zaszabi. Bo kuma be wawata yamugo, be wawata jogugo kodume fu haa redu. Bo be do duwna be do sommi wala sembe. Gam hore mabbe do regga, do naawa, be bandu mabbe do wuli. Min godi nafturugo hundeji min mari ha saare, amma wala ko changi sam be damata be. Giteji mabbe be balli mambe je changi colo jallo do har jotta dillai, do bedda beddugo tan kullum, be wala der jam, be yamdai. Bedo yara bone. Kanjum wadi Allah haddu , bedo nana bone sosai.
Kanjum wadi mi wari sibiti heba min handa komin taakata, heba bandu miniko am, balli be giteji je wadata jallo do hachai be haunai.",jam bandu mi wari ngam min lari ni giteji be baldi man ko wadi yalo kumma banni mai ni har kusan balde tati bandu mabbe bo do wurdi o dolla be zzabe ko kuma be wawata nyamugo be wawata juugo ko ha redu bo be do diwna be do sumi wala. ngam hore mabbe do mari ha sare amma wala ko chanji sam be damata be giteji mabbe be balli mabbe je chanji kolo jalo ha jotta dirlai be do bedda bedugo tan be wala der. beyamday be do yara bone kanjum wadi allah haddum be do nana bone sosai kanjum wadi me wadi sibiti heba min handa ko min tach be hoinai.,82.348,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/632fed9fd6caafa6b04acc21b3281845_swgorVyY.wav,http://speech-app.s3.amazonaws.com/static/audio/uploads/e56ed16c-b8f2-4bf6-a64a-31c145f3fe5d/632fed9fd6caafa6b04acc21b3281845_swgorVyY.wav
24394b13-2ade-4730-89fc-1aa86c1b2d7d,fulfulde,"Bingel am  wadi reedu;  duɓi makọ woɗa lasọ  ẹ nayi. Kankơ nọn mọ wodi redu. Kọ fayti hanɗẹ bọ.
Jemma, mi hissi ọɗọ wondi nauɗu. Ọ arti  ọ mofti  karẹ makọ ,ọ wari wurọ am. Nauɗu mei  ɓeidi ,ndẹ mi lari nawɗum makọ darai, mi mofti karẹ makọ, arandẹ  kam  o ƴiɗa mi yaramo Nyaudọrdẹ .  Mi yari mọ Nyaudọrdẹ  ɓẹ larimọ. Ɓẹ wi'i rimirdẹ makọ fuɗi nọ maɓitọ, den wakkati o danygol ɓadi.
Ha jotta kam ,danygol makọ nọ maɓinti fa wakkati kọ cukaley ọn wurtoitọ. Iga Ƙenƴa  kam ,cukaley ọn nọ nana nawɗum ,den nauɗum  nọ ɓẹddo tam ha min yọtti.
O wondi  nawɗum, cukaley makọ wurtay,  reedu makọ arandẹ ọn. Hakkilo am ummi , ɓẹrne am de itaaki.
Mi ƴidi mi yida ɓingel am, mi ŷiɗa mi soya ɓingel am nge warata do.  
Useini,ɗumẹ fọɗata nawɗum on?  Non daynrgol arandẹ wa' i na?
Ɗun watọn na ɓẹ wi'a ɓingel fotay wurta heedi alaura ? Ko ɓọ dun sẹkan mo?

","am waɗi reedu, dubi mako woɗnayi, kanko mo wodi reedu hande bo jimako, o wari wuro am, na ɗum be yidi inde mi lari na'u mako darai mi mofti kare mako arande kan o yida mi yarama nyamdorde mi yaran nyamdorde be larimo be wiinde mako fuɗɗi no mabbito nden wakkati on o danyol maɓɓi. badi wakkati o danyata badi ha jotta komyo mako natti ha wakkati konu kala on wurtoi tonya kam cukale on no nana naudum na ɗum be jotti o wondi naudum jokale mako wurtai redi mako arande on hakkilo am ummi bena am de'ita. mi yiɗi mi yida bingel am mi yida mi soya binge am nge warta dum useni ɗume fodata naudum on danyuda arande waina non hodata be wia binge ko tay wurta hidi al adon seka mo",80.378,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/74d2c2539d22f06d6b6e1e053f9721aa_p44tmTP2.wav,http://speech-app.s3.amazonaws.com/static/audio/uploads/54d97066-aaf6-453b-93b7-5874f6b2bdb1/74d2c2539d22f06d6b6e1e053f9721aa_p44tmTP2.wav
