audio_id,language,subset,reference,hypothesis,url
68c4bac8-23c3-4d06-8538-7d507e0dde5c,hausa,hausa,"A matsayinta na mace mai juriya riƙe da ɗanta, ganin cewa ɗan yana da zazzabi, sai yaron ya fara karkarwa lokaci ɗaya. Yaron yana shidewa kuma ba ya cikin hayyacinsa. Wane irin rashin lafiya ne ke damun ɗan wannan uwa mai shayarwa? Kuma wane irin kulawa za a iya ba wa wannan yaron?","A matsayinta na mace mai juna biyu rike da danta, ganin cewa dan yana da zazzabi sai yaron ya fara karkarwa lokaci daya. Yaron yana shidewa kuma baya cikin hayyacinsa. Wani irin rashin lafiya ne ke damun dan wannan uwa mai shayarwa kuma wani irin kulawa za a iya bawa wannan yaron?",http://speech-app.s3.amazonaws.com/static/audio/uploads/7fc14a06-6d93-47c3-9e1e-ef9452172b41/7eec717f21a1c86f91871ad1224155d1_sQjbT7Mo.wav
14228d42-72f5-4910-a395-6bc879d0dfdf,hausa,hausa,"Likita, na kawo yarona mai shekaru biyar da watanni biyu, wanda yake fama da wannan rashin lafiyar kimanin watanni biyu yanzu, wanda yake samun wahalar numfashi da daddare kuma yana tari a kowane lokaci. Wannan tarin ya zama mai dorewa. Na saya masa wani maganin tarin TB da ake kira Tutolin Children; ya shanye kwalba daya, amma tarin bai gushe ba, kuma har yanzu yana samun wahalar numfashi da daddare. Na yi masa gwajin TB, amma suka fada mini cewa ba ya da cutar tb). To likita, me zai sa yaro mai shekaru biyar ya kasance yana da tari mai dorewa, kuma me zai sa yaro mai shekaru 5 ya kasance yana da wahalar numfashi da daddare?","Likita, na kawo yaro na mai shekaru biyar da watanni biyu, wanda yake fama da wannan rashin lafiyar kimanin watanni biyu yanzu. Wanda yake samun wahalar numfashi da daddare, kuma yana tari a kowanne lokaci. Wannan tarin ya zama mai dorewa. Na saya masa wani maganin tarin da ake kira Tutolin Children. Ya shanye kwalba daya, amma tarin bai gushe ba. Kuma har yanzu yana samun wahalar numfashi da daddare. Na yi masa gwajin TB, amma suka fada mini cewa baya da cutar TB. To likita, me zai sa yaro mai shekaru biyar ya kasance yana da tari mai dorewa, kuma me zai sa yaro mai shekaru biyar ya kasance yana da wahalar numfashi da daddare?",http://speech-app.s3.amazonaws.com/static/audio/uploads/a63919fd-9ef5-4aed-a4e1-cd7d8d969072/257d2afc812978432b1a95175d684c0e_ZE1OTSbz.wav
7e2cbea6-ca14-475e-8449-e25cdd46b6e4,hausa,hausa,"Na lura cewa ƙanwata, wadda a da take yawan dariya da farin ciki kuma tana wasa da ƙawayenta, ta canza kwatsam. Yanzu kullum tana zama ita kaɗai a ɗakinta. Ta daina shiga hira da mutane, kuma ba ta ƙara sha'awar abubuwan da take jin daɗinsu a da ba. Na kuma lura cewa ko a gida ba ta son cin abinci tare da mu. Tana kama da mutum mai baƙin ciki ko kuma mai gajiya a kowane lokaci. Me zai iya sa ta fara guje wa ƙawayenta kwatsam? Shin hakan na iya zama alamar baƙin ciki, damuwar rai, ko kuma fargaba? Ta yaya za mu iya taimaka mata domin ta sake samun farin ciki? Waɗanne alamomin haɗari ya kamata mu kula da su? Shin ya dace ta ga mai ba da shawara ko ƙwararren masani kan lafiyar ƙwaƙwalwa da tunani?","Na lura cewa kanwata wadda a da take yawan dariya da farin ciki kuma tana wasa da kawayenta ta canza kwatsam. Yanzu kullum tana zama ita kadai a dakinta, ta daina shiga hira da mutane kuma ba ta kara sha'awar abubuwan da take jin dadinsu a da ba. Na kuma lura cewa ko a gida ba ta son cin abinci tare da mu, tana kama da mutum mai bakin ciki ko kuma mai gajiya a kowane lokaci. Me zai iya sa ta fara gujewa kawayenta kwatsam? Shin hakan na iya zama alamar bakin ciki, damuwar rai ko kuma fargaba? Ta yaya za mu iya taimaka mata domin ta sake samun farin ciki? Wadanne alamomin hadari ya kamata mu kula da su? Shin ya dace ta ga mai bada shawara ko kwararren masani kan lafiyar kwakwalwa da tunani?",http://speech-app.s3.amazonaws.com/static/audio/uploads/d182777f-49f4-4994-bc78-e29c438aa434/d558448a96a41a3dd0c66bbce3ea1a72_sgi4ladJ.wav
370a8223-6a12-446c-98d5-c501e45e9a13,hausa,hausa,"Barka da yamma na zo ne saboda ƙannena. Na lura cewa idanunsa da fatarsa suna da wani... canjin launi fari-fari/kalan kwai Kuma wannan abun yana faruwa kusan kwanaki uku yanzu. Jikinsa kuma yana da zafi sosai, yana ƙonewa da zazzabi, kuma ba zai iya cin abinci ba. Ba sa iya tsayar da komai a ciki, ba sa iya tsayar da komai a ciki. A gaskiya, suna rawa/sun yi laƙas sosai. Domin kansa yana sarawa, kansa yana ciwo, kuma jikinsa yana ƙonewa da zafi. Mun yi ƙoƙarin amfani da wasu abubuwa a gida, mun ba su, amma duk da haka, babu wani canji ko kaɗan a yanayinsa. Idanunsa da fatarsa da ke da wancan launi fari-fari/rawaya, bai tsaya ba, wancan launi na kalan kwai sai daɗa ƙaruwa yake yi rana bayan rana, kuma ba su da kwanciyar hankali, ba su da natsuwa, suna cikin wahala, Allah ya kiyaye, suna cikin wahala sosai da gaske. Shi ya sa na zo asibiti domin mu san abin da za mu yi, matakan da muke buƙatar ɗauka, yadda jikin ƙanena, fatarsa da idanunsa da ke juyawa zuwa kalan kwai, zai tsaya, kuma za su sami sauƙi.
","Barka da yamma. Na zo ne saboda ƙanena. Na lura cewa idanunsa da fatarsa suna da wani canjin launi farfari ko kalan ƙwai, kuma wannan abun yana faruwa kusan kwanaki uku yanzu. Jikinsa kuma yana da zafi sosai, yana ƙonewa da zazzaɓi kuma ba zai iya cin abinci ba. Ba zai iya tsayar da komai a ciki ba, ba zai iya tsayar da komai a ciki ba. A gaskiya yana rawa ko ya yi laƙas sosai domin kansa yana sarawa, kansa yana ciwo kuma jikinsa yana ƙonewa da zafi. Mun yi ƙoƙarin amfani da wasu abubuwa a gida, mun ba shi amma duk da haka babu wani canji ko kaɗan a yanayinsa. Idanunsa da fatarsa da ke da wancan launi farfari ko kalan ƙwai bai tsaya ba. Wancan launi na kalan ƙwai sai daɗa ƙaruwa yake yi rana bayan rana, kuma ba ya da kwanciyar hankali, ba ya da natsuwa, suna cikin wahala. Allah ya kiyaye, suna cikin wahala sosai da gaske. Shi ya sa na zo asibiti domin mu san abinda za mu yi, matakan da muke buƙatar ɗauka yadda jikin ƙanena, fatarsa da idanunsa da ke juyawa zuwa kalan ƙwai zai tsaya kuma za su samu sauƙi?",http://speech-app.s3.amazonaws.com/static/audio/uploads/b6e70ad8-cfd6-474a-a8ec-ded36b40d12f/8d634ce8fa41801b00291bde9befd6bd_gZzjM177.wav
97eb7c4b-0db7-4dbd-bc74-6d6ab645dbd2,hausa,hausa,"Wani ɗan uwa na ya kawo yaronsa mai shekara bakwai bayan kare ya cije shi. Da kare ya cije shi, sai suka kai shi wurin mai maganin gargajiya. A can aka yi masa yanka a wajen cizon, sannan aka shafa masa apọrọ (wani maganin gargajiya). Amma yanzu wajen da kare ya cije shi ya fara fitar da majina  kuma ya kumbura. Mun ba su shawarar su kai yaron asibiti. Don Allah, wane irin gwaje-gwaje ne za a iya yi wa wannan yaro? Shin zai iya kamuwa da cutar hauka ta kare saboda cizon, ko da yake kare da ya cije shi yana kama da lafiyarsa ba ta da matsala? Kuma wane irin magani ne wannan ƙaramin yaro yake buƙata? A yi la'akari da cewa cizon karen bai haifar masa da wata ƙarin mummunar rauni a jikinsa ba.","Wani dan uwa na ya kawo yaron sa mai shekara bakwai bayan kare ya cije shi. Da kare ya cije shi sai suka kai shi wurin mai maganin gargajiya. A can aka yi masa yanka a wajen cizon, sannan aka shafa masa aporo, wani maganin gargajiya. Amma yanzu wajen da kare ya cije shi ya fara fitar da majina kuma ya kumbura. Mun ba su shawarar su kai yaron asibiti. Dan Allah wani irin gwaje-gwaje ne za a iya yi wai wannan yaro? Shin zai iya kamuwa da cutar haukan kare saboda cizon, ko da yake kare da ya cije shi yana kama da lafiyar sa ba ta da matsala? Kuma wani irin magani ne wannan karamin yaro yake bukata? A yi la'akari da cewa cizon karen bai haifar masa da wata karin mummunar rauni a jikin sa ba.",http://speech-app.s3.amazonaws.com/static/audio/uploads/e812f6be-c9cf-4748-9b11-b6895ccea4b8/60ce1dbc0820944843e30004be1c0e9c_80YtVHFN.wav
c5c004c5-33c3-4e35-8dff-b3fd2f735601,hausa,hausa,"Wata mata ta lura cewa mijinta yana yin tari mai tsanani sosai da safe idan sun farka tun suna kwance a kan gado. Tarin yana farawa ba zato ba tsammani, kuma yana ɗaukar lokaci mai tsawo kafin ya tsaya. Bayan wani lokaci, ta kuma lura cewa mijinta yana fama da wahalar numfashi. Idan ya yi ɗan tafiya kaɗan ko ya hau matakala, sai ya tsaya domin ya daidaita numfashinsa, kuma yana gajiya cikin sauri.
Wata rana, bayan mijinta ya yi dogon tari yana ta ƙoƙarin samun numfashinsa daidai, matar ta fara damuwa. Ta fara tunanin ko wata cuta ce ke haddasa duk waɗannan matsaloli. Washegari, ta yi magana da mijinta suka yanke shawarar zuwa asibiti domin likita ya duba shi kuma a gano ainihin abin da ke damunsa.
Tambayar ita ce: Mene ne zai iya sa tari ya kasance mai tsanani haka, tare da yawan gajiya da wahalar numfashi a duk lokacin da tarin ya taso? Shin wannan matsala tana da alaƙa ne kawai da cututtukan huhu ko cututtukan zuciya? Waɗanne cututtuka ko matsaloli ne za su iya jawo mutuwa ko kuma su sa mutum ya shiga matsananciyar wahalar numfashi har ya buƙaci kulawar gaggawa? Kuma waɗanne alamomin haɗari ne game da tari da wahalar numfashi da ya kamata iyali su lura da su domin a garzaya da mara lafiyan zuwa asibiti?","Wata mata ta lura cewa mijinta yana yin tari mai tsanani sosai da safe idan sun farka tun suna kwance akan gado. Tarin yana faruwa ba zato ba tsammani, kuma yana daukar lokaci mai tsawo kafin ya tsaya. Bayan wani lokaci, ta kuma lura cewa mijinta yana fama da wahalar numfashi. Idan yayi dan tafiya kadan ko ya hau matakala, sai ya tsaya domin ya daidaita numfashinsa, kuma yana gajiya cikin sauri. Watarana, bayan mijinta ya yi dogon tari yana ta kokarin samun numfashinsa daidai, matar ta fara damuwa. Ta fara tunanin ko wata cuta ce ke haddasa duk wadannan matsaloli. Washagari, ta yi magana da mijinta, suka yanke shawarar zuwa asibiti domin likita ya duba shi kuma a gano ainihin abun da ke damunsa. Tambayar ita ce: mene ne zai iya sa tari ya kasance mai tsanani haka, tare da yawan gajiya da wahalar numfashi a duk lokacin da tarin ya taso? Shin wannan matsala tana da alaka ne kawai da cututtukan huhu ko cututtukan zuciya? Wadanne cututtuka ko matsaloli ne zasu iya jawo mutuwa ko kuma su sa mutum ya shiga matsananciyar wahalar numfashi har ya bukaci kulawar gaggawa? Kuma wadanne alamomin hadari ne game da tari da wahalar numfashi da ya kamata iyali su lura da su domin a garzaya da mara lafiyan zuwa asibiti?",http://speech-app.s3.amazonaws.com/static/audio/uploads/bc309a6a-4722-43eb-b56f-6b2c3f7bedbb/41015be307ca19df0bd1fe64fb8b6c2d_YryzAHsg.wav
574a1004-583d-4958-8b26-c146fbcf3619,hausa,hausa,"Ni matar aure ce, mai shekaru talatin da biyar. Don Allah, na kawo jaririna mai watanni biyar domin a bincika shi kuma a ba ni shawara.
Na koma bakin aiki. Amma abin mamaki, kusan kwanaki uku da suka wuce, na lura cewa jaririna yana yin tari akai-akai. Mun gwada duk abin da za mu iya tunani akai don tsaida tarin, amma ina iya ganin cewa tarin bai bace ba.
Yawanci ba na zama a gida. Lokacin da na fita da safe, ba na dawowa sai wajen karfe 6 na yamma. Mahaifiyata tana zama a gida tare da jaririn.
Duk lokacin da na sami damar yin kira, ina yi kuma ina tambaya game da tarin, sai su ci gaba da gaya mini cewa jaririn yana nan yana tari.
Jaririn yana da watanni biyar. Ba ya sake shan nono kadai domin na koma bakin aiki. Na ba shi nono zalla na tsawon watanni uku, kuma bayan haka na fara ba shi wasu abinci daban.
Ina ba shi abinci daban-daban, wadanda suka hada da kunu  da sauran abincin jarirai da na sani.
Abin da ya fi ba da mamaki shi ne tun daddare, numfashinsa bai kasance daidai ba. Ba ya numfashi da kyau, kuma hancinsa ya toshe gaba daya.
Mahaifiyata ma ta ce lokacin da take yi masa wanka da safe nan, sai da ta yi amfani da dan ruwan zafi a kewayen hancinsa da kirjinsa saboda tarin ya yi tsanani.
Matsalar numfashin ma ta fara. Ba ya sake yin numfashi yadda ya kamata, kuma numfashinsa ba shi da tsarki da walwala kuma yanzu.
Don Allah, tambayata ita ce: mene ne zan iya amfani da shi don shi domin tsaida tarin? Kuma game da numfashin da ba shi da tsarki kuma, me zan iya yi, mene ne zan iya amfani da shi don shi, kuma wadanne matakai zan iya dauka yadda zai rika yin numfashi yadda ya kamata kuma babu abin da zai toshe numfashinsa
","Ni matar aure ce mai shekaru talatin da biyar. Don Allah na kawo jaririna mai watanni biyar domin a bincika shi kuma a bani shawara. Na koma bakin aiki. Amma abin mamaki, kusan kwanaki uku da suka wuce na lura cewa jaririna yana yin tari akai-akai. Mun gwada duk abinda za mu iya tunawa a kai don tsayarda tarin, amma ina iya ganin cewa tarin bai bace ba. Yawanci ba na zama a gida. Lokacin da na fita da safe ba na dawowa sai wajen karfe shida na yamma. Mahaifiyata tana zama a gida tare da jaririn. Duk lokacin da na samu damar yin kira, ina yi kuma ina tambaya game da tarin, sai su cigaba da gaya mini cewa jaririn yana nan yana tari. Jaririn yana da watanni biyar, ba ya sake shan nono kadai domin na koma bakin aiki. Na bashi nono na tsawon watanni uku, kuma bayan haka na fara bashi wasu abinci daban, kunu da sauran sauran abincin jarirai da na sani. Abinda ya fi bada mamaki shi ne, tunda daddare numfashinsa bai kasance daidai ba, ba ya numfashi da kyau, kuma hancinsa ya toshe gaba daya. Mahaifiyata ta ce lokacin da take yi masa wanka da safen nan, sai da ta yi amfani da dan ruwan zafi a kewayen hancinsa da kirjinsa saboda tarin ya tsanani. Matsalar numfashi ma ta fara, ba ya sake yin numfashi yadda ya kamata, kuma numfashinsa ba shi da tsarki da walwala kuma yanzu. Don Allah, tambayata ita ce, mene ne zan iya amfani da shi don shi domin tsayarda tarin? Kuma game da numfashin da ba shi da tsarki kuma, me zan iya yi? Mene ne zan iya amfani da shi don shi, kuma wadanne matakai zan iya dauka yadda zai rika yin numfashi yadda ya kamata kuma babu abinda zai toshe numfashinsa?",http://speech-app.s3.amazonaws.com/static/audio/uploads/85ce95fb-d8df-41dd-9306-4a8e9c31d95e/b083beb2a28e1ae0334f0a3869026658_1icvtqNz.wav
df8ddda4-16fc-4657-a221-d5ff74566b9d,hausa,hausa,"Wata uwa mai shayarwa ta lura cewa ɗanta yana tari, sannan ta yi zargin cewa jikin yaron yana yin zafi a wasu lokuta. Ta ci gaba da cewa, sa'o'i kaɗan da suka gabata, ta ga gaba ɗaya jikin yaron ya yi ƙarfi (ya yi ƙame), sannan ta suma. Ta kuma lura cewa kumfa ko ruwa yana fita daga bakinsa, kuma yaron ya daina iya haɗiye abinci ko abin sha.
Yanzu tana tambayar likita ko irin wannan ciwo yana da magani, wace irin cuta ce yake kama da ita, sannan tana tambaya ko za a iya ba yaron allura ko kuma a yi amfani da magungunan gargajiya wajen magance wannan ciwo. Ta ƙara da cewa a unguwar da ta fito, idan irin wannan ciwo ya kama yaro, abin da suka fi amfani da shi shi ne maganin gargajiya (agbo) da kuma sabulun gargajiya.","Wata uwa mai shayarwa ta lura cewa danta yana tari, sannan ta yi zargin cewa jikin yaron yana yin zafi a wasu lokuta. Ta ci gaba da cewa sa'o'i kadan da suka gabata ta ga gaba daya jikin yaron ya yi karfi, ya yi kami, sannan ta suma. Ta kuma lura cewa kumfa ko ruwa yana fita daga bakinsa kuma yaron ya daina iya hadiye abinci ko abin sha. Yanzu tana tambayar likita ko irin wannan ciwo yana da magani, wace irin cuta ce yake kama da ita, sannan tana tambaya ko za a iya ba yaron allura ko kuma a yi amfani da magungunan gargajiya wajen magance wannan ciwo. Ta kara da cewa a unguwar da ta fito, idan irin wannan ciwo ya kama yaro, abinda suka fi amfani da shi shine maganin gargajiya agbo da kuma sabulun gargajiya.",http://speech-app.s3.amazonaws.com/static/audio/uploads/3738bfc6-eb00-4708-b581-d46b8ca42ed9/63c081bf312214f88760b9b70610419f_EKzAbbUj.wav
e85e604e-b057-40c8-8802-d67191da554e,hausa,hausa,"Wata mata mai juna biyu ta zo asibiti da yammacin yau, ta bayyana cewa mijinta yana yawan yi mata ihu kuma sau da yawa yana dukanta. Ta ce hakan ya sa ta shiga cikin tsananin tsoro. Sau da yawa, idan ta ji cewa mijinta yana dawowa gida ko kuma lokacin da ita za ta koma gida ya yi, sai tsoro ya kama ta saboda tana jin zai iya dukanta ko ya zage ta.
Ta kuma lura cewa zuciyarta tana bugawa da sauri sosai. Ta je aka duba mata hawan jini, aka gaya mata cewa hawan jininta ya yi sama. Ta ce ta nemi taimako daga iyayenta ta kuma bayyana musu halin da take ciki. Saboda haka, iyayenta suka ba ta maganin gargajiya agbo, amma bayan ta yi amfani da shi ba ta ga wani sauƙi ba. Yanzu tana son ta san:
Me za ta iya yi domin kada tsoro ya rinƙa mamaye ta duk lokacin da za ta koma gida ko kuma idan ta ji cewa mijinta yana dawowa?
Wane irin taimako ko abin da za ta iya yi ne zai taimaka mata ta dawo da kwanciyar hankali, natsuwa, da lafiyar zuciyarta da tunaninta?","Wata mace mai juna biyu ta zo asibiti da yammacin yau, ta bayyana cewa mijinta yana yawan yi mata ihu kuma sau da yawa yana dukan ta. Ta ce hakan ya sa ta shiga cikin tsananin tsoro. Sau da yawa idan ta ji cewa mijinta yana dawowa gida ko kuma lokacin da ita za ta koma gida ya yi, sai tsoro ya kama ta saboda tana jin zai iya dukan ta ko ya zage ta. Ta kuma lura cewa zuciyar ta tana bugawa da sauri sosai, ta je aka duba mata hawan jini, aka gaya mata cewa hawan jinin ta ya yi sama. Ta ce ta nemi taimako daga iyayenta, ta kuma bayyana musu halin da take ciki. Saboda haka iyayenta suka ba ta maganin gargajiya agbo, amma bayan ta yi amfani da shi, ba ta ga wani sauki ba. Yanzu tana son ta san me za ta iya yi domin kada tsoro ya dinga mamaye ta duk lokacin da za ta koma gida ko kuma idan ta ji cewa mijinta yana dawowa? Wane irin taimako ko abun da za ta iya yi ne zai taimaka mata ta dawo da kwanciyar hankali, natsuwa, da lafiyar zuciyar ta da tunanin ta?",http://speech-app.s3.amazonaws.com/static/audio/uploads/351739c4-2edf-4b46-ba83-e74965a37084/2694f806ddf8a1a3d9522529c69f32f6_vvQfPKle.wav
ab0fb3f9-f816-43c3-87ab-0f8030f693cb,hausa,hausa,"Barka da yamma likita. Don Allah, na kawo jaririna asibiti ne saboda na lura cewa yadda yake numfashi, yana yin wani sauti kamar iska ce take ratsawa ta wani ƙaramin rami. Yana sauti kamar hucin fuka. Haka kuma yana sauti kamar mutumin da yake hura busa, kuma yana qoqarin  yin numfashi yadda ya kamata.
Na kuma lura cewa kusan kwanaki uku yanzu, yawanci yana yin tari da daddare. Wani lokacin, ina lura kirjinsa yana shiga da fita sosai, kamar yana yin wani ƙarin aiki ne kawai don ya yi numfashi. Na kuma lura cewa baya  iya sake cin abinci da kyau kamar da ba. Duk lokacin da yake son cin abinci, sai ya dakata don ya ja numfashi. Wannan yanayi bai ba shi damar cin abinci yadda ya kamata ba kusan kwanaki uku yanzu.
Na riga na kai shi wurin masu sayar da magunguna (shagon magani na patent) a unguwarmu, kuma sun ba ni wasu magungunan tari don shi saboda yana yin tari kaɗan, ko da yake tarin bai tsananta ba. Amma duk da duk magungunan da ya sha, na lura bai yi aiki ba. Numfashinsa ya kasance haka nan, kuma har yanzu ba zai iya cin abinci da kyau ba. Don Allah, wane irin yanayi ne yake damun jaririna da wannan numfashi mai kama da busa? Haka kuma, shin yana buƙatar hoton kirji  don gano abin da yake damunsa da kuma dalilin da ya sa ƙirjinsa yake yin sama da ƙasa? Wane irin magani zan iya ba wa wannan yaro a gida don taimakawa wajen sauƙaƙa numfashinsa yadda zai yi numfashi da kyau? Shin akwai wasu magunguna ko wasu matakai daban da zan iya ɗauka don wannan yaro?
","Barka da yamma likita. Dan Allah, na kawo jariri na asibiti ne saboda na lura cewa yadda yake numfashi, yana yin wani sauti kamar iska ce take ratsawa ta wani karamin rami. Yana sauti kamar hucin fuka. Haka kuma yana sauti kamar mutumin da yake hura busa, kuma yana kokarin yin numfashi yadda ya kamata. Na kuma lura cewa, kusan kwanaki uku yanzu, yawanci yana yin tari da daddare. Wani lokacin, ina lura kirjin sa yana shiga da fita sosai, kamar yana yin wani karin aiki ne kawai don ya yi numfashi. Na kuma lura cewa, ba ya iya sake cin abinci da kyau kamar da ba. Duk lokacin da yake son cin abinci, sai ya dakata don ya ja numfashi. Wannan yanayin bai ba shi damar cin abinci yadda ya kamata ba, kusan kwanaki uku yanzu. Na riga na kai shi wurin masu sayar da magunguna, shagon magani na patent a unguwarmu, kuma sun ba ni wasu magungunan tari don shi, saboda yana yin tari kadan. Ko da yake tarin bai tsananta ba, amma duk da duk magungunan da ya sha, na lura bai yi aiki ba. Numfashin sa ya kasance hakan nan, kuma har yanzu ba zai iya cin abinci da kyau ba. Don Allah, wani irin yanayi ne yake damun jariri na da wannan numfashi mai kama da busa? Haka kuma, shin yana bukatar hoton kirji don gano abinda yake damun sa, da kuma dalilin da ya sa kirjin sa yake yin sama da kasa? Wani irin magani zan iya ba wa wannan yaro a gida don taimaka masa wajen saukaka numfashin sa yadda zai yi numfashi da kyau? Shin akwai wasu magunguna ko wasu matakai daban da zan iya dauka don wannan yaro?",http://speech-app.s3.amazonaws.com/static/audio/uploads/78a4b4c4-f322-4866-848a-cd532d79e49a/8c3e01f974c2681755f5dfcfd89aa6a1_UhEqBmov.wav
