audio_id,language,subset,local_path,reference,url,model_answer,requested_model,model_id
85cd1be0-c726-44da-9ffb-29e32dae93c6,yoruba,yoruba,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/1c7cc8d6cd61c84056aaf275dc9347fc_ROCn5LnX.wav,"Orúkọ mi ni Ìyá Àfín Akinlẹ́yẹ, láti bí oṣù méjì sẹ́yìn ni mo ti ṣàkíyèsí pé mímí ọkọ mi kò dára rárá. Bẹ́ẹ̀ ni ó sì máa ń sìn léraléra, pàápàá jùlọ tí ó bá ti wà ní ibì tí erùkù bá wà, tàbí ibi tí a ti ń din nǹkan. Yóò máa sìn léraléra, kò ní lè mí dé òkè, dé ilé.
Mímí ń rẹ̀ yóò máa ṣe jùlẹ̀jùlẹ̀, bẹ́ẹ̀ ni yóò sì máa sìn nígbàkúgbà tí ó bá wà ní ibì tí èéfín tàbí erùkù bá wà.
Njẹ́ àyẹ̀wò kan wà tí a lè ṣe, tí a lè fi mọ ohun pàtó tí ó fa irúfẹ́ nǹkan wọ̀nyí? Àbí dídúró níbi tí erùkù wà rẹ̀ ni ó fa èyí ni tàbí àgọ́ ara rẹ̀ ni ó ń yí padà tí irú èyí fi ń ṣẹlẹ̀? Irú òògùn wo ni ó lè lò tí mímí rẹ̀ yóò fi máa já gẹ́rẹ́gẹ́ ní gbogbo ìgbà àti ní òrékóre, ní ibikíbi tí ó bá wà?",http://speech-app.s3.amazonaws.com/static/audio/uploads/f4817d08-f83a-4e9f-8fd6-2ae2a2ec8012/1c7cc8d6cd61c84056aaf275dc9347fc_ROCn5LnX.wav,"This pattern sounds most consistent with allergy-related symptoms (allergic rhinitis) and possibly asthma triggered by dust, smoke, or other irritants, which explains the cough, sneezing, watery eyes, and improvement when away from those triggers. Try to reduce exposure by keeping the home as dust-free as possible, avoiding smoke and strong fumes, and washing bedding regularly. Saline nasal drops and an age-appropriate antihistamine can help, but a clinician should guide this, especially for young children. Please take the child to a health facility for assessment, as they may need inhaled asthma treatment if wheezing or breathlessness is present. Seek urgent care if there is fast or difficult breathing, chest indrawing, poor feeding, high fever, or the child becomes very sleepy.",GPT Realtime 2 (audio),gpt-realtime-2
393804b1-81e1-40de-8da3-b8deb96aab75,yoruba,yoruba,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/5e152cf85a225ce81f02d179c5219687_WcTrLMpH.wav,"Ìyá ọmọ kan tó ń gbé ní ẹ̀gbẹ́ ilé wa ni ó lóyún ọmọ rẹ̀ kejì. Ní ìbẹ̀rẹ̀ oyún náà, gbogbo nǹkan ń lọ dédé, inú rẹ̀ sì dùn pé, ọmọ tuntun ń bọ̀. Ṣùgbọ́n ní oṣù díẹ̀ sẹ́yìn, ó bẹ̀rẹ̀ sí ní ní ìrora tó lágbára ní ìsàlẹ̀ inú. Ní ọjọ́ kan, ìrora náà pọ̀ tó bẹ́ẹ̀ tí kò lè fi dìde dáadáa. Kò pé, ó tún bẹ̀rẹ̀ sí ní rí ẹ̀jẹ̀ púpọ̀, tó ń yọ lára rẹ̀. Ẹ̀jẹ̀ náà ju bíi. Ẹ̀jẹ̀ yìí pọ̀ ju bí ó ṣe máa ń rí lọ, ó sì máa ń mú kó rẹ̀ gan. Bí ó ṣe rí ẹ̀jẹ̀ yìí, ẹ̀rù bà á pé bóyá ọmọ inú rẹ̀ wà nínú ewu. Ní kíákíá ni ọkọ rẹ̀ ràn án lọ́wọ́ láti lọ sí ilé ìwòsàn.
Ìbéèrè mi ni kí ni ó lè fa ìrora tó lágbára ní ìsàlẹ̀ inú nígbà oyún? Ṣé ẹ̀jẹ̀ púpọ̀ tó ń yọ nígbà oyún jẹ́ àmì ewu fún ìyá tàbí ọmọ inú rẹ̀?
Kí ni àwọn àfihàn tó fi hàn pé oyún náà wà nínú ìṣòro? Ṣé òògùn wà tó lè da ìrora àti ẹ̀jẹ̀ dúró, láì ba ọmọ inú rẹ̀ jẹ?",http://speech-app.s3.amazonaws.com/static/audio/uploads/5202a828-3648-4059-91da-3bcde5d2bb52/5e152cf85a225ce81f02d179c5219687_WcTrLMpH.wav,"I’ll think this through with pregnancy safety in mind and keep the guidance clear and practical.Severe lower abdominal pain with vaginal bleeding in late pregnancy is a danger sign and can be caused by problems like placental abruption, placenta previa, preterm labor, or (given a prior C-section) possible scar problems. Heavy bleeding with clots is not normal and should be treated as an emergency for both mother and baby. The pregnancy should be assessed urgently in a hospital with an ultrasound, fetal heart monitoring, and an examination, along with checks of your vital signs and blood level. Treatment depends on the cause and may require close monitoring, medications, or urgent delivery; there is no safe home remedy to stop this at home. Please go to the nearest facility immediately, even if the bleeding seems to slow down.",GPT Realtime 2 (audio),gpt-realtime-2
3b2c9661-48b8-4555-95fc-5da02dba590f,yoruba,yoruba,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/821814a132d2937ed9a4945844336e5a_4EgD9ZDS.wav,"Mo jẹ ọmọbìnrin àbílékọ ọdún márùn-ún dín lógójì. Ẹ jọ̀wọ́, ọmọ mi, ọmọ oṣù márùn-ún yìí ni mo gbé wá fún àyẹ̀wò àti fún ìtọ́ni.
Mo ti bẹ̀rẹ̀ iṣẹ́ padà. Ṣùgbọ́n sí ìyàlẹ́nu ni bí àti bí ọjọ́ mẹ́ta báyìí mo rí pé ọmọ mi ṣá ń wúkọ lémọ lémọ lémọ. Gbogbo ìgbìyànjú, gbogbo ohun tí a lè ṣe ni a ti gbìyànjú láti ṣe fún láti dá ikọ́ náà dúró. Ṣùgbọ́n mo rí pé ikọ́ náà ò tíì lọ.
Èmi ò dé kì í sí nílé. Tí mo bá ti lọ láàárọ̀, ó di ìrólé bí aago mẹ́fà kí n tó padà sílé. Màmá mi ni ọmọ náà máa ń wà pẹ̀lú nílé.
Àmọ́ nígbà tí mo bá ní ànfààní láti pè, mo máa ń pè, tí mo sì máa ń béèrè pé báwo ni ikọ́ náà, tí wọ́n á dé sọ fún mi pé ó ṣì ń wú ikọ́ náà.
Ọmọ oṣù márùn-ún ni ọmọ náà. Omu nìkan kò lò ń mu, torí mo ti bẹ̀rẹ̀ iṣẹ́. Mo fún un ní omu nìkan fún oṣù mẹ́ta, lẹ́yìn ìgbà yẹn mo ti ń fún ní àwọn oúnjẹ.
Mo ti ń fún ní àwọn oúnjẹ, mo ń fún ní ọ̀gẹ̀dẹ̀, mo dé ń fún ní àwọn oúnjẹ ọmọde tí mo mọ̀.
Ìyàlẹ́nu tó tún wà ni pé láti bí alẹ́ àná, mímí rẹ̀ ò wà já gàrà mọ́. Kò mí dáadáa, gbogbo imú rẹ̀ ti di.
Màmá mi gan-an nígbà tí wọ́n wẹ láàárọ̀ yìí, wọ́n ní láti fi omi tó lọ́wọ́rọ̀ díẹ̀ láti jó ní ní imú, jó ní ìgbàyà, torí ikọ́ yẹn pọ̀.
Èémí yẹn náà dé tún ti wá bẹ̀rẹ̀, kò mí dáadáa mọ́, èémí yẹn ò já gàrà mọ́.
Ẹ jọ̀ọ́, ìbéèrè mi ni pé, kí ni mo lè lò fún láti dáwọ́ ikọ́ náà dúró, kí ikọ́ náà lè dúró? Àti pé èémí tí ò wà já gàrà, kí ni mo lè ṣe, kí ni mo lè lò fún un, ìgbésẹ̀ wo ni mo lè gbé tó máa fi máa mí, tí ohunkóhun o ní di lọ́wọ́ láti mí?",http://speech-app.s3.amazonaws.com/static/audio/uploads/433c5a1f-3be5-49d0-a951-06b181449d87/821814a132d2937ed9a4945844336e5a_4EgD9ZDS.wav,"I’ll think through what might be causing the stools and milk issues and suggest safe, practical steps to help your baby.At 4 months, the safest feeding is exclusive breast milk; if you can, restart breastfeeding (relactation) with frequent suckling and support from a health worker or lactation counselor, and do not give adult foods yet. Watery stools can be from infection, feeding changes, or intolerance; true lactose intolerance at this age is uncommon, but cow’s milk protein allergy can cause diarrhea, gas, and discomfort. If formula is needed, use only an age-appropriate infant formula prepared exactly as instructed; a health worker may advise a trial of lactose-free formula or extensively hydrolyzed formula if allergy is suspected. Keep your baby hydrated; if stools are very frequent, give small frequent feeds and seek care urgently for fever, repeated vomiting, blood in stool, poor feeding, or lethargy. Please have the baby examined to check for dehydration, weight gain, and the best feeding plan for your situation.",GPT Realtime 2 (audio),gpt-realtime-2
af817cc1-3469-4d56-857f-8ff66782feef,yoruba,yoruba,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/4c08bdc5c57327431c4f666688714a69_lIrYRgPu.wav,"Arabinrin kan lo be ọmọ tuntun jojolo si ile iwosan wa ni aaro  yii. Ìbímọ rẹ́, rọ̀rùn púpọ̀, ó sì bí ọmọ náà ní ìrọ̀wọ́ àti ìrọ̀sẹ̀.
Lẹ́yìn ìṣẹ́jú kàtí-kán ti arábìnrin yìí bí ọmọ, paàdì tí a fi sí ìdí rẹ̀, a rí pé kò pẹ̀ rárá tí ẹjẹ́ fìkún inú paàdì náà, tí ó sì pọ̀ púpọ̀. Lẹ́yìn ìṣẹ́jú kejì ẹ̀wẹ́, arábìnrin yìí tún lò paàdì mìíràn, síbẹ̀ òun náà kún fún ẹ̀jẹ̀, ní kiakia. Láìpẹ̀, láìjínà, arábìnrin bẹ̀rẹ̀ sí ní bí wípé o rẹ ọ̀ún, ẹ jẹ̀ náà wá pọ̀ dé ibi pé ẹ̀jẹ̀ náà kò dá.
Kí ló ṣeṣe, kí ó fa ẹ̀jẹ̀ lẹ́yìn ìbímọ? Kí ló ṣeṣe, kí ó fa, tí ẹ̀jẹ̀ náà kò fìdúró? Ǹjẹ́ ó ṣeṣe, kí ìkejì ọmọ kó kù nínú arábìnrin yìí? Ǹjẹ́ ó ṣeṣe, kí ẹnu ilé ọmọ arábìnrin ko yà bí? Ǹjẹ́ ó ṣeṣe, kí ilé ọmọ rẹ̀ kó ma gbaramu pawa, láti dúró? Kí ló ṣeṣe, kí ó ma fa ẹ̀jẹ̀, tó n dá yàlà-yàlà lara arábìnrin yìí? Kí ni àwọn ohun tí a le ṣe fún arábìnrin, láti jẹ́ kí ẹ̀jẹ̀ náà kò dáwọ́ dúró? Irú abẹrẹ tàbí ògùn wo ni a le lò fún arábìnrin yìí, ǹjẹ́ kí a jẹ́ kí arábìnrin yìí kí ó ma lọ sí ilé-ìwé sọ, aláàdànláà náà ni, àbí o ńkò ọ̀kan wà, tí a tún le ṣe fún arábìnrin yìí, láti jẹ́ kí ẹ̀jẹ̀ náà kò mọwọ́ dúró?
",http://speech-app.s3.amazonaws.com/static/audio/uploads/4f757e08-dc05-413b-be70-499713f1314b/4c08bdc5c57327431c4f666688714a69_lIrYRgPu.wav,"I’ll think through the likely causes of heavy postpartum bleeding and the safest immediate steps for her care.This is likely a postpartum hemorrhage, most commonly from the womb not contracting well (uterine atony), but it can also be caused by a retained placenta or membranes, a birth canal tear, or a blood clotting problem. The bleeding will not reliably stop at home, and trying to remove anything or inserting herbs can be dangerous. She needs urgent hospital care now for uterine massage, IV fluids, and medicines like oxytocin (or misoprostol if oxytocin is not available) and to check for retained tissue or tears. If possible while arranging transport, keep her lying flat, keep her warm, encourage breastfeeding, and avoid delays.",GPT Realtime 2 (audio),gpt-realtime-2
47f1291b-83b1-4499-a7e3-91452c764e6c,yoruba,yoruba,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/04e3c1d9648f974b97134850288a4c18_V9MJayH1.wav,"Sàdédé ni a rí ìkan lára àwọn olóyún wa tí ó wá sí ilé ìwòsàn wa ní òwúrọ̀ yìí. Olóyún náà dé tìrora tìrora, tó bẹ̀rẹ̀ sí ní ké gidigidi, tó fi ọwọ́ di ẹ̀yìn rẹ̀ mú, tó ń fi ọwọ́ di inú mú. Bẹ́ẹ̀ ló ń bẹ̀rẹ̀.
Ìgbà tó tó bí ìṣẹ́jú mélòó , sí mẹ́jọ sí mẹ́wàá ta múu wọ inú ilé ìgbẹ́bí wa, la ní kí arábìnrin náà ó gun òkè. Tí a dé yẹ̀wò, ó sì jẹ́ wípé ọmọ arábìnrin náà ti dé tósì, ilé ọmọ rẹ̀ ti yanu sílẹ̀.
Kété larábìnrin yìí bímọ, tí ọmọ dé jáde, ó bí ọmọbìnrin.
<Code-switch><english>So<code-switch><yoruba>, a ṣe gbogbo nkan tí ó tọ́ àti tí ó yẹ.
Kò pẹ́, a bá ìyá àti ọmọ gbé wọ inú yàrá lọ láti lọ sùn kí wọ́n lè fi wá dáradára.
Kò pẹ́ mọ́ ni ìyá ọmọ yìí pè wá pé òun máa ń sa rí i pé ó rẹ̀ òun wá, ó máa ń rẹ̀ òun wá, tí ojú òun sì ń ṣú. Bẹ́ẹ̀ ni arábìnrin yìí dé ń gbìyànjú láti jẹun nígbà tí a bímọ. Ó sá ń japitira láti jẹun nígbà tó bímọ tán, ṣùgbọ́n oúnjẹ yẹn ò fi bẹ́ẹ̀ lọ lẹ́nu rẹ̀ dáadáa.
Bẹ́ẹ̀ sì ni óún rẹ̀ẹ́ wá, tó sì lòyì ń kọ òun.
Kí ni nkan tí ó ṣẹlẹ̀? Ṣé a lè ní ẹ̀jẹ̀ ló ti ló lára rẹ̀ púpọ̀ tó <code-switch><english>need<code-switch><yoruba>ẹ̀jẹ̀ ni, àbí kí ni nkan tí a lè ṣe fún un? Ṣé ká fún un lẹ́jẹ̀ ni àbí ká fún un l’oúnjẹ?",http://speech-app.s3.amazonaws.com/static/audio/uploads/bcaab2b7-9dc7-40c3-950d-8fe155c849a8/04e3c1d9648f974b97134850288a4c18_V9MJayH1.wav,"This is severe preeclampsia, not anemia, caused by abnormal placental and maternal blood vessel changes leading to very high blood pressure and protein in the urine. The immediate priorities are to control blood pressure, prevent seizures with magnesium sulfate, monitor urine output and organ function, and plan timely delivery as the definitive treatment. Giving blood is not indicated unless there is true anemia or bleeding confirmed clinically and by tests. Routine IV fluid boluses should be avoided because women with preeclampsia can develop fluid overload and pulmonary edema; fluids should be carefully restricted and guided by monitoring.",GPT Realtime 2 (audio),gpt-realtime-2
f89194ba-0cb4-4b60-852d-49eef7c70ae5,yoruba,yoruba,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/9562bfb2f9dfd462b5931834014cb756_vq2yxS6J.wav,"Dókítà, mo mú ọmọ mi tí ń ṣe ọmọ ọdún márùn-ún ó lé oṣù méjì wá, èyí tí ó nira fún láti mi ní àlẹ́ tí ó sì máa ń wù ìkọ́ ní gbogbo ìgbà.
Ìkọ́ yìí ó ti di lẹ́mọ̀ lẹ́mọ̀.
Mo ra oogun ìkọ́ <code switch > <english >Tutolin Children<code switch > <yoruba> fún un, ó ti lò ìgò kan tán, ṣùgbọ́n síbẹ̀ ìkọ́ yìí kò lọ, bẹ́ẹ̀ sì ni ó nira fún láti mi tí ó bá ti di àlẹ́.
Mo ṣe àyẹ̀wò ìkọ́ ìfẹ́ fún un, ṣùgbọ́n wọ́n jẹ́ kí n mọ̀ pé kò ní ìkọ́ ìfẹ́.
Nítorí náà dókítà, kí ni ó lè fà kí ọmọ ọdún márùn-ún máa wù ìkọ́ lẹ́mọ̀ lẹ́mọ̀, àti kí ni ó lè fà kí ọmọ ọdún márùn-ún nira fún láti mí tí ó bá ti di ní alẹ́?",http://speech-app.s3.amazonaws.com/static/audio/uploads/2a220809-32a0-4a86-bfec-a4b31b24be90/9562bfb2f9dfd462b5931834014cb756_vq2yxS6J.wav,"I’ll think through the likely causes and next steps for your child’s night cough and vomiting.A dry cough that is worse at night and causes vomiting can be due to asthma (especially cough-variant asthma), postnasal drip from allergies, or acid reflux, even when whooping cough tests are negative. The chest pain may come from repeated coughing, but a clinician should listen to the lungs and check for wheeze, nasal congestion, or signs of reflux. It’s important to avoid smoke, dust, and strong scents at home, keep the air clean, and use saline for a blocked nose; warm fluids can help, and honey is safe only if the child is over 1 year old. Please take the child for a review soon, as they may need an asthma inhaler trial or other treatment based on the examination. Seek urgent care if breathing becomes fast or difficult, lips look blue, the child is unusually sleepy, or the chest pulls in with breaths.",GPT Realtime 2 (audio),gpt-realtime-2
7cec18aa-88cc-4a39-aabc-677e725d33f9,yoruba,yoruba,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/cc8f6a861147c138a1a63db4c0be871f_MhmK1kcm.wav,"​Arábìnrin ẹni méjìlélógún tí ó bímọ sí ilé-ìwòsàn wa ní ọjọ́ mẹ́ta sẹ́yìn, òun ni ó gbé ọmọ rẹ̀ wá fún àbẹ́rẹ́ àjẹsára. Nígbà tí arábìnrin náà dé, ó jẹ́ kọ́ di mímọ̀ fún wa pé ọmọ tí òun ṣẹ̀ṣẹ̀ bí yìí, pé ọmọ náà kò gba ọmú rárá rárá , débí tí ó tiẹ̀ máa ń sù. Ó ní ọmọ náà ò gba ọmú, ó pé gbogbo ìgbà ni ọwọ́ rẹ̀ àti ẹsẹ̀ rẹ̀, gbogbo ara rẹ̀ ó máa tútù tójẹ́ wípé ẹ̀rù máa ń bà òun gan-an láti lè fi ọwọ́ kàn án, àfi kí òun ṣáà fi aṣọ gbé e. Ó ní kò ní gba ọmú, bẹ́ẹ̀ sì ni gbogbo ara rẹ̀ ń tútù láti fọwọ́ kàn, débídébí pé ọmọ yìí gan-an ó tú wá rẹ̀ ẹ́, kò lè na ọwọ́, kò lè nàsẹ̀, kò lè jàgbitíra, á kàn ṣáà dáwọ́ nù ni, pé ojú rẹ̀ gan-an ni pé ọmọ yẹn o rẹ̀, ọmọ yẹn ò ṣè dáadáa. Pé kí ni nǹkan tí ó lè fà á? Kí ni nǹkan tí ẹyin wá rò pé ó lè fà á kí ọmọ yìí kó tútù láti fọwọ́ kàn? Ṣé nítorí ọmú tí kò gbà òun ni àbí kí ni? Nǹkan tí a lè ṣe sí àìgbà ọmú náà, kí lẹyin rò pé a lè ṣe sí àìgbà ọmú náà? Àbẹ́rẹ́ tí a fẹ́ fún un gan-an, kí ni ìmọ̀ràn tí ẹyin lè gbà wá?",http://speech-app.s3.amazonaws.com/static/audio/uploads/c16af2ae-5e90-455f-b47e-1b1879877f19/cc8f6a861147c138a1a63db4c0be871f_MhmK1kcm.wav,"A child with malaria who becomes very sleepy, refuses food and drink, and feels cold after treatment needs urgent reassessment, because this can be a sign of severe illness, dehydration, low blood sugar, or a reaction/complication. Please take him back to the clinic or hospital immediately for examination, repeat malaria testing if needed, and basic checks like temperature, hydration status, and blood glucose. While going, try small frequent sips of clean water or oral rehydration solution, and avoid forcing large feeds. If he cannot drink, vomits repeatedly, has convulsions, confusion, or worsening drowsiness, treat it as an emergency.",GPT Realtime 2 (audio),gpt-realtime-2
1cf530f5-be7f-4461-b7ed-3a50894530aa,yoruba,yoruba,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/d9f6283da175c4669b6d916f7b3cfa13_KceQiyvC.wav,"Mo rán Ọmọ mi ọkùnrin pé kò lo bá mi ra ewedu wá ni arin àdúgbò ni irole àná.  Nigbati o to bíi <code-switch> <english> fifteen minutes.  <code-switch> <yoruba> lọ kan ṣàdédé sun kún de ni màmá elewedu náà tẹ́lẹ̀ lẹ́yìn. Kò ṣẹlẹ̀ Kò ṣẹlẹ̀ ní wọ́n bá ní ajá ni o gé je ẹ ní ẹsẹ, ajá bí bo o? Irú ajá wo ni? Ibo lọ tí wá? Wọ́n ní won ó mọ ibi tí ajá tí wá,  pé bóyá kí ṣe ajá àdúgbò gan-an. Háà. Kíni a wá lè ṣe? Mo sá fi epo ra ojú ibi tí ó ti gé je pe ki le pá ọ̀rọ̀ ajá náà. Leyin igba yẹn, ní won ní kí n gbe lọ sí <code-switch> <english> maternity.  <code-switch> <yoruba> mo sá gbé lọ <code-switch> <english> maternity.  <code-switch> <yoruba> arin àdúgbò.  Wọ́n kò àbẹẹrẹ <code-switch> <english> tetanus.  <code-switch> <yoruba> fún mi pé kí n lọ ra wá ni <code-switch> <english> chemist. <code-switch> <yoruba> Mo sá ra àbẹẹrẹ ní ní <code-switch> <english> chemist. <code-switch> <yoruba> Mo sá ra àbẹẹrẹ ní ní àná, àbẹẹrẹ yẹn ni wọn wá fún un ní àná.  Mo ti wá gbé délé, ṣùgbọ́n ṣùgbọ́n láti àná,  egbò náà ti wù, ojú rẹ pọn.  Ẹrú wá ń bami pé kò má jẹ́ pé ó ti kó ikokuko rán Ọmọ.  Mo wà fẹ́ bẹ̀rẹ̀ pé ṣe ó ní oogun tí mo lè ra fún kí a lọ sí àbí kí n gbé lọ sí <code-switch> <english> hospital.  <code-switch> <yoruba> kí won tún bá mi <code-switch> <english> treat. <code-switch> <yoruba> ẹ.",http://speech-app.s3.amazonaws.com/static/audio/uploads/8ebfa89e-ed0d-4b92-9a75-77931265b385/d9f6283da175c4669b6d916f7b3cfa13_KceQiyvC.wav,"I’ll think through what likely happened and what the safest next steps are for you and your baby.Your baby’s convulsion and the swollen, painful injection site are warning signs that need urgent assessment in a hospital, not home treatment. This could be a vaccine reaction, an injection-site infection/abscess, or fever-related seizure, and the baby needs examination and possibly tests and antibiotics. Do not give leftover tablets or more injections without a clinician’s prescription, because wrong dosing can be harmful. If another convulsion happens on the way, place the baby on their side, do not put anything in the mouth, and keep the airway clear. Please go to the nearest hospital or child emergency unit as soon as possible.",GPT Realtime 2 (audio),gpt-realtime-2
4d62506c-42ac-498c-8bd7-cd687fbb40e3,yoruba,yoruba,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/dee6e0edacf17cc42d600e7090c58c97_wvIfDzmM.wav,"Arákùnrin kan tí ó ń jẹ Suberu,  ọmọ àádọ́ta ọdún ni ó wù ikọ ni ọjọ kàn ní ikọ yẹn wá bẹ̀rẹ̀ sini peléke, ọ̀sẹ̀,  oṣù fún oṣù tí ó ti pò. Ni gbà tí ó wà dí pé kò lè mí dáadáa, lóòótọ́ ó ti ní àwọn nǹkan tí ó lọ ní àwọn igbati ikọ yen kò tí peléke to to be yẹn.  Ṣùgbọ́n won ó sise,  ní ṣe ló tún burú jáì sì ní,  lọ bá fi ekan wo wípé èyí tí òun fi ń rà oogun kekeke yìí kí ohun gbà ilé ìwòsàn lọ o. Kí ohun ló bá dókítà ṣòro, ó dé odò dókítà, ó ṣàlàyé wípé ikọ yẹn ó ti ń wú ohun fún bí oṣù meta, ohun de tí lọ àwọn nǹkan tí ohun lè lọ ní ilé, tí àwọn ẹ̀yán ni kí ohun ló bí oyin,  bi omi gbígbóná, bi orogbo, ohun tí ẹ tún rà oogun ikọ,  ní ṣe ló ń burú sí, èyí tí ó yẹ kí o máa dikun ní ṣe ní ó ń burú sí ní. Ní ohun ṣe wà to fi dá bí wípé ohun ó lè mi dáadáa mo, níbi tí ikọ yẹn lè dé. Wọn wá bí dókítà kini o lè fà tí ohun lè wù irú ikọ báyìí? Tí ohun ló àwọn nǹkan tí ó sise fún ikọ, tí kò de ṣíṣe fún ohun. Ati wípé kíni ohun lè ṣe tí ikọ yẹn ó fi lọ pátápátá tí ohun ó mí dáadáa tí ohun ó sì ní gburo ikọ yẹn mọ?",http://speech-app.s3.amazonaws.com/static/audio/uploads/f35927cf-18a9-4be0-ae3a-c5bb2b2cf40e/dee6e0edacf17cc42d600e7090c58c97_wvIfDzmM.wav,"Persistent rectal bleeding with constipation can be caused by anal fissures, hemorrhoids, rectal polyps, inflammatory bowel disease, infections, or (less commonly) colorectal cancer. Ongoing weight loss and anemia are red flags, so she needs proper evaluation, including a blood count and an endoscopic exam (sigmoidoscopy/colonoscopy) to identify the bleeding source. Stopping unregulated herbal remedies is important because they can worsen bleeding or delay correct treatment. In the meantime, managing constipation with adequate fluids, dietary fiber, and clinician-guided stool softeners can help, but treatment must be targeted to the actual cause. If hemorrhoids or polyps are confirmed, definitive procedures may be needed, and if inflammation or infection is found, specific medical therapy is required.",GPT Realtime 2 (audio),gpt-realtime-2
be3dd5f8-5c92-43b3-b375-fc1c2c045312,yoruba,yoruba,/data/Intron-Multimodal-Benchmarking/data/gates_data/audio/4b5dafdd048fda6b500229829e5e9b96_k91FH9Us.wav,"Gege bi akíkanjú obìnrin kan tio gbe ọmọ rẹ dani, to si ri pe ọmọ naa gbóná mo lọwọ. jíjì ọmọ náà bẹ̀rẹ̀ sí ní gbọ́. Ọmọ náà ngbọn, tìkò sí ni <code-switch> <english> control <code-switch> <yoruba> mọ́, irú, irú fẹ́ aiaisan wọ̀, ló ń ṣe ọmọ alábiyamo. Àti wípé, irú ayéwo wọ́ ni a le se fún ọmọ binrin yìí? Irú ìtọ́jú wo la sì lè fún ọmọ yìí?
",http://speech-app.s3.amazonaws.com/static/audio/uploads/1c8129d9-e493-42dd-b7b9-bffdf4a3828e/4b5dafdd048fda6b500229829e5e9b96_k91FH9Us.wav,"I’ll quickly think through the safest, evidence-based options for a newborn whose blood sugar is difficult to control.This sounds like a newborn with possible hypoglycemia that is not controlled, which needs urgent care in a hospital. Do not give home remedies or unusual foods; the best first feeds are frequent breastfeeding or expressed breast milk, and formula may be used if breast milk is not available. If the baby is drowsy, convulsing, breathing poorly, or cannot feed, they need immediate IV glucose, typically a 10% dextrose bolus followed by a controlled infusion, with close monitoring by clinicians. The exact dose must be calculated by weight and adjusted to bedside glucose results, so it should not be guessed at home. Keep the baby warm and continue small frequent feeds while seeking care.",GPT Realtime 2 (audio),gpt-realtime-2
