id,transcription,translation,language,speaker_id,gender,duration,source,audio_path,audio_root,file_exists,reference,hypothesis
25951,Is enige van hierdie toestande die gevolg van of geïrriteerd deur die teenwoordigheid van skimmel op n plek waar ek 8 uur per dag werk. ,Are any of these conditions a result of or exasperated by the presence of mould in a place I work 8 hours per day.,afrikaans,732105475394c5f99a25f0e78d7efb4471d1172547f3c0a991b1eb5b468fa321,Female,9.255000114440918,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/afrikaans/0bcd0eeb56d43fa06496e9e640ae86dd_OxPUBa4N.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,Are any of these conditions a result of or exasperated by the presence of mould in a place I work 8 hours per day.,Am I affected by or irritated by the moldiness in a place where I work eight hours a day?
25941,Maak seker dat jou fallopiese buise oop is deur die buistoets te laat doen. (Histerosalpingogram). Dit is nodig vir GUI. Onthou asseblief in vrugbaarheidskwessies praat ons net oor waarskynlikheid en waarskynlikheid.,Make sure your fallopian tubes are open by getting tube test done.  (Hysterosalpingogram).  This is necessary for GUI.  Please remember in fertility issues we only talk about probability and likelihood.,afrikaans,623decda5611ef58a2f9b044f64e774f6d01d1e5ea41e5164784a340c460cacd,Female,17.006999969482422,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/afrikaans/92ec596dfe552bdb79d73d800ba4a835_YrNKeHMO.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,Make sure your fallopian tubes are open by getting tube test done.  (Hysterosalpingogram).  This is necessary for GUI.  Please remember in fertility issues we only talk about probability and likelihood.,"Make sure that your fallopian tube method is done by a qualified doctor. Here is how it works: pinogram. This is necessary for GU. Remember, when we talk about fertility issues, we don't talk about probability and probability."
25815,"Maande gelede het ek wakker geword met kneusing aan die buitekant van my enkel/hak, en 'n pynlike knop het net onder my enkelbeen verskyn","Months ago I woke up with bruising on the outside of my ankle/heel, and a painful lump appeared just below my ankle bone.",afrikaans,1680c905402b306225503aea08ab95a522bb536b710e8d22a6b244b12b94bb57,Female,10.479999542236328,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/afrikaans/7aaf263c6a1e35fb479bcfa74a4d1555_4ri3hguv.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"Months ago I woke up with bruising on the outside of my ankle/heel, and a painful lump appeared just below my ankle bone.","A while ago I woke up with swelling on the outer side of my ankle/heel, a painful lump just below my ankle bone."
26117,"Kan dit moontlik wees dat ek dalk reeds swanger is en dat urinetoetse nie vir my werk nie?  Hallo, dankie vir die navraag. Ek verstaan jou bekommernis. ","Could it be possible that I may be pregnant ago and could it be urine test do not work for me?  Hi, Thanks for the query.  I understand your concern.",afrikaans,2dc59dc4f0c9365331b0862d58e7812fb46248a55338760079c0d528cf8d05ca,Female,12.774999618530272,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/afrikaans/8a117868e4258f42ec50c28d4682072e_sQ9Hh5cS.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"Could it be possible that I may be pregnant ago and could it be urine test do not work for me?  Hi, Thanks for the query.  I understand your concern.","Okay. Can it be possible that I am already pregnant and that Irene Tootse is not working for me? Hello, thank you for the inquiry. I understand your concern."
24320,"As die kind aktief is en speel rond wanneer daar geen koors is nie, dit is waarskynlik n virale siekte en dit het nie antibiotika nodig nie","If the kid is active and playing around when there is no fever, it is probably viral illness and it doesn't require antibiotics at all.",afrikaans,3e5939466295fde9530255c0ad805b94ae35d74dac4689b8f8b060412cd17fc7,Female,9.814000129699709,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/afrikaans/80bf352e0a15acfe9dd2ff356ad3d659_euk0Iyil.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"If the kid is active and playing around when there is no fever, it is probably viral illness and it doesn't require antibiotics at all.","Sick and active around when there is no course, it is probably a viral disease and it is not necessary to provide it."
22554,L4 - L5 Daar is tipe II Modic eindplaat veranderinge. Daar is 'n regter-asimmetriese posterior skyfuitsteeksel wat lei tot ernstige sentrale kanaalstenose en bilaterale neurale foramina-vernouing.,L4 - L5 There is type II Modic endplate changes.  There is a right asymmetric posterior disc protrusion resulting in severe central canal stenosis and bilateral neural foramina narrowing.,afrikaans,623decda5611ef58a2f9b044f64e774f6d01d1e5ea41e5164784a340c460cacd,Female,18.31100082397461,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/afrikaans/cd9023b55fb0f361f69270aecfa5d579_TsoVq3F4.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,L4 - L5 There is type II Modic endplate changes.  There is a right asymmetric posterior disc protrusion resulting in severe central canal stenosis and bilateral neural foramina narrowing.,"As C4L5, daar is tipe twee modig eenplaasveranderinge. Daar is 'n regter asymmetriese posterieur skifuitsteeksel wat lei tot ernstige sentrale kanaalstenoose en bilaterale neurale foraminavernouing."
23046,Ek het tandvleispyn aan my linker bo kant van my mond ervaar. Ek kan nie aan hierdie kant kou nie en dit is uiters pynlik om aan te raak.,I have been experiencing gum pain on my upper left side of my mouth.  I cannot chew on this side and it is extremely painful to touch.,afrikaans,253564c9f64abf4de073140b6282acba817615e41300913c1000dd80dfcd4949,Female,14.335000038146973,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/afrikaans/b8eb0cc6932a06fd7ff211801b127f47_8ClOMdtD.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,I have been experiencing gum pain on my upper left side of my mouth.  I cannot chew on this side and it is extremely painful to touch.,"I have a lump on my left side, starting from my mouth. I cannot chew on that side, and it is also painful to touch."
24834,"Is deur my neuroloog vertel dat provigil basies meer van a korttermyn skok geggee het en dan versag het. Nuvigil neem langer om aksie te neem, en het a laer sleutel.","Was told by my Neurologist basically Provigil gave more of a short term punch then mellowed out.  Nuvigil longer acting, more low key.",afrikaans,b3676c20d03a0916f8e3ec392e509e2b05b23ed4639b0590fc26e663a42c55a5,Female,16.80699920654297,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/afrikaans/39b71a54b4c35b6a05dc49c353b6ed39_jUvd2vK8.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"Was told by my Neurologist basically Provigil gave more of a short term punch then mellowed out.  Nuvigil longer acting, more low key.","As your neurologist told you that a migraine is basically a short-term shock and then subsides, a migraine takes longer to act and has a low severity."
22606,"Hallo. My dokter het twee maande gelede vir my gesê my milt is effens vergroot, sonogram het 13 cm gewys. Die bevindings was verlede maand dieselfde.","Hi.  My doctor told me two months ago my spleen is mildly enlarged, sonogram showed 13cm.  The findings were the same last month.",afrikaans,623decda5611ef58a2f9b044f64e774f6d01d1e5ea41e5164784a340c460cacd,Female,11.991000175476074,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/afrikaans/a87b8450377af2613416f1f1654fd402_Kdm0ecfw.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"Hi.  My doctor told me two months ago my spleen is mildly enlarged, sonogram showed 13cm.  The findings were the same last month.","Hello, two months ago my doctor said my spleen was enlarged. The ultrasound showed 13 cm. The findings were last month the same."
25930,"Dit vereis behandeling deur die gebruik van toepaslike antibiotika en anti-inflamatoriese Gesels Dokter, Raadpleeg jou dokter vir ondersoek en behandeling ooreenstemmend met die erns van die kondisie. ",This requires treatment by the use of appropriate antibiotics and anti-inflammatory Chat Doctor.  Do consult your doctor for examination and treatment according to the severity of the condition.,afrikaans,732105475394c5f99a25f0e78d7efb4471d1172547f3c0a991b1eb5b468fa321,Female,13.82900047302246,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/afrikaans/4797a4a3f1565aac52f16775b5a7500f_95jEUSTI.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,This requires treatment by the use of appropriate antibiotics and anti-inflammatory Chat Doctor.  Do consult your doctor for examination and treatment according to the severity of the condition.,"""The ice treatment by the use of applicable antibiotics and anti-inflammatory self-medication, consult your doctor for examination and treatment in accordance with the duties of the condition."""
