id,transcription,translation,language,speaker_id,gender,duration,source,audio_path,audio_root,hypothesis,reference
22346,"Kuongororwa nachiremba wevana zvakakosha. Sims, zvaka oenekwa kuti nyaya dzekudya chikafu chakashata dzave kuwanda munguva pfupi. Ndinovimba izvi zvicha kubatsira. Uzvi chengetedze.","And examination by pediatrician is a must.  Sims, it is usually seen that cases of food poisoning worsen over a short period of time.  I hope this will help you.  Take care.",shona,1d2305ebb7c3654bdbd7d9873be1ba642359be9fb1618a61eaa52e32eb82e12d,Male,18.420000076293945,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/579559feb7ddf443b94d45c6502c50a5_CmnD1FTK.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,Caring for children's hygiene is important. SIMS. It has been observed that cases of eating bad food have been increasing in a short period. I hope this will help you protect yourself.,"And examination by pediatrician is a must.  Sims, it is usually seen that cases of food poisoning worsen over a short period of time.  I hope this will help you.  Take care."
26143,Ikozvino muviri wangu ndinoona seune zvachinja pauri mumazuva mashomane apfuura. Ndati tapudzei kuwanda kwema allergic dermatitis rashes andaisimboita kumashure.,So my body has had some changes it has gone through recently.  I have minimized the amounts of allergic dermatitis rashes I have been getting.,shona,de9bf7d92ecfba35de9fe8a624830005ad73616af11aa921fa180010792e8362,Female,15.420000076293944,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/4df50b038b703cf6b3be09cd385951e3_td9LCPWK.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"Echo, mine is finishing, I see that you have some changes in you in the past few days. I said let’s reduce the frequency of allergic dermatitis rashes that I used to have in the past.",So my body has had some changes it has gone through recently.  I have minimized the amounts of allergic dermatitis rashes I have been getting.
26920,Chi chimwe chandingaita? hazvina njodzi here kuti ndimupe Albid kana mimwe mushonga wema wemzi panguva ishoma pa mwedzi miviri ? ndi wonesei wo,What can I do?  Is it safe to give him Albid or other medicine for worm within short interval of two months?  Please suggest.,shona,bbaaeb0001d13751057ca30148bc9ba4d388e5b58ff2e358f851e07e94076427,Female,11.97599983215332,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/8e2a5fccb595e6c987d1f53b777f38c2_vVuzu8sF.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"The concern I have is, is it not dangerous to give him Albed or another deworming medication within a short period of two months? Please advise me.",What can I do?  Is it safe to give him Albid or other medicine for worm within short interval of two months?  Please suggest.
26156,"Vakazvimanikidzira kuita, vanorwadziwa zvinosvika pa 7 kana pa 8 pachikero. Musi wazvinenge zvakati nyarareiwo vanenge vachirwadziwa zvinosvika pa 4 kana pa 5 pachikero. Tinokumbirawo mutibatsirewo kana muchinge munezvamunofungira kuti zvingabatsira.","If he over does it,his pain is 7 or 8.  A very low key day his pain is 4 to a 5.  Please help us if you have any suggestions.",shona,de9bf7d92ecfba35de9fe8a624830005ad73616af11aa921fa180010792e8362,Female,22.54899978637696,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/a2b55fde23ea5123cbd5231db7b1557c_9JbazeyS.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"Most children, when they have their periods, experience pain that reaches a 7 or 8 on the scale. On days when it is relatively calm, they experience pain of about a 4 or 5 on the scale. We ask for your help if you have any suggestions on what could help.","If he over does it,his pain is 7 or 8.  A very low key day his pain is 4 to a 5.  Please help us if you have any suggestions."
22286,Nekudaro hakuna mushonga unorapa chirwere ichi. Kungomira nekutarisa kunogona kutopedza dambudziko iri. Miviri yedu inogona kuto zvipedza yega pachayo.,As such there is no such cure for this condition.  Only wait and watch can cure such a problem.  Our immune system can gradually digest the extra pigments.,shona,1d2305ebb7c3654bdbd7d9873be1ba642359be9fb1618a61eaa52e32eb82e12d,Male,13.008999824523926,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/ecfe5509d3daf1b1323740c7cb81a5c1_2Vk3mNdE.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"Therefore, there is no medicine that treats this disease. Just waiting and watching can resolve this problem. Our bodies can resolve it on their own.",As such there is no such cure for this condition.  Only wait and watch can cure such a problem.  Our immune system can gradually digest the extra pigments.
26269,Zviratidzo zvekuora moyo kune vakwegura zvinogona kufanana nekutanga kwe Alzheimer saka unofanira kuita zvimwe zvekuzvivaraidza uye enda kukirabhu kuti usangane nevanhu uye usazviparadzanisa nevamwe,"The symptoms of depression in the elderly can be similar to early-stage Alzheimer's, so you should do some hobbies and go to the club to meet people and avoid being isolated.",shona,fe35a9f2091613096695a67a91f5f367bd010ea14ee198a5e2da8d87456aedc9,Female,20.506999969482425,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/1c57b6cdf79690c98f077834f0104dbb_W2IANRSo.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"Signs of depression in the elderly can be similar to the onset of Alzheimer’s, so you should do some recreational activities and go to a club to meet people and not isolate yourself from others.","The symptoms of depression in the elderly can be similar to early-stage Alzheimer's, so you should do some hobbies and go to the club to meet people and avoid being isolated."
27063,Kana ongororo ye chirwere yaitwa unogona kuzvibatsira nemishonga yakafanira yekuchipatara kan chivanhu sezvo zvose zvine zvazvakanakira nekushata,"Once diagnosis is confirmed, you can manage yourself with appropriate medications (allopathic or herbal) as both have their own pros and cons.",shona,fcdf23300623a960669e21a19cad4149704decbc42fc1b14f11840ecfdae276a,Female,13.704999923706056,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/c80f2a0b6867017d071f1b9ef1246b08_2GgZ3MK3.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"Once a medical examination has been conducted, you can help yourself with the appropriate hospital or traditional medication, as both have their advantages and disadvantages.","Once diagnosis is confirmed, you can manage yourself with appropriate medications (allopathic or herbal) as both have their own pros and cons."
27135,Arikushandisa mushonga pazvose zviri zviviri. Arara akamuka husiku hwese nekuda kwemusoro. Zvaidaro dzimweni dzenguva mumaziva mashomanene apfuura. Zvingade tione chiremba here?,He is on meds for both.  Was awake with a headache most of the night and off and on for the last few days.Should he be concerned?  Mam .,shona,aa1223b3590501468297c20e70b3f18313793f49fd2f5a17737a88e05425e18e,Female,12.081000328063965,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/3f62004dfaf2074bb4347aa31c55fbb3_WtyGruu8.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,It is working as medicine for both. He wakes up all night because of a headache. It has been like that sometimes in the past few days. This might require seeing a doctor.,He is on meds for both.  Was awake with a headache most of the night and off and on for the last few days.Should he be concerned?  Mam .
24578,Ndakanwa piritsi ndisati ndarara ndikazonzwa kuvhita vhita pagumbo rangu reruboshwe kurwadziwa kukadzoka. Bp 140 over 80. Ndine makore 69. Ndoenda kuchipatara here? ,Took a pill an hour before bed and felt slight throbbing in my left foot and tightening returned.  BP 140 over 80 / 69 years old - should I seek emergency care?,shona,b1922f3b75f7d070a012cb8733a1ba81445c6dc73cc9fb200888c8e92680df85,Male,16.302000045776367,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/f20caa7724171465a3957caa20c8033d_yTMzPnZd.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"I took a pill before I slept, then I felt some throbbing in my left leg and the pain returned. My BP is 140 over 80 and I am 69 years old. Should I go to the hospital?",Took a pill an hour before bed and felt slight throbbing in my left foot and tightening returned.  BP 140 over 80 / 69 years old - should I seek emergency care?
26923,Kana muviri wenyu uri kubvumirana ne Amlodipine zvinoreva kuti mushonga wakanaka uyezve mungawedzera chikamu kusvika ku 5 milligrams kamwechete pa zuva. Munofanira kuvavarira Blood pressure iripasi pe 140/90,"If you are tolerating Amlodipine well then it is good medicine, and you may increase the dose to 5 mg once a day.  You should aim BP below 140/90.",shona,d9d8420e49cfb93916848c3b494952be0d6bf7d99e8ff8b0217302bab1119755,Female,21.222000122070312,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/3693725bf59fb357a83859fd88e30ccc_Zg5J64jk.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"Your body is responding well to Amlodipine, which means the medication is effective. You can also increase the dose to 5 milligrams once a day. You should aim for a blood pressure below 140 over 90.","If you are tolerating Amlodipine well then it is good medicine, and you may increase the dose to 5 mg once a day.  You should aim BP below 140/90."
