id,transcription,translation,language,speaker_id,gender,duration,source,audio_path,audio_root,file_exists,reference,hypothesis
17991,Ok don haka galibi a cikin ɓangaren matsakaici.,Okay so mostly in the medial part.,hausa,47c1d27aa096d05af192a6f334d301f16ae2cc406adf7df99361bab13970aa97,Female,5.456999778747559,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/a1aed8f9d6461f7fc9fed3250a462836_k3zPTqHX.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,Okay so mostly in the medial part.,She often walks around the market.
21144,Ba babban aiki bane.  Kawai ana so a gano cikin ne da huji.  Hanya ce ta gano cututtuka. Da fatan na amsa tambayarka.,It is not a major operation.  It's just to see inside with a hole.  It is a diagnostic procedure.  Hope I have answered your query.,hausa,c71f1165d3350526b60e4f177b742aee76d5f6f39cc8da8e5d7b2c407421a0f5,Male,8.496000289916992,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/bb76e91c0969ae1edb324eca8fabe41b_tIPG3Afa.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,It is not a major operation.  It's just to see inside with a hole.  It is a diagnostic procedure.  Hope I have answered your query.,"Baba babban aiki bane, kawai anaso a gano chicken ne da huji. Hanya ce ta gano cututtuka da fatan na amsa tambayarka."
20646,Idan al'ada ne to sai a yi PFT wanda zai gaya mana yawan aikin huhun ku da menene tasirin shan taba a kansu.,If it is normal then get a PFT done which will tell us how much your lungs are functioning and what is the effect of smoking on them.,hausa,17699141487a18a5337764ce3b4702c35705adb3aa9d9b067894aae4f903e47c,Female,8.368000030517578,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/99c96c17fe8956b839e75036d804467d_LKr2G0KT.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,If it is normal then get a PFT done which will tell us how much your lungs are functioning and what is the effect of smoking on them.,"If I have the intention to take PFT, what will benefit me in my work or what is the procedure for that?"
20311,Idan na gwada tsayawa bana iyawa saboda ciwon bayana bazai barni na tsaya na lokuta ba.,When I tried to stay I could not because a pain in my back would not allow me to stand for some time.,hausa,e5b0413b9ead9d7badaf73c405f1482d55962bd1cc23777e68a63496b5fe9b34,Male,7.234000205993652,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/299e37b378983bbae6eeaf2fbdfa2f86_tAGdFzsy.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,When I tried to stay I could not because a pain in my back would not allow me to stand for some time.,Iranna gudu tsayawa baya na baye iyawa saboda chiwon baya bazin na tsaya na dukuta ba
19259,"An ba ni z-pak antibiotic a ranar Laraba da ta gabata (kwaya don kwanaki 5 amma yana ɗaukar cikakken kwanaki 10 don yin cikakken aiki).  Jiya, alamun rashin lafiya sun dawo kuma Ina jin muni a yau.","I was given z-pak antibiotic last Wednesday (pills for 5 days but takes full 10 days to work fully).  Yesterday, sick symptons returned and Im feeling even worse today.",hausa,36c6895f7a764a5b65d9a2a6b330dd299450e7b7fbae61e487836c0def33a93b,Male,14.748000144958496,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/a56b0d558e9d0e19bed4701cf15f2ba0_A2RxeAuN.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"I was given z-pak antibiotic last Wednesday (pills for 5 days but takes full 10 days to work fully).  Yesterday, sick symptons returned and Im feeling even worse today.","Unban the Z package, it is like it has become a very difficult matter. I don't know how to do the 10 difficult things, I want to do the difficult work. The health signs have been put like I am in Germany."
21537,"A'a, a'a, bai yi haka ba. Kawai vomiting ne.","No, no, no, he has not done that. It’s just the vomiting.",hausa,c58ceef29d0be2313a6c01d52c6888822829759532e18ced3fbf1a49c5ac0dbd,Female,6.421000003814697,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/b4323f29119996060dcb26ae02f678c9_nsPz7tg9.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"No, no, no, he has not done that. It’s just the vomiting.",Mummy dancing ah ah baya haka ba kawai vomiting ne
22076,Shin kun yi wasu abubuwa har yanzu ban da shan paracetamol?,Have you done any other things so far apart from taking paracetamol?,hausa,49a93db5ab5754539932d050051608d4f69d1e907b05605b3d1feeb76c224643,Male,6.000999927520752,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/c79ff179b7ef55412b5f2eb5c167994c_RqemVbM3.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,Have you done any other things so far apart from taking paracetamol?,What are some things you like to do in your free time?
18306,"Yawancin lokaci ina son inda zan shiga aiki, akwai kamar kantin magani a waje kuma zan sami harbi na mura.","I normally like normally where I go into work, there's like a pharmacy outside and I would get my flu shot.",hausa,28de089def0a8b5a15403a8c42980b1850ab519406f36c23d3423d3777c80acc,Male,10.586999893188477,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/58f754b49ee025e39a0d0c5eab70dc50_ZJuGVI1m.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"I normally like normally where I go into work, there's like a pharmacy outside and I would get my flu shot.","I don't know where to start work, and there is no way for us to find money."
19659,"Minisita ya kara Fadi cewa alakar China da najeria, kasasen biyu sun hada hannu a kan magance matsalan","Minister said again that a relationship is between China and Nigeria, the two nations have collaborated to settle the problem.",hausa,f18b415518c9becfb0a77f5f64f458850a34eb9667eb90910aba79470cf23707,Male,8.175000190734863,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/61ab96508ae0176013ceafb5342e87dc_k6EoUOkN.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"Minister said again that a relationship is between China and Nigeria, the two nations have collaborated to settle the problem.",Minister Akara fadi cewa alakar tsana da Najeriya kasashen biyu sun hada hannu akan maganar jima'i matsaloli
18149,"A'a, babu wani abu na musamman um eh, kawai irin ya zo kuma yanzu ya kasance yana tafiya daidai","No, nothing in particular um yeah, it just kind of came on and now it's been pretty steady.",hausa,a2b195a7e58e1ba072b6201c477fc9592f7426af3928a3cd8910edfd0f2b7345,Male,6.679999828338623,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/1b8ab78a0e6c451fd5639b8cff41eb58_j6YUVLuv.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"No, nothing in particular um yeah, it just kind of came on and now it's been pretty steady.","Ah, babu wanda a bu na musamman, hmm eh, kawa irin yazo kuma yanzu ya kasance na tafiya dai dai."
21461,"Da kyau, zan iya sanin sunanka, don Allah?","Alright, can I know your name, please?",hausa,257f09dd1c2ef0102e7f18db259bdc13e34e3d6636b1b8c6de73855b1d2ecf99,Female,3.532000064849853,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/e9fdf5c030bcbd5b9ceebd01952acee1_yVsAcuDj.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"Alright, can I know your name, please?",From when did you start calling God by that name?
19302,"A kiyaye da kuma abinci mai qarancin gishiri, salon rayuwa da magungunan SOS zasu kiyaye da wannan kuma zasu taimaka wajen hana matsaloli kamar ciwon zuciya ko bugun jini.","Do controlling the same with low salt diet, lifestyle and SOS medication should take care of the same and help prevent complication like heart problem or stroke.",hausa,3e5700c62e1f3ce429501bc017883f000ac9b1dff13cd26daf5a98efd0eaf943,Male,14.734000205993652,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/f88f3547fafbbcbb2350149345c80aa8_SuNETZO9.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"Do controlling the same with low salt diet, lifestyle and SOS medication should take care of the same and help prevent complication like heart problem or stroke.","How will the healthcare and SOS (emergency) services respond to this, and how will they handle problems like internal conflicts and banditry?"
18621,Duk wani abu da ke sa tari ya tafi yanzu kun gwada?,Anything that makes your cough go away now you've tried?,hausa,f18b415518c9becfb0a77f5f64f458850a34eb9667eb90910aba79470cf23707,Male,3.8959999084472656,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/54bb320897da39cd2153e8d1a4ab84be_faiY5n8X.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,Anything that makes your cough go away now you've tried?,Why do people make history? Why did they go?
17710,"Barka, Na samu ciwon makogaro me maimaituwa tsawon watanni bakwai da suka wuce. Bana iya sha, hadiya, kuma saman harshe na yayi fari. Ina da rashin lafiyar kura. ","Hi I have a recurrent sore throat for the past seven months.  I cannot drink, swallow, and my tongue is covered with a white layer.  I have a dust allergy.",hausa,d9fb56558104de1ce9239deba86ca9cbbf65c2bad88fa2f579d510757c7c3d77,Male,17.485000610351562,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/eb74555d4863b450837b60c5f8ed0147_wBNNuelW.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"Hi I have a recurrent sore throat for the past seven months.  I cannot drink, swallow, and my tongue is covered with a white layer.  I have a dust allergy.","Rain has not fallen in the Makogaro area for seven months and counting. There is no rain, no shade, and the sky is dry. I am suffering from illness."
21992,"Don haka daga duk abin da kuka gaya mani don shekarunku da alamun bayyanar ku, tunda ba zan iya ganinku ba, akwai 'yan abubuwan da nake tsammanin na iya haifar da ciwo.","So from everything you've told me for your age and your presenting symptoms, since I can't see you, there are a few things that I think might be causing your pain.",hausa,0dfaa34163f6784119f8b6a0c6abcae691a7a3cac2d2de0288501ccf6a45aa38,Male,17.42099952697754,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/3596460909aa4fd98c9ba632cbeede30_tdIb0GWg.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"So from everything you've told me for your age and your presenting symptoms, since I can't see you, there are a few things that I think might be causing your pain.",Don haka daga duk abin da kuke ga yami don shekarun ku da alamun bayyanar naku tunda bazan iya ganinku ba akwai ƴan abubuwa da nake tsammanin na iya haifar da ci
18510,Duk wani ci gaba da ringing ko thumping sauti za ka iya ji?,Any continuous ringing or thumping noises you may hear?,hausa,69cf8b8b2a3f1d35a78bd60a33c91c06f709af11e8833b206c6b61b3b2c913b3,Male,6.031000137329102,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/hausa/2af9f2da64ab96ead8a3c544e61df9d8_RYLRD6LE.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,Any continuous ringing or thumping noises you may hear?,Do you have any advice for a new mother?
