id,transcription,translation,language,speaker_id,gender,duration,source,audio_path,audio_root,file_exists,reference,hypothesis
26700,"Bakeng sa tlhahlobo ya bona go na le diteko tše ntši tšeo le tšona di swanetšego go di dira. Eupša kudu-kudu go kaone go bona setsebi pele, ngaka ya ramatiki go bona tlhahlobo le bakeng sa kalafo go.","For their diagnosis there are a lot of tests to do too.  But primarily better to see a specialist first, the rheumatologist to determine a diagnosis and for the treatment to.",pedi,bb570654edb3c811928f0f17854558c5cf3db5aed2d2de546702f2128bf4b61e,Female,12.954999923706056,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/11496f99548528eaf58a44815413cc4d_GaRzastS.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"For their diagnosis there are a lot of tests to do too.  But primarily better to see a specialist first, the rheumatologist to determine a diagnosis and for the treatment to.",ERROR
21855,"Ya, ke nnete.","Yeah, that's correct.",pedi,66f87ffa7ebb73d4c67cfcf00fda7337ba205a0988dff7a9d26347926eb7b45f,Female,1.1710000038146973,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/0882c38d72869a200e032aadc2fbf38c_8YR3cAHP.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"Yeah, that's correct.",ERROR
26874,Ke be ke phafogile bošego ka moka gomme ke e-na le maikwelo a go fiša ka mpeng le kgase e ntši. go kwagala eke ga se ka hwetša tekanyetšo ya maleba.,I was awake alle nite and had a burning sensation in my abdomen and lots of gas.  it feel like i didfnt get the proper dosage.,pedi,822a22cd3fd1e6ab0724aee91cf08813175f2b8f20b64a344d54bb52a02f58f1,Female,13.44200038909912,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/84f4f56d8658b7ea268b5461688f2588_03yyTpSZ.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,I was awake alle nite and had a burning sensation in my abdomen and lots of gas.  it feel like i didfnt get the proper dosage.,ERROR
27169,"Le ge go le bjalo, ka gare ga lerameng la gagwe go na le kgwele ya mohuta wo thata yeo e ka bago bogolo bja kotara go dikologa mohlomongwe, gomme e sa le bohloko kudu. O be a dutše a diriša penicillin ga e sa le a buiwa.","However, inside her cheek is a hard type ball about the size of a quarter around maybe, and it is very sore still.  She has been on penicillin since the surgery.",pedi,822a22cd3fd1e6ab0724aee91cf08813175f2b8f20b64a344d54bb52a02f58f1,Female,27.089000701904297,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/ac87f20332a244a999911a3476b4ce59_GvpvTY8I.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"However, inside her cheek is a hard type ball about the size of a quarter around maybe, and it is very sore still.  She has been on penicillin since the surgery.",ERROR
25959,"Gape, ebile di iri Txe mmalwa le meno aka bjalo a nhlopha ebile a nkgwatha mailutlo. A' ye ke ye nngwe ya khuetxo ya go hlwekixa, ge Eba go bjalo gotla txea sebaka se Seka Kang Kang  sa appx gore e felele","Anyway, its been several hours and my teeth are now irritating me, and sensitive.  Is this a side effect from the cleaning, and if so how long appx will it last?",pedi,96de8675ad2834b27aa3935932afa9fe5a1e469af24399b61cecca8682536b72,Female,18.131000518798828,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/1463830c4f1b0572d97cf66db079e748_2PD0G3Ce.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"Anyway, its been several hours and my teeth are now irritating me, and sensitive.  Is this a side effect from the cleaning, and if so how long appx will it last?",ERROR
27279,Kgaetšedi ya ka o ile a ba le seterouku mengwageng ye 2 ya go feta gomme a lahlegelwa ke polelo ya gagwe.  Ka Labohlano o be a le sepetlele bakeng sa go dira op yago tsošološa lengwele,My sister had a stroke 2 years ago and lost her speech.  On friday she was in hospital for a replacement knee op.,pedi,8fcfd554591bc06e4a36aae14b0170f5f04c604a1a9f875e7dde2a180eea554f,Female,14.338000297546388,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/52c3135bfd3c1f54bd2450e843d32aa5_FAkR8trt.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,My sister had a stroke 2 years ago and lost her speech.  On friday she was in hospital for a replacement knee op.,ERROR
21766,"Aowa, aowa, go tloga bjale go ya pele. Ge nkabe ke dirile bjalo, nkabe ke tšwile,","No, no, for now. But if I do, I would, I'd definitely reach out,",pedi,4072f4a3da03ce72c2451e36777658c98bdd6f4b2efe4f9457bd6b31e62696fd,Female,9.684000015258787,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/18babe37e21e64aa6a819991832bfd4a_SpOtDh7R.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"No, no, for now. But if I do, I would, I'd definitely reach out,",ERROR
21798,"Golokile, ke eng seo sedirago gore bohloko Bo fetelele?","OK, what makes the pain worse?",pedi,4072f4a3da03ce72c2451e36777658c98bdd6f4b2efe4f9457bd6b31e62696fd,Female,5.97599983215332,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/e441051a6db8fc4c65969127dba77b56_mBN1wPy5.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"OK, what makes the pain worse?",ERROR
21603,"Ee,ke morekisi.","Yes, I'm a sales Rep.",pedi,42c750a84ffb04f371a5b7b0e8bf99027bc5d0e6b8f8cc4a7aae2fd9d011e7d0,Female,3.1080000400543213,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/c4180b8352c1c63796a54400b9a0daad_je1aBCD0.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,"Yes, I'm a sales Rep.",ERROR
21802,E thomile maabane diiri tše e ka bago tše 18.,It started yesterday about 18 hours.,pedi,d5eb9c48f25f8ce435c4d1659dd15e79ed6975397d2aa8b381e99afa137b8a57,Female,7.478000164031982,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/e40b9c2de52a6e14efb1647f36f51222_wsQcJK4L.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,True,It started yesterday about 18 hours.,ERROR
