id,transcription,translation,language,speaker_id,gender,duration,source,audio_path,audio_root,hypothesis,reference
21934,"Nke ahụ dị mma. Ị maara ma ọ bụrụ na ị nwere ihe ọ bụla na-emetụta gị?  Ọgwụ, nri ma ọ bụ ihe ọ bụla?","That's OK. Do you know if you are allergic to anything?  Drug, food or anything?",igbo,3bdffd2ce09e130208d0f50ecd77323ca1c8280f3e06b3c9dea69ca6fb4556f5,Male,7.205999851226807,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/00146fa846b17c19cff565b8cba727e1_mPvtDZVb.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"That's fine. Do you know if there's anything affecting you? Medicine, food, or anything else.","That's OK. Do you know if you are allergic to anything?  Drug, food or anything?"
19896,Hà dị anyị ize ndụ?,Are they dangerous to us?,igbo,4fafcc3a929ee764575a57bd8e85821dcff65521931612d3d4d19d227b888096,Male,1.2050000429153442,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/b6df578e75b8af05516627ea9029abb9_zvl3qdv7.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,They will give a good life.,Are they dangerous to us?
17921,Mana o na echem uche na onwere ihe na gahari e lebe anya. Abum ezigbo nkwụghachi. I nwere echiche obu na ?,But I worry there is something looming that is not being looked into.  I have always been a great compensator.   Any thoughts?,igbo,02d66eaec43f8f8c290d1c442ad8b8038e54857d2e97e11e8954dae21dd0c088,Female,9.927000045776367,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/81ac8a096ec9ef7cf047615b29c90432_8A09S5HX.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"But anyone who thinks there is something going around to watch, I am a good babysitter for any thought.",But I worry there is something looming that is not being looked into.  I have always been a great compensator.   Any thoughts?
18923,"E nwere mgbagwoju anya maọbụ nchekwa, dịka nchefu nke ụbụrụ?","Any confusion or memory, like memory loss?",igbo,a8c0d3947221dbd0e79d593d04558a1cda4ec3b71d3a759d4136fede75264548,Female,4.843999862670898,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/5c9af6a7d66ac8fcb598dbca8c998be2_weehmfi7.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,I take this opportunity or reminder lest I forget.,"Any confusion or memory, like memory loss?"
19561,Ma mgbe ahụ enwere m mmetụta ahụ na-atọ ọchị ebe m na-eche ma m gafere akara ahụ.,And then I had that funny feeling where I wondered if I crossed the line.,igbo,c1764c4d3af652ee6ea83979f1c236cbac55ee0c6bc1538f7f9c503207870797,Female,6.748000144958496,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/1f8888679b918b255b980f35090a80cf_CU99YB9b.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"Good morning everyone, I have that pleasant feeling as I think about the plate of Akara I’m really looking forward to.",And then I had that funny feeling where I wondered if I crossed the line.
20194,amaghim biko kedu ihe m ga -eme ? Degree ghotara nchegbu gi gafere nkowa gi. M na-atu aro ka i ghara ichegbu onwe gi nke ukwu. ,i dont know please what can i do?  Degree understand your concerns went through your details.  I suggest you not to worry much.,igbo,36217ada29eceac9de49229f931c4f87e246fa717258b972945028b013600ffa,Male,14.244999885559082,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/46c9901983824a6cb27c7eb1e28fa781_lWyCtHiv.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"My fellow people, how are you doing? This morning's temperature here will give me the opportunity to tell you, I suggest that you continue to protect yourself during the day.",i dont know please what can i do?  Degree understand your concerns went through your details.  I suggest you not to worry much.
19749,Sicela uphumule kahle kakhulu.,Please rest very well.,igbo,f989023ca5a6147ffe9897a9f76834d33829fb3286feb5535ff45052c64d180a,Female,2.2920000553131104,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/711dead0d56bf13a73d309b93adc6479_d6591rcW.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,Because it fits well.,Please rest very well.
18350,"Mba, ọ bụghị na achọpụtala m, mba.","No, not that I've noticed, no.",igbo,820fad1fb80f133c48908afe7cc42e472b21aa17694667a6a674285ea9fd792c,Male,3.1410000324249268,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/52acefd50c33f1cccce96501b9716704_ICu2jXVA.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"No, it's not that I have found a country.","No, not that I've noticed, no."
20984,Ị chere na a ka nwere ike igwọta m site na OCD m mgbe afọ a nile gasịrị?  Ị chere na ọnọdụ m ga-aka njọ ma ọ bụrụ na agaghị m achọ enyemaka ahụike.  Daalụ,Do you tnk that I can still be cured from my OCD after all ts year?  Do you tnk my condition will get worst if I will not seek medical help.  Thanks,igbo,76f32438a97d27c54458f3abfddb289032b798bcd434779b2cd0ff1369a65ab0,Female,14.545000076293944,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/b94d9799dae4013aa586ecf23394411d_ORmScSYY.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"Do you think I will build for you as I told you in our house that we left? I am going to France and Lagos. Do you think it's in my hands, my girl, if we will have hope for ourselves within us? Thank you.",Do you tnk that I can still be cured from my OCD after all ts year?  Do you tnk my condition will get worst if I will not seek medical help.  Thanks
25379,"O ji nwayọọ nwayọọ kwụsị ije ije ma ncha. Mgbe ahụ, o nweghị ike ikwu okwu, nke nta nke nta ọ pụghị ịnọdụ ala ma o nweghị ike ijide ihe ọ bụla ma mgbe afọ abụọ gachara ọ nwụọ.","Slowly he stopped walking at all.  Then he couldn t talk, gradually he couldn t sit and was not able to hold anything and after 2 yrs he died.",igbo,d33b03c910280c81f8df93fbf20ede2d3aa2cb0868978d38435fa0013bc4292b,Female,17.51300048828125,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/0b233a5fd0008576efcb359e19fdb1cc_Vo8FgJ1W.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"He was crawling slowly on his hands. He could not speak. Gradually, he could not sit up. He could not hold anything. But after two years, he died.","Slowly he stopped walking at all.  Then he couldn t talk, gradually he couldn t sit and was not able to hold anything and after 2 yrs he died."
17877,"Mkpagharia mee ufodu ihe metutara ares , okobam oku na afum ufu. Ndewo, Oko otiti toro gi na ike neanyi gi bu oya  yest inweburu kpatara ya.","When I walk and do activities that rub the Ares they itch really bad and hurt.  Hi, The itchy bump on your vagina could be due to yeast infection you had previously.",igbo,5c9a4ca2c7fd3380116b1c881249c612fe612f14412d32c8e81aa253f20c4e4d,Female,13.251999855041504,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/e363bc4738aa4eaf173293aa44753ea8_wypDBY8g.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"Our people, I greet you for our time of meeting. I am very happy to see you. Greetings. It is wonderful that a woman will treat a yeast infection and it will be completely cleared.","When I walk and do activities that rub the Ares they itch really bad and hurt.  Hi, The itchy bump on your vagina could be due to yeast infection you had previously."
19568,Echere m na ị ga-achụpụ m n 'ezinụlọ.,I thought you were going to throw me out of the family.,igbo,c1764c4d3af652ee6ea83979f1c236cbac55ee0c6bc1538f7f9c503207870797,Female,1.8009999990463257,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/14ce5ae9bb1769755dbe656335e2bdbe_gD0z4Scx.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"Itemeka, spit it out of your mouth.",I thought you were going to throw me out of the family.
19543,"N 'ọnọdụ ọzọ, a hụrụ nwatakịrị nwụrụ anwụ na eriri umbilical ya n' ime akpa dị na ọdụ ụgbọ oloko Yau Ma Tei site n 'aka nwanyị nhicha.","In another case, a dead baby with its umbilical cord intact was found in a bag in Yau Ma Tei subway station by a cleaning lady.",igbo,c1764c4d3af652ee6ea83979f1c236cbac55ee0c6bc1538f7f9c503207870797,Female,11.0,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/fb5f4df7dcde9c667377487a1dfa5f99_Z6t6vm0b.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"In another line, that little boy was already eating his snack from a bag at the train station and was wiped clean by a woman's hand.","In another case, a dead baby with its umbilical cord intact was found in a bag in Yau Ma Tei subway station by a cleaning lady."
25411,"Okacha afu m ufu na mgbada afo n'aka nri m mana ebe niile n'afu m ufu. Ugba, ano m na nso nwaanyi m nke bidoro unya nke a n'eme ka ufu a na akawanye njo. ","It hurts most on the lower right side of my abdomen but the pain is everywhere.  Im also currently on my menstrual cycle, which began one day ago, which increases the pain.",igbo,e3bca94f72dccc7b9383e2ac990106b81ca1cc71ff5aacfaf671ef159389b3ed,Female,16.82900047302246,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/125f923d9074ecc575d4cfb0c83f3aef_8WfPQwEy.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"It hurts most on the right side of my back, but everywhere hurts. Now I am on my period, which started yesterday, and this also makes the pain worse for a woman.","It hurts most on the lower right side of my abdomen but the pain is everywhere.  Im also currently on my menstrual cycle, which began one day ago, which increases the pain."
18775,"ma mgbe ahụ nke m, dịka, o nwere ihe ọ nwere ihe mgbochi onwe ya na-aga n 'ihu, dịka ihe m maara.","and then my, like, he's got he's got some autoimmune stuff going on, like that much I know.",igbo,c1764c4d3af652ee6ea83979f1c236cbac55ee0c6bc1538f7f9c503207870797,Female,9.116000175476074,intron-MT,/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/igbo/c4207d9c243446062ace11672b1254d4_B7oHJYOZ.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/,"I am Kim, as one who has a vision for what I carry in my heart, moving forward, as something beautiful.","and then my, like, he's got he's got some autoimmune stuff going on, like that much I know."
