date,audio_id,audio_duration,sentence_id,source,doc_id,seq_id,text,prediction,char_len,age_group,gender,accent,discipline,education
2024-02-28 00:12:58.764668,513ef5d4-a823-4113-b757-4ed91d5d5e17,1.0,7e3ff9d7-79fe-4eba-9c0b-d5c10074a2f5,Production-Test-Set,1107,1107,"hello, my name is tolu. i'm an orthodontist in a tertiary hospital in nigeria. i deal in correcting malocclusions in children and adults and giving them aesthetic smiles. it's been quite a rewarding experience.  seeing children leaving my clinic with smiles on their faces and seeing their parents beaming, knowing that options that were previously unavailable to them are now available to them to help improve the physical appearances of their wards.  it's a fun job and i usually am satisfied at the end of the day. also one of the most highly rewarding specialties in dentistry. but in nigeria and other parts of the world, i would like you to come visit us one of these days. thank you for listening.",,704,19-25,Male,Yoruba,Non-Health,
2024-02-28 00:12:58.756045,32896923-f849-4aa3-9eda-dccc7284a309,1.0,05f2bfd7-822d-4658-ae31-eaa078438fb5,Production-Test-Set,1105,1105,"hi, what are you doing today?",,29,19-25,Male,Yoruba,Non-Health,
2024-02-28 00:12:58.750599,1e5a3d4f-b2a3-4596-8dff-e266a45c11bb,1.0,af12a172-5958-4a13-9842-e75d8761a398,Production-Test-Set,1104,1104,"hypertension generally can cause a lot of diseases. the person could be prone to stroke, the person could also be prone to other diseases like diabetes, diabetes mellitus, precisely type 1, type 2. there could be some neurological disorders, it could be some nephrological disorders, and most times patients that have the heart diseases they most likely come down stroke, meaning they'll be bedridden for a while and have sores.",,428,19-25,Male,Yoruba,Non-Health,
2024-02-28 00:12:58.745783,58a1c6e2-93e8-41df-b217-cbe19df77340,1.0,89af42a8-c52e-45ad-9539-366fc85398f8,Production-Test-Set,1103,1103,"most times, when people do general examination you hear them say something like afebrile, not pale, aneteric, acyanosed, but this doesn't affect everybody. sometimes, some people have general examination to be normal but then again they are having ill state of mind.",,266,26-40,Male,Yoruba,,
2024-02-28 00:12:58.740935,a3e98ddb-0012-4e77-925d-f9c64edfb4f9,1.0,d110071c-ec01-4459-acd9-1e494a35cac0,Production-Test-Set,1102,1102,"hi, how are you doing? hope everything is fine and you're living your best life. call me when you get a chance. thank you.",,122,19-25,Female,Yoruba,Non-Health,
2024-02-28 00:12:58.736093,5d03428d-b26e-437d-8319-f672187d5204,1.0,ef9e168d-f171-488d-895c-dc785f5e7db2,Production-Test-Set,1101,1101,"so you start talking and then i press this one. yes, i press this one. it's already recording.",,94,19-25,Female,Yoruba,Non-Health,
2024-02-28 00:12:58.726004,bd11eb45-7442-4ba4-b7e3-776a9560d0fc,1.0,8df0eadd-498b-49c8-8c73-73cb2d1347cf,Production-Test-Set,1099,1099,"so second try on the app. let's hope that the algorithm is able to pick up what i've said and describe it properly. all right, thank you.",,137,19-25,Female,Yoruba,Non-Health,
2024-02-28 00:12:58.721021,31465167-a293-4e13-ab6f-d566ab427c1c,1.0,fd6a4d73-1ff4-4111-b42f-42a786efd174,Production-Test-Set,1098,1098,so the patient had some problems with the lungs and a ct scan was requested. there after he was sent to the emergency unit where he met dr. charles and dr. charles wrote him some drug  prescriptions and he has been discharged home to come back to the clinic in two weeks for routine follow-up.,,293,19-25,Male,Yoruba,Non-Health,
2024-02-28 00:12:58.711131,e3321ba0-5bbd-4f55-baa8-051774965816,1.0,fd8c42e2-ae89-40bb-9ab0-2973c6484a6f,Production-Test-Set,1096,1096,"hemogram shows hemoglobin concentration of 5 grams per deciliter 5 g/dl, wbc count of 0.5 x 10 ^9 /liter, and platelet count of 27 x 10 ^9/ liter. these are consistent with pancytopenia which may result from bone marrow failure. to confirm this, we need to carry out bone marrow aspiration and biopsy to confirm marrow failure. on the other hand, pancytopenia can be caused by other conditions.",,394,19-25,Female,Yoruba,Non-Health,
2024-02-28 00:12:58.701051,3561cab1-6809-4f62-9ab2-b6a60f96dda2,1.0,64eeb2ca-f696-4c9c-ab57-3ccb458f1c12,Production-Test-Set,1094,1094,"good morning, i'm doing a call with intron and i expect that it's able to transcribe my voice to some degree. we'll see how accurate it is, but this is batch mode, so we'll see.",,177,19-25,Male,Yoruba,Non-Health,
2024-02-28 00:12:58.690939,77ee27f9-0ba6-4a59-bb02-6b7b5b46fb65,1.0,3d840eaf-df30-46b7-93d7-790c38f3207b,Production-Test-Set,1092,1092,"good afternoon, i am doing a call to transcribe my voice to see how good it works. thanks.",,90,19-25,Female,Yoruba,Non-Health,
2024-02-28 00:12:58.686239,9e652ffe-efdb-42df-9b4e-d7abfeb8165e,1.0,6ec5bb62-ea5f-4d5c-a0c8-2a117f1d0772,Production-Test-Set,1091,1091,good afternoon doctor. since i woke up from bed i was having a serious stomach ache and then i went and took a glass of water and since then it has not subsided. so i don't know what to do. thank you.,,200,19-25,Male,Yoruba,Non-Health,
2024-02-28 00:12:58.680645,1b5a067d-2a60-4729-9983-12e8fd219906,1.0,167bee5f-eb76-47d7-b559-1d53cffe10c3,Production-Test-Set,1090,1090,50 year old man who came in with sudden onset chest pain associated with st elevation on ecg and elevated  troponin. it was managed for acute coronary syndrome and transferred to cath lab for pci.,,196,19-25,Female,Yoruba,Non-Health,
2024-02-28 00:12:58.675552,174ac2bc-ff71-4c50-b55d-771fb827aaf7,1.0,641a732d-984a-43c8-94f8-019c8410583d,Production-Test-Set,1089,1089,"i have seen mr. inchor in clinic today for headache, nausea and vomiting. he is also coming with high blood pressure today, not a known diabetic or hypertensive.",,161,19-25,Male,Yoruba,Non-Health,
2024-02-28 00:12:58.670523,0f935928-3a25-4d7f-9c2e-ef5e9f85ae2f,1.0,62b0861b-f5af-4a99-a14e-524457ce9d80,Production-Test-Set,1088,1088,patient presented five days ago with a history of severe waist pain. there was associated numbness in both lower limbs. patient went to  chemist and was given tabs lyrica. after taking the lyrica for one week there was no relief so patient decided to present to the hospital.,,275,26-40,Male,Yoruba,,
2024-02-28 00:12:58.665495,af1bf8d5-7efe-449f-ac09-cb23d3b41c66,1.0,77fd1362-fb5c-4ac3-ae66-2fd7517c072b,Production-Test-Set,1087,1087,"yes, i understand that you are concerned about these drugs, like you have been taking you for 3 days and it's not working. but one thing you need, i mean the initial doctor should have told you is that initially when you start taking these drugs, it's going to take about a week or two before you start seeing the effects.",,322,19-25,Male,Yoruba,Non-Health,
2024-02-28 00:12:58.660461,d71d0953-a5e9-4cda-abd3-b47628f3a8f8,1.0,8b592e9e-dd26-4a46-b5cc-b00579563086,Production-Test-Set,1086,1086,so the patient is presented with a two-week history of headache and a five-week history of cough and this cough is productive with a yellowish brownish sputum and then there's also associated difficulty with breathing and fever which is usually high grade and at night.,,269,19-25,Female,Yoruba,Non-Health,
2024-02-28 00:12:58.655435,8f855887-fe40-476d-ba3d-30d1c711f992,1.0,214dbd2e-8841-407a-8fe2-5cc13d8895bd,Production-Test-Set,1085,1085,"sommy olatunji, samuel oyeyinka, ijeoma oyeyinka, this is a test of the intron health text-to-speech software. i hope this makes sense. okay, i think that is enough.",,165,19-25,Male,Yoruba,Non-Health,
