audio_path,duration,text,language,source,root,file_exists,hypothesis,reference
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/11496f99548528eaf58a44815413cc4d_GaRzastS.wav,12.954999923706056,"Bakeng sa tlhahlobo ya bona go na le diteko tše ntši tšeo le tšona di swanetšego go di dira. Eupša kudu-kudu go kaone go bona setsebi pele, ngaka ya ramatiki go bona tlhahlobo le bakeng sa kalafo go.",pedi,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,ba keng sa tashuwo yavu na gonali ditiko chenchi cheo lecho na dispane chevogo ditira upyo kuduko ruwo ka ono ruwana sitiri pili naka yaramati kyo ruwana tashuwo leba iken sa kalafogo.,"Bakeng sa tlhahlobo ya bona go na le diteko tše ntši tšeo le tšona di swanetšego go di dira. Eupša kudu-kudu go kaone go bona setsebi pele, ngaka ya ramatiki go bona tlhahlobo le bakeng sa kalafo go."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/0882c38d72869a200e032aadc2fbf38c_8YR3cAHP.wav,1.1710000038146973,"Ya, ke nnete.",pedi,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Yeah, I can meet.","Ya, ke nnete."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/84f4f56d8658b7ea268b5461688f2588_03yyTpSZ.wav,13.44200038909912,Ke be ke phafogile bošego ka moka gomme ke e-na le maikwelo a go fiša ka mpeng le kgase e ntši. go kwagala eke ga se ka hwetša tekanyetšo ya maleba.,pedi,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,,Ke be ke phafogile bošego ka moka gomme ke e-na le maikwelo a go fiša ka mpeng le kgase e ntši. go kwagala eke ga se ka hwetša tekanyetšo ya maleba.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/ac87f20332a244a999911a3476b4ce59_GvpvTY8I.wav,27.089000701904297,"Le ge go le bjalo, ka gare ga lerameng la gagwe go na le kgwele ya mohuta wo thata yeo e ka bago bogolo bja kotara go dikologa mohlomongwe, gomme e sa le bohloko kudu. O be a dutše a diriša penicillin ga e sa le a buiwa.",pedi,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,,"Le ge go le bjalo, ka gare ga lerameng la gagwe go na le kgwele ya mohuta wo thata yeo e ka bago bogolo bja kotara go dikologa mohlomongwe, gomme e sa le bohloko kudu. O be a dutše a diriša penicillin ga e sa le a buiwa."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/1463830c4f1b0572d97cf66db079e748_2PD0G3Ce.wav,18.131000518798828,"Gape, ebile di iri Txe mmalwa le meno aka bjalo a nhlopha ebile a nkgwatha mailutlo. A' ye ke ye nngwe ya khuetxo ya go hlwekixa, ge Eba go bjalo gotla txea sebaka se Seka Kang Kang  sa appx gore e felele",pedi,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,,"Gape, ebile di iri Txe mmalwa le meno aka bjalo a nhlopha ebile a nkgwatha mailutlo. A' ye ke ye nngwe ya khuetxo ya go hlwekixa, ge Eba go bjalo gotla txea sebaka se Seka Kang Kang  sa appx gore e felele"
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/52c3135bfd3c1f54bd2450e843d32aa5_FAkR8trt.wav,14.338000297546388,Kgaetšedi ya ka o ile a ba le seterouku mengwageng ye 2 ya go feta gomme a lahlegelwa ke polelo ya gagwe.  Ka Labohlano o be a le sepetlele bakeng sa go dira op yago tsošološa lengwele,pedi,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,,Kgaetšedi ya ka o ile a ba le seterouku mengwageng ye 2 ya go feta gomme a lahlegelwa ke polelo ya gagwe.  Ka Labohlano o be a le sepetlele bakeng sa go dira op yago tsošološa lengwele
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/18babe37e21e64aa6a819991832bfd4a_SpOtDh7R.wav,9.684000015258787,"Aowa, aowa, go tloga bjale go ya pele. Ge nkabe ke dirile bjalo, nkabe ke tšwile,",pedi,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Ahoahoa, ahoahoa, utuhabia le, ouya apeli, renka weki dirilebia le, ka weki tuhile.","Aowa, aowa, go tloga bjale go ya pele. Ge nkabe ke dirile bjalo, nkabe ke tšwile,"
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/e441051a6db8fc4c65969127dba77b56_mBN1wPy5.wav,5.97599983215332,"Golokile, ke eng seo sedirago gore bohloko Bo fetelele?",pedi,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,huyo kili kiingi sio sidhara oro oro kuko ufitelele.,"Golokile, ke eng seo sedirago gore bohloko Bo fetelele?"
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/c4180b8352c1c63796a54400b9a0daad_je1aBCD0.wav,3.1080000400543213,"Ee,ke morekisi.",pedi,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"ei, ja kymmenen kisii.","Ee,ke morekisi."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/e40b9c2de52a6e14efb1647f36f51222_wsQcJK4L.wav,7.478000164031982,E thomile maabane diiri tše e ka bago tše 18.,pedi,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,,E thomile maabane diiri tše e ka bago tše 18.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/28f23ddaa3e67ee640f7e25fface5220_lXaLJcef.wav,11.04699993133545,"ULabake wakhumbula izikhathi ezimbili kuphela lapho elwa no-Alamu mayelana nabathandi bemfihlo, kodwa lokho kwakuse-London.",pedi,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,,"ULabake wakhumbula izikhathi ezimbili kuphela lapho elwa no-Alamu mayelana nabathandi bemfihlo, kodwa lokho kwakuse-London."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/pedi/cd77e0a0d47d7e57cfe9be8c9ce87a13_tGYSpHge.wav,23.357999801635746,"Ka ntle le diatla tša gago?  Na o ikwa o tshwenyegile kudu morago bjale goba go feta moo, o a tseba, na o lemogile go tshwenyega le ge e le gofe morago bjale?",pedi,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,,"Ka ntle le diatla tša gago?  Na o ikwa o tshwenyegile kudu morago bjale goba go feta moo, o a tseba, na o lemogile go tshwenyega le ge e le gofe morago bjale?"
