audio_path,duration,text,language,source,root,file_exists,hypothesis,reference
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/english/july_prod_audios/0_e82f1d43-687f-4a8d-b490-0c7821163a12__8ab1c3fc-6096-400b-a865-e6b72c043d5d_75760546cb9a4e94a311ea9e6c96ceb3.wav,26.795,"And whenever I get into a relationship with the guy I am seeing knows about his health status and will not disclose that with me, whenever I then find out I am positive and the person I have been seeing sexually knows, and didn't tell me. Do I have the right to go get them arrested?",english,july_prod,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"And what if I get into a relationship with a guy I'm seeing knows about his health status and would not disclose that with me. What if I then find out I am positive and the person I have been seeing sexually knows and didn't tell me? Do I have the right to go get them arrested?
","And whenever I get into a relationship with the guy I am seeing knows about his health status and will not disclose that with me, whenever I then find out I am positive and the person I have been seeing sexually knows, and didn't tell me. Do I have the right to go get them arrested?"
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/english/july_prod_audios/1_e82f1d43-687f-4a8d-b490-0c7821163a12__d9aee9a8-5067-4331-8744-69ef9f93df49_c59ac113d267408191f09e83c515f0be.wav,5.611,Why are my nipples sore and hard?,english,july_prod,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Why are meine Bu so elaat?
",Why are my nipples sore and hard?
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/english/july_prod_audios/2_e82f1d43-687f-4a8d-b490-0c7821163a12__c7b34960-aa59-47b7-8fb8-e1bf47cc67e6_19a6f1f61f254439822adef28f4fa845.wav,13.803,"How can I know that it's my turn to catch if I want a baby, because I am struggling",english,july_prod,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"How can I know that it's my time to catch if I want a baby, 'cause I am struggling?
","How can I know that it's my turn to catch if I want a baby, because I am struggling"
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/english/july_prod_audios/3_e82f1d43-687f-4a8d-b490-0c7821163a12__99567483-4488-4da4-973d-9d4031f41ba2_7d3d7ae406544fb48621c711773fd1a4.wav,13.835,"Okay, thank you. So I think testing positive can cause stress and cause depression. How can you help someone who is positive come out of their depressive state?",english,july_prod,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Okay, thank you. So I think testing positive can cause stress and post-depression. How can you help someone who is positive come out of that depression state?
","Okay, thank you. So I think testing positive can cause stress and cause depression. How can you help someone who is positive come out of their depressive state?"
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/english/july_prod_audios/4_e82f1d43-687f-4a8d-b490-0c7821163a12__0074e500-6eb4-4178-826b-6fa28a6ab6a0_21f1cfaafe36484bbb626faff2413370.wav,10.053,"How best can I handle when my partner tells me I should use Jadelle, but I don't want Jadelle?",english,july_prod,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"How best can I help when my partner tells me I should use Judel, but I don't want Judel?
","How best can I handle when my partner tells me I should use Jadelle, but I don't want Jadelle?"
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/english/july_prod_audios/5_ed3133fc-47ad-46e7-af60-87bc39c872a9__06b08f82-098d-42d1-b8f0-2e2b314708e1_c449746896434ecd9d930aee4110afe2.wav,114.561,"Patient is a 55-year-old man,who presented with 3 days of abdomnial pain, addominal swelling, easy fatigability. He was in his usual state of health until about 5 days prior to presentation where he started noticing abdominal pain.",english,july_prod,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"A 66-year-old man who presented with three-day history of abdominal pain, abdominal swelling, and a prostate bleating. He was in the usual state of health until about five days prior to the presentation where he started noticing abdominal pain. The abdominal pain was said to have started about five days ago, was colicky, radiates to the back, and usually, you know, waxes and wanes. It is aggravated by lying supine and then relieved by lying backward. In addition, he said the pain was said to be about ten over eleven. And so, we also now had an abdominal swelling. The abdominal swelling was said to have started about ten days ago, and then it's continued to increase in size and discomfort of up until, you know, five days ago where he then presented to the hospital. So, on examination, we was being an elderly man diagnosed, not currently from the large means, no muscle cut, no bilateral abdominal edema on abdominal examination. The abdomen was enlarged, grossly enlarged, which was proportional, there was no area of tenderness, no, basically there was no area of tenderness, no papable organomegaly. So, we made an assessment of ascites, secondary to acute pancreatitis.
","Patient is a 55-year-old man,who presented with 3 days of abdomnial pain, addominal swelling, easy fatigability. He was in his usual state of health until about 5 days prior to presentation where he started noticing abdominal pain."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/english/july_prod_audios/6_IS_08ba5b23b5fd4ac79dcd6ea585dc2f91__5632c430-dcdf-4221-b954-645ca3b82a4b_9fb0fbb1c9a7436f901af527acfb7f91.wav,38.379,"The patient is an 80-year-old Japanese gentleman with a history of severe Aortic stenosis, status post aortic valve replacement, atrial fibrillation with a history of congestive heart failure from a diastolic dysfunction, an alcohol abuse with a history of varices who came with a chief complaint, of, problems breathing and catching my breath associated with swelling of my legs of several weeks duration and more recently intermittent confusion which is related by his son.",english,july_prod,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"The patient is an 80-year-old Japanese gentleman with a history of severe aortic stenosis, status post aortic valve replacement, atrial fibrillation with a history of congestive heart failure from a diastolic dysfunction, and alcohol abuse with a history of varices, who came in with a chief complaint of problems breathing and catching my breath associated with swelling of my legs of several weeks' duration, and more recently intermittent confusion, which is related by his son.
","The patient is an 80-year-old Japanese gentleman with a history of severe Aortic stenosis, status post aortic valve replacement, atrial fibrillation with a history of congestive heart failure from a diastolic dysfunction, an alcohol abuse with a history of varices who came with a chief complaint, of, problems breathing and catching my breath associated with swelling of my legs of several weeks duration and more recently intermittent confusion which is related by his son."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/english/july_prod_audios/7_IS_1d98262ba53443a080baa4ec75906e42__5aefa552-9353-48cf-8815-5f016ca4a907_ad4415b1b7074c45b6a1e996c388e810.wav,4.309,The heart is normal in size and contour.,english,july_prod,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"ہاں آپ سے اسنوما ایکسائز۔
",The heart is normal in size and contour.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/english/july_prod_audios/8_ed3133fc-47ad-46e7-af60-87bc39c872a9__024c2144-fcd9-4ea9-aa96-4ebb4e23c682_4256414c57a74c6799ae1f2818198e90.wav,23.428,"For review today,we have a 59 years old man who was brought to the accident and emergency yesterday, he presented with 3 months history of progressive weight loss despite preserved appetite intially, over the past two months, he has been experiencing early satiety.",english,july_prod,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"For review today we have a 59-year-old man who was brought to the accident and emergency yesterday. He presented with three-month history of progressive weight loss despite preserved appetite. Initially, over the past two months, he has been experiencing early satiety.
","For review today,we have a 59 years old man who was brought to the accident and emergency yesterday, he presented with 3 months history of progressive weight loss despite preserved appetite intially, over the past two months, he has been experiencing early satiety."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/english/july_prod_audios/9_IS_493e7c4d2c344d2cb312dc8d15ee3afb__c928ab22-b719-4346-8b66-1d83dbe44f6e_66303e34076845159cb8d0d136afa641.wav,70.059,"The patient is an 80-year-old Japanese gentleman with a history of severe Aortic stenosis, status post aortic valve replacement, atrial fibrillation with a history of congestive heart failure from a diastolic dysfunction, an alcohol abuse with a history of varices who comes in with a chief complaint, of , problems breathing and catching my breath associated with swelling of my legs of several weeks duration and more recently intermittent confusion which is related by his son.",english,july_prod,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Depression is an idiomatic judgment with a severe illness, associated with dysfunctions which are emotional and cognitive aspects. It can be influenced by history of cognition as well, from that same dysfunction and other problems which are shaped by the system who consume complete of problem-solving and cognitive migraine. This is dealt with some of my leads of several weeks solution and more recently intermittent confusion which related by some.
","The patient is an 80-year-old Japanese gentleman with a history of severe Aortic stenosis, status post aortic valve replacement, atrial fibrillation with a history of congestive heart failure from a diastolic dysfunction, an alcohol abuse with a history of varices who comes in with a chief complaint, of , problems breathing and catching my breath associated with swelling of my legs of several weeks duration and more recently intermittent confusion which is related by his son."
