audio_path,duration,text,language,source,root,file_exists,reference,hypothesis
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/swahili/0fcf2efa18ee607f3b16d27be6fb6f03_7ufrCIHy.wav,14.602999687194824,Unaweza kujadili hilo na daktari wako Natumaini swali lako limejibiwa Ikiwa unahitaji ufafanuzi wowote usisite kutuandikia Nitafurahi kukusaidia,swahili,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Unaweza kujadili hilo na daktari wako Natumaini swali lako limejibiwa Ikiwa unahitaji ufafanuzi wowote usisite kutuandikia Nitafurahi kukusaidia,"Unaweza kujadili hilo na daktari wako, na tumaini swali lako limejibiwa. Ikiwa unahitaji ufafanuzi wowote, usisite kutuandikia. Itafurahia kukusaidia."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/swahili/11ae14911d02f661acd18dbee33e7316_8EFs7YDG.wav,15.005000114440918,"Wasiliana na daktari wako na uchukue matibabu ipasavyo. Natumai nimelijibu swali lako, iwapo una tashwishi basi wasiliana nami kwa bit.ly/",swahili,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Wasiliana na daktari wako na uchukue matibabu ipasavyo. Natumai nimelijibu swali lako, iwapo una tashwishi basi wasiliana nami kwa bit.ly/",Wasiliano na daktari wangu kuhusu matibabu ya pasavyo na tumaini melijibu swali langu yapo unatawashishi basi wasiliana na mko bit nokta la ya mkojo
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/swahili/bf72af7ac6dbfab4da53d0d9163dc10e_UfCCEJcC.wav,10.883999824523926,"Sijawahi kuona kitu kama hiki hapo awali, pia nina watoto wengine watatu na sijawahi kuona kitu kama hiki kikitokea ghafla.",swahili,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Sijawahi kuona kitu kama hiki hapo awali, pia nina watoto wengine watatu na sijawahi kuona kitu kama hiki kikitokea ghafla.",awai kuna kitu kama hiki hapo awali pia nina watoto wengine wengine watatu na sijawahi kuona kitu kama hiki
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/swahili/64d7262e0fbf1d1e47d8177bc66c7595_xGcMdB4E.wav,15.234999656677246,Nina uvimbe ambao umetokea kwenye kiganja cha mkono wangu wa kulia. Iko chini ya ngozi na inaendelea kuwa kubwa zaidi.,swahili,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Nina uvimbe ambao umetokea kwenye kiganja cha mkono wangu wa kulia. Iko chini ya ngozi na inaendelea kuwa kubwa zaidi.,Nina uvimbe ambao umetokea kwenye kiganja cha mkono wangu wa kulia. Iko chini ya ngozi na inaendelea kuwa kubwa zaidi.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/swahili/7ac1acf8a5fa0198482afd1df0ecf6c3_PPGrBc38.wav,11.213000297546388,"Habari, matokeo yangu ya uchunguzi wa shahawa. Je, unaweza kunisaidia kuelewa matokeo yafuatayo ya uchunguzi wa shahawa yangu, na je, ni ya kawaida?",swahili,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Habari, matokeo yangu ya uchunguzi wa shahawa. Je, unaweza kunisaidia kuelewa matokeo yafuatayo ya uchunguzi wa shahawa yangu, na je, ni ya kawaida?","Habari, matokeo yangu ya uchunguzi wa shahawa. Je, unaweza kunisaidia kuelewa matokeo yafuatayo ya uchunguzi wa shahawa yangu na je ni ya kawaida?"
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/swahili/4d384e3f4d9efb0821e495b62f72ce19_AYUJgNzu.wav,14.145999908447266,"Jambo, huo si ukweli.Jambo la kwaanza ni kwamba kupoteza uzito kunategemea kile ambacho huli.Jambo la pili ni kwamba virutubisho hazidhibitiwi na haziwezi kutoa madai ya ufanisi.",swahili,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Jambo, huo si ukweli.Jambo la kwaanza ni kwamba kupoteza uzito kunategemea kile ambacho huli.Jambo la pili ni kwamba virutubisho hazidhibitiwi na haziwezi kutoa madai ya ufanisi.",Jambo! Huo si kweli. Jambo la Kwanza ni kwamba kupoteza uzito kunategemea kile ambacho huli. Jambo la pili ni kwamba virutubisho hazidhibitiwi na haziwezi kutoa madai ya ufanisi.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/swahili/38f1d48d0c547d779963284dafbde74f_kYHvSaFe.wav,20.340999603271484,"Ninaendelea kumfikiria Natasha Richardson na anguko alilochukua wakati akijaribu kujifunza kuteleza kwenye theluji. Je, kuna chochote ninachopaswa kufanya sasa hivi?",swahili,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Ninaendelea kumfikiria Natasha Richardson na anguko alilochukua wakati akijaribu kujifunza kuteleza kwenye theluji. Je, kuna chochote ninachopaswa kufanya sasa hivi?","Nimendelea kufikiria Natasha Richardson na anguko alilochukua wakati akijaribu kujifunza kuteleza kwenye theluji. Je, kuna chochote ninachopaswa kufanya sasa hivi?"
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/swahili/cd0c4e933baec139d1170d60716a0ff2_Pzw65dl8.wav,9.003999710083008,"Pamoja  na hayo, amekuwa akihisi joto nahisia za kuchomwa katika sehehemu mbalimbali za mwili wake Pamoja  na miguu.",swahili,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Pamoja  na hayo, amekuwa akihisi joto nahisia za kuchomwa katika sehehemu mbalimbali za mwili wake Pamoja  na miguu.",Mama na hayo amekuwa akihisi joto halisi la kuchomwa katika sehemu mbalimbali za mwili wake pamoja na
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/swahili/3f573101ff140a5b772f8493418c243e_rn3XLe7P.wav,18.11100006103516,"Nina umri wa miaka 23. Dalili za jipu ni maumivu, kuvimba, uwekundu, kutokwa kwa maji mengi pamoja na usaha unaoambukizwa. Matibabu itaamuliwa kulingan na pahali jipu lipo. ",swahili,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Nina umri wa miaka 23. Dalili za jipu ni maumivu, kuvimba, uwekundu, kutokwa kwa maji mengi pamoja na usaha unaoambukizwa. Matibabu itaamuliwa kulingan na pahali jipu lipo. ","Nipo miaka 23, dalili za jipu ni maumivu, kuvimba, kuwekundu, kutoka kwa maji mengi pamoja na usaha unaambukizwa. Matibabu itaamuliwa kulingana na hali jipu lipo."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/swahili/6b31d4bb938eee485738cb0938d4bb4d_CPQkHswG.wav,24.89699935913086,"Amefanya kazi ya damu, uchunguzi wa kimwili, na kupima kinyesi, ambayo yote yalirudi kawaida. Alikuwa na ultrasound leo ambayo ilionyesha wengu iliyopanuliwa na sludge kwenye gallbladder.",swahili,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Amefanya kazi ya damu, uchunguzi wa kimwili, na kupima kinyesi, ambayo yote yalirudi kawaida. Alikuwa na ultrasound leo ambayo ilionyesha wengu iliyopanuliwa na sludge kwenye gallbladder.","Amefanya kazi ya damu, uchunguzi wa kimwili, na kupima kinyenzi ambayo yote yalirudi kawaida. Alikuwa na ultrasound leo ambapo ilionyesha wengi iliopanuliwa na suluje kwenye gall bladder."
