audio_path,duration,text,language,source,root,file_exists,hypothesis
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/f1f9d086f148ac8ed1218138601254a3_VCGuTo9d.wav,31.3129997253418,"Haebe u na le matsoao a nko hape, nka eketsa montelukast + levocetirizine ho kalafo e ka holimo.6. ka kakaretso, ka kopo qoba ho pepesehela lerole, ho tsuba, tsilafalo ea moea le moea o batang ka hohle kamoo ho ka khonehang. 7.",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/f92b3061cf25a8de193a7989d0c8b372_PtcfQsKi.wav,19.69599914550781,"Ke tla leboha maikutlo a hao kapa dikeletso Kea leboha, kea leboha ka ho fana ka pale e kgutshwane ya hao.  Ho kgothaletswa hore ho etswe hahlobo e phethahetseng ya neuromuscular.",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/cf23f935ad80fa245232b326a0972f4e_dtzG4zQQ.wav,11.852999687194824,Ke boetse ke ikutlwa eka ke tlameha ho hlakisa metso oa ka nako le nako ka lebaka la leleta. Sena e ka ba eng mme nka se phekola jwang ? ,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/1f4334e51196c8b266c33f8da324bd04_7jTY2TBT.wav,4.440999984741211,"Alamu bula litsebe tsa hao hantle 'me u nkutloe. """,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/e1158dd9714af5818ac341434c122e63_MTvte9vv.wav,15.383999824523926,"Hangata, ho molemo ho tshela leqhwa ka metsotso e ka bang leshome le metso e mehlano hora enngwe le enngwe ho fihlela sebaka sa ho ruruha le bohloko bo saka mme bohloko bo fokotseha. ",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/3c6a1ab61a258a646c2a38a8bb4ccafc_LLw1R8qQ.wav,11.843000411987305,Hang ha e fedile ke ile ka ikutloa ke phetse hantle 'me ka tsoela pele ho sebetsa letsatsi lohle. Ha ke noe meriana le ha e le efe ebile ha ke na mathata a bophelo bo botle. ,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/1e52c67afd7fcb270fb1abf0a3e9ccb3_xV9f3HNe.wav,16.548999786376953,Ke 'nile ka bala lintho ka bohlanya moo bareng ka linako tse ling batho ba ka utloa timetso kapa ba ikutloa ba tsoenyehile pele ho etsahala ntho e mpe joaloka lefu la pelo kapa lefu. Ka kopo!,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/5dc2339f7aa32e959203aec3e16b2f20_AyhyS3sz.wav,11.307000160217283,Empa sesole sa hae sa mmele le takatso ya dijo e tlase ke kopa le eletse ka dijo tsa lapeng tseka thusang ho nyolla sesole sa hae sa mmele le hore a none ee.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/48084dfd0c16fe03c20b984fdda7c1f8_qVwHUBui.wav,12.682000160217283,"Seo o lokelang hose hlahloba nakong e tlang.  Ke bile le mahlaba sefubeng, bohloko bo boholo ho feta, ho tloha ketsahalong ea maikutlo ka Hlakola. ",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/6e13c9aebdb38f55ad2948f86c84cb42_or5ceTVg.wav,8.211999893188477,Ke tsuba matekwane ha ngata ke letsatsi le leng le le leng empa ka matsatsi a mang hakea tsube ke hlokometse kajeno hoseng.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/a1da519d7e3c5becb8e59be0c3d08328_MVvRjHKd.wav,8.234999656677246,Mahloko a boletsweng a etsahala haho sena kgathatseho ho hang hantse ke etsa tse tlwaelehileng bo fihla bo otla.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/b8fc6de584c5966860ecbfc44d0c3e89_ujhhQoLZ.wav,14.96500015258789,ke sebedisitse jwalo ka tsohle tse ka tlase empa ke sa sebedise ka botlalo• Ho ba le lero le ngata la ditholwana le ho nwa lero le leholo la meroho e metjha.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/95ad07693936e06d0ab8e63615c5434a_H9U8Hbb2.wav,13.42099952697754,Ke hobaneng ha see mme ho na le ntho leha ele efe ka holima counter eka nthusang ho kokobetsa bohloko? Le amohelehile.  Re leboha ho arolelana maikutlo a hau.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/48ac081e8bcd78d72ef0a7a0ca33bf50_aLY36vFS.wav,10.696999549865724,u tšoara joang ngoana ea kileng a ba teng leha ho le joalo.  ke qetellong ea kelello ea ka o ntse a phatloha ka lentsoe le phahameng 'me o lla ka linako tsohle.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/15ff033d3b83647b9881df04bebed1da_NFVw11Qy.wav,3.901999950408936,Ke balile melaetsa oa hau o matla oa tšehetso.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/9a06807796505c7a9b93702c48437392_juDeqBxO.wav,15.567999839782717,Ke badile ka diphekolo tsa batho ba thalassemia tseo ho tsona ho fanoang ka meriana ho eketsa tlhahiso ea HbF mme ka sena batho ba bangata ha baa tlameya ho ea bakeng sa BT. ,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/4c7c336d840c6e0227e8095b35449881_JV9HKdWn.wav,20.80699920654297,Hape libekeng tse 'maloa tse fetileng ke ne ke opeloa ke mokokotlo hoo ke ileng ka ea ho Ngaka ea Metsoalle 'me a mpontša boikoetliso boo ke lokelang ho bo etsa bo ileng ba ntokolla haholo.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/3a76490f7b35426f124db9b122e22aa7_CL8qQayb.wav,16.365999221801758,Moradi wa ka o ntse a tswela pele ho ya nakong ya ho kgaotsa ho kopanela diphate.  O phetse hantle haholo mme o sa tsoa fumana mammogram. O ile a re o ne a e-na le ho ruruha molaleng wa hae.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/73bd0e93d646bc488a97e6c8b989f918_LTGDbU2T.wav,5.879000186920166,"na ho omella ho omella, kapa na u ntse u hōla ho fihlela ho phlegm?",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/bc0019e99737845f97bc302f62d8c296_Kl6fcb7q.wav,15.119000434875488,Ho bua 'nete ho utloahala eka motho o nka ntho e nyenyane e bohale joaloka nale' me a nkopa metsotsong e meng ' e maloa,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/59ab6beb3dda4b22471331032b83d0e4_Hs8jiQ0F.wav,8.982999801635742,Noa Pilipinas ele ngoe habeli ka letsatsi nako ea matsatsi a mahlano. Ke kopa keletso ka mabapi le taba ena. Rea leboha ka ho botsa potso ea hau ho Chat Doctor,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/7741ccdbb99553f30f51096118b8ae85_nillfhD1.wav,17.089000701904297,"Ke bile ka ba le bohloko bo ka dolimo ho liphio. Ke ka nako e itseng, 'me ho bonahala eka motho e mong o ntse a nhlaba. Hoseng hona ke ile ka tšheha 'me ho ne ho bonahala eka ntho e ngoe ka hare ho 'na e ntse e tsamaea.",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/bd7345b86c112cd34cd33041fdf46230_f8doJmQq.wav,20.354999542236328,Likotsi tse sithabetseng le liso tsa kankere ke mabaka a mang a tloaelehileng. Ka linako tse ling ho teneha ha feela ha sebakeng se itseng ho ka lebisa ho hlatse mareneneng.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/cae1e40917de89dadabc559048ba90cc_PoynxISv.wav,23.726999282836918,Ke bile le maemo a phahameng a AST nakong ya diteko tsa ka tse 2 tsa ho qetela tsa madi.  Ke ne ke nahana hore ba ne ba le lilemo li 57 kapa 67.  Ke eng eo u e etsang TNK ?  Ke leboha potso ea hau.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/0b9299efca888334b996b8250badcfee_6zlj0Y0Z.wav,19.586000442504883,"

Tlhahiso ea ka ke hore a ka ’na a hloka setsebi sa fisiotherapi, hape a hlokomeloe ke ngaka ea masapo bakeng sa puisano e teletsana. Ke ts'epa hore karabo ea ka e tla thusa.

",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/43e590711454008a416bc0a8d9adeb06_hdLDNn0s.wav,9.152999877929688,"hi ke na le motsoalle ea tsoang kotsing selemo se fetileng, o ile a etsoa opereishene ea ka hare.ka lebaka la kotsi ea sethuthuthu.",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/e4e7e3dbbf7e995907603fc73f1d0f00_OSUR5h0U.wav,11.484999656677246,"Lumela morali oa ka o lilemo li 9 'me o ile a thunngoa ke meningitis ka Labohlano.  Mantsiboeeng a Mantaha o ile a kula, a hlatsa bosiu bohle le feberu.",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/249ca8fcd77bc7185abe24fb707bb9c5_eygeQLeb.wav,16.179000854492188,"Ha mora waka a hlaha ke ile ka hlokomela hore letsoho le leng le lenyenyane ho le leng, tsebe enngwe ha e na lefufuru, leoto le le leng le kena ka hare, mme menwana ya hae ya maoto e menyenyane. ",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/a261f63230a7c4bb299d7250867f6d08_fyqOOOaI.wav,14.083999633789062,"Ha ke hohla sebaka ebe ke emela metsotso e mehlano kapa e leshome le metso e mehlano, ke bona seboko se hlaha sebakeng seo, mme tse ngata di hlaha ka nako e tshoanang letlalong.",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/8d690ef9a8c5ad81caa2312c3f531c05_cH1x06D4.wav,25.895000457763672,"

Na ke lokela ho qala ho noa meriana hang-hang? Ke mabaka afe le litlamorao tse mpe tsa keketseho ea SGOT/SGPT? Na ho ka laoloa ka ho fetola lijo? Na ke lokela ho etsa ultrasound ea sebete?

",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/92643786631ac4f9c6669dc5de725051_j09BqIv3.wav,13.850000381469728,"Ke mosali ea lilemo li 45. Ke na le bothata ba molala (mahetla), ’me nakong ea mariha bothata bona boa mpefala ’me ke kula.

",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,
