audio_path,duration,text,language,source,root,file_exists,reference,hypothesis
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/f1f9d086f148ac8ed1218138601254a3_VCGuTo9d.wav,31.3129997253418,"Haebe u na le matsoao a nko hape, nka eketsa montelukast + levocetirizine ho kalafo e ka holimo.6. ka kakaretso, ka kopo qoba ho pepesehela lerole, ho tsuba, tsilafalo ea moea le moea o batang ka hohle kamoo ho ka khonehang. 7.",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Haebe u na le matsoao a nko hape, nka eketsa montelukast + levocetirizine ho kalafo e ka holimo.6. ka kakaretso, ka kopo qoba ho pepesehela lerole, ho tsuba, tsilafalo ea moea le moea o batang ka hohle kamoo ho ka khonehang. 7.","Hai ba, o na le matswao a nkopa? Nga e ke tsa monthelukast plus levosite resign ho kalafo e ka hudimo. Tselela. Ka kakaretso, ka kopho hobebesehela le gole ho tsuba silafalo ea moya le moya o batang ka hohle ka mong ka qonang."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/f92b3061cf25a8de193a7989d0c8b372_PtcfQsKi.wav,19.69599914550781,"Ke tla leboha maikutlo a hao kapa dikeletso Kea leboha, kea leboha ka ho fana ka pale e kgutshwane ya hao.  Ho kgothaletswa hore ho etswe hahlobo e phethahetseng ya neuromuscular.",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Ke tla leboha maikutlo a hao kapa dikeletso Kea leboha, kea leboha ka ho fana ka pale e kgutshwane ya hao.  Ho kgothaletswa hore ho etswe hahlobo e phethahetseng ya neuromuscular.",Ke tla le bona mookotlo a ha o gabadikelotso ke Lebo ke Lebo ka fana ka pali e go tshwane ya hao go khotsaletsoa gore go etswe hlahluwe e phethahetseng ya nyoro mascula
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/cf23f935ad80fa245232b326a0972f4e_dtzG4zQQ.wav,11.852999687194824,Ke boetse ke ikutlwa eka ke tlameha ho hlakisa metso oa ka nako le nako ka lebaka la leleta. Sena e ka ba eng mme nka se phekola jwang ? ,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Ke boetse ke ikutlwa eka ke tlameha ho hlakisa metso oa ka nako le nako ka lebaka la leleta. Sena e ka ba eng mme nka se phekola jwang ? ,Ke boetsa ke ikutlwe e ka ketlamea ho hlakisa metso wa ka nakolena go e ka le bakalaleleta tsena e kabe e eng me eng ka sephekolazwa
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/1f4334e51196c8b266c33f8da324bd04_7jTY2TBT.wav,4.440999984741211,"Alamu bula litsebe tsa hao hantle 'me u nkutloe. """,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Alamu bula litsebe tsa hao hantle 'me u nkutloe. """,ala mu ula di tsebeta ha wa ntle mi u nkgo
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/e1158dd9714af5818ac341434c122e63_MTvte9vv.wav,15.383999824523926,"Hangata, ho molemo ho tshela leqhwa ka metsotso e ka bang leshome le metso e mehlano hora enngwe le enngwe ho fihlela sebaka sa ho ruruha le bohloko bo saka mme bohloko bo fokotseha. ",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Hangata, ho molemo ho tshela leqhwa ka metsotso e ka bang leshome le metso e mehlano hora enngwe le enngwe ho fihlela sebaka sa ho ruruha le bohloko bo saka mme bohloko bo fokotseha. ",Ha ga ho molemo ho tshella lekwa ka metsotso e ka bang le shumele metsu e mehlano hora e nngwe le nngwe ho fihlela sepaka sa ruruwa le bohloko bo saka mme bohloko bo fukotseng
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/3c6a1ab61a258a646c2a38a8bb4ccafc_LLw1R8qQ.wav,11.843000411987305,Hang ha e fedile ke ile ka ikutloa ke phetse hantle 'me ka tsoela pele ho sebetsa letsatsi lohle. Ha ke noe meriana le ha e le efe ebile ha ke na mathata a bophelo bo botle. ,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Hang ha e fedile ke ile ka ikutloa ke phetse hantle 'me ka tsoela pele ho sebetsa letsatsi lohle. Ha ke noe meriana le ha e le efe ebile ha ke na mathata a bophelo bo botle. ,"Ang haifhehle, ide kaikutwa ke phetshe hantle, mme ka tlola pele ho sebeletsa letsatsi lohle, ha ke nomeri ena le haile efe e bile ha ke na mathata a bophelo bobedi."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/1e52c67afd7fcb270fb1abf0a3e9ccb3_xV9f3HNe.wav,16.548999786376953,Ke 'nile ka bala lintho ka bohlanya moo bareng ka linako tse ling batho ba ka utloa timetso kapa ba ikutloa ba tsoenyehile pele ho etsahala ntho e mpe joaloka lefu la pelo kapa lefu. Ka kopo!,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Ke 'nile ka bala lintho ka bohlanya moo bareng ka linako tse ling batho ba ka utloa timetso kapa ba ikutloa ba tsoenyehile pele ho etsahala ntho e mpe joaloka lefu la pelo kapa lefu. Ka kopo!,Nile gaba la ditho ka bohlsanya mo bareng ka chinako tsedin ba batho ba ka uqhwa ditmetso ka ba ikutwa ba tshwenyegile pili ho etsa halantho e mpe jwalo ka lefu la pelô ka paliho kakopo
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/5dc2339f7aa32e959203aec3e16b2f20_AyhyS3sz.wav,11.307000160217283,Empa sesole sa hae sa mmele le takatso ya dijo e tlase ke kopa le eletse ka dijo tsa lapeng tseka thusang ho nyolla sesole sa hae sa mmele le hore a none ee.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Empa sesole sa hae sa mmele le takatso ya dijo e tlase ke kopa le eletse ka dijo tsa lapeng tseka thusang ho nyolla sesole sa hae sa mmele le hore a none ee.,Empa se sole sa haisa mmeli le takatso ya dijo e tlase ke kopale e letseka dijo tsa lapeng tse ka thusang ho nyolla se sole sa haisa mmeli loga ano ne a
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/48084dfd0c16fe03c20b984fdda7c1f8_qVwHUBui.wav,12.682000160217283,"Seo o lokelang hose hlahloba nakong e tlang.  Ke bile le mahlaba sefubeng, bohloko bo boholo ho feta, ho tloha ketsahalong ea maikutlo ka Hlakola. ",sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Seo o lokelang hose hlahloba nakong e tlang.  Ke bile le mahlaba sefubeng, bohloko bo boholo ho feta, ho tloha ketsahalong ea maikutlo ka Hlakola. ",Sao o lokelang go sehlahlobana go nye tlhang ghotlo ke bilele mahlabase fufeng gefutso bohloko bo bohlo ho feta gefutso hotlo haketsa ha lo nya mai kutlo ka hlakola ghotlo
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/sesotho/6e13c9aebdb38f55ad2948f86c84cb42_or5ceTVg.wav,8.211999893188477,Ke tsuba matekwane ha ngata ke letsatsi le leng le le leng empa ka matsatsi a mang hakea tsube ke hlokometse kajeno hoseng.,sesotho,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Ke tsuba matekwane ha ngata ke letsatsi le leng le le leng empa ka matsatsi a mang hakea tsube ke hlokometse kajeno hoseng.,"Ke tswa Motsametsi, hangata ke tatšileleng le leleng, e mpa ka matsatsi a mang a tšobi, ke hlokometse ka seno seng."
