audio_path,duration,text,language,source,root,file_exists,hypothesis
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/986c09a950fced46460e1ea0daaf2a2a_8uKsbQpV.wav,8.208999633789062,Nginemuphumela yase lebhu engifuna ungichazele ngayo kumina ithi isinindi sami sihlangene nethambo,zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Nginemiphumela yase-lepo engifuna ungichazele ngayo kimina ithi isibindi wami sihlangene nethamu.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/903516b37ad2645d2d6b375a3e1cfcd2_L5R39j4n.wav,9.081000328063965,Benze iCT scan sathola imiphumela izolo.Bathi une-osteoid osteoma.Angaba nazo zombili lezo zimo?,zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Benze isitiskeli sathola imiphumela izolo bathi une osetoy angakonazo zombili ezozinto.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/422fcc1a2b6ebda06dc2a70d86a5c1e1_Zd3D3oZd.wav,13.562999725341797,"Basangitshela ukuthi abatholi nankinga,kodwa kungani kuba kubi kakhulu-ke? Ngiyabonga ngombuzo wakho ku-Chat Doctor. Ngiyaqonda ukukhathazeka kwakho.",zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Basangitshela ukuthi abatholi nankinga kodwa kungani ukuba kubi kakhulu ke Ngiyabonga ngombuzo wakho ku-chatdoctor ngiyaqonda ukukhathazeka kwakho.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/4691ffaaf8b0f9cb913def78317be115_RBaPi6F2.wav,20.309999465942383,"Qapha ingane yakho,uma ingane iqala ukuba nesifo sohudo noma isilonda esikhumbeni,yeka ubisi lwenyathi. Ingane eneminyaka emihlanu inyanga ingadla isikhuphasha seqanda,inyama yenkukhu egayiwe, kanye nemifino echothoziwe.",zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Qapha ingane yabo uma ingane iqala ukuba nesifo sohudu noma isilonda esikhumbeni yakaubisi lwenyathi ingane eneminyaka emihlanu inyanga ingadla isikuphasha seqanda inyama yenkukhu egayiwe kanye nemifino engotshoziwe.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/b5dcb1e4154ef3442c6eff3fb5b8b2d3_HDK4qhAr.wav,16.875,Eminyakeni emithathu edlule iAST neALT kwavela ukuthi amazinga akhona anyukile kanti neUltrasound ( kade bebheka imbangela yeUpper right quadrant ache) kwavele amafutha kwisbindi,zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Eminyakeni emithathu edlule i-a ST ne-a LT kwavela ukuthi amazinga akhona anyukile kanti ne-ultra sound kade bebheka imbangela ye-upperite quadrat ake kwavela amafutha kwisibindi.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/2718a34e4ed24caa21654f7ba8719d40_DuvCsZWX.wav,8.595000267028809,Ngifuna nje lokhu kuluma kuphele ngoba sengizokwenwaya isihogo ezinsinini zami ngendwangu yami noma isixubho.,zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Ngifuna nje ukuluma kuphele ngoba sengizokwenwaya isicoco esenzimeni zami ngendwanga yami noma isigqoko.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/37b9c2976d86d6fb8d2a41d3f5eed27b_jbgQF3GR.wav,12.961000442504885,"Unokuvuvukala (ifindo elinzima) ngenhla kwe-clavicle ndawo. Izimpawu zaba nzima ngemuva kokususwa yisimilo ezisuswe kwesokunxele sakhe emuva ngoJuni


",zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Unokuvuvukala ififindo elinzima ngenhla kwe-cavir ngalau izimpawu zaba nzima ngemuva kokususwa yisimilo ezisusukwe kwesokunxele sakhe emuva ngojuni.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/de952e4843a8539d66fe2e588089d1fc_3MtvWZzt.wav,10.982000350952148,Mayelana nezindleko zokwelashwa kungaziwa ngokuthinta abaphathi besibhedlela lapho ufuna khona noma unqume ukwelapha. Ngiyabonga,zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Mayelana nezindleko zokwelashwa kungaziwa ngokuthinta abaphathi besibhedlela lapho ufuna khona noma unqume ukwelapha Ngiyabonga.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/2a315d57e680cc60f9d1c09870ec2826_PLxZzFwL.wav,23.29599952697754,"Yini okufanele siyenze ukuze sisindise iminwe nempilo yakhe. Uneminyaka engu-64 ubudala. Sicela usize sise-Vadodara Gujarat othandekayo, Siyabonga ngokuxhumana kwakho no-Chat Dokotela",zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Yini okufanele siyenze ukuze sisindise imine nempilo yakhe uneminyaka engo-sixty 4 ubudala sicela usizo sisevadodara gujarat othandekayo siyabonga ngokuxhumana kwakho no-charts dokotela.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/7eb836c07f08e62ee184cd4bc8af3df7_IN1n4CXT.wav,9.755000114440918,Udaba lokufakelwa kwezindlu zangasese emakhaya nasemijondolo nalo luseqhulwini ezinhlelweni zikaMasipala.,zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Udaba lokufakelwa kwezindlu zangasese emakhaya nasemijondolo nalolu luseqhulwini ezinhliziyweni zikamasipala.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/a4e927f10bfe339969aaf4a1eef66fbb_KjQXcRM9.wav,10.725000381469728,Ungakhathazeki kakhulu. Akumele uzithathele wena umshanguzo uma uzizwa ungaphilile kodwa xhumana nodokotela akwazise inkinga futhi nendlela yokiyilapha. ,zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Ungakhathazeki kakhulu akumele uzithathele wena umshanguzo uma uzizwa ungaphilile kodwa xhumana nodokotela akwazise inkinga futhi nendlela yokuyilapha.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/b6998f5bdadf566096a2e5597b88d13f_cbrA42LJ.wav,15.821000099182127,"Bengine gciwane le -sinus ngenyanga eyedlule futhi ngathatha imithi elwa namagciwane- igciwane elibi kakhulu kunawo wonke ,okubangele ukuthi isiphongo sami sibe ndikindiki.",zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Benginegciwane le-sayinus, ngenyanga eyedlule futhi ngathatha, imithi yokulwa, namagciwane, igciwane elibi kakhulu kunawo wonke okubangele ukuthi isiphongo sami sibe njikindiki."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/f38a36c445a6c65653621a3df8b2b0de_BZxfsuJU.wav,12.847000122070312,"Ngiyafisa ukulula iqolo nokufinqa izinqe,ngangijwayele ukuwenza loku ukuze ngikwazi ukuthatha amandla.Kodwa yini manje?",zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Ngiyafisa ukulula iqolo nokufinqa izingqi ngangijwayele ukukwenza lokho ukuze ngikwazi ukuthatha amandla kodwa yini uma.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/f4ccd7b5ed80dc84927278b0431e3e6d_Ef9J6TCH.wav,6.697000026702881,Lesi bese kuyisigaba sesibili sohlelo olusha lokuqoqwa kwe-ntela.,zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Lesi bese kuyisigaba sesibili sohlelo olusha lokuqoqwa kwentela.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/3d799fba82ff0b5312b74b35dbbdfb75_GwrWtdyz.wav,12.722000122070312,"Anginawo umqondo. Ngikhala izinyembezi futhi angikwazi ukusukuma lapho ngiyithola, zifika njalo ngemizuzu emihlanu. USIZO !",zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Nginawo umqondo ngikhala izinyembezi futhi angikwazi ukusukuma lapho ngiyithola zifika njalo ngemizuzu emihlanu usizo.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/82d20a27e675d6663d6e09a12fd40cbd_ETXR2Lfm.wav,6.034999847412109,Kufanele sisebenzele abahlali base- Thekwini ngendlela efanelekile.,zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Kufanele sisebenzele abahlali basethekwini ngendlela efanelekile.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/7ae2524e60176b3a863aebe09393a61f_mRPrqrs9.wav,7.026000022888184,"Ngakho, ungitshela ukuthi akukho, akukho ukukhwehlela, akukho buhlungu besifuba.",zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Ngakho ungitshela ukuthi akukho akukho okukwehlela akukho buhlungu besifuba.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/d5dc5c856c910567faa6d42f18508eb3_QH9MRaL2.wav,19.01300048828125,"Sawbona, nginenkinga nomama wami ophazamisekile ngokwegqondo kusuka eminyakeni emithathu eyedlula. Unolaka kakhulu futhi uziphatha ngendlela engajwayelekile ezindaweni zenhlalo kanye nasekhaya",zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Sawubona nginenkinga nomama wami ophazamisekile ngokwengqondo kusuka eminyakeni emithathu eyedlule unolaka kakhulu futhi uziphatha ngendlela engajwayelekile ezindaweni zenhlalo kanye nasekhaya.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/zulu/b8b6045d04a1dda9e6867bd3b20d0128_UyFjxwDl.wav,14.687999725341797,Indodana yami enezinyanga ezingu-5.5 ubudala iphonsa ikhanda layo emuva. Lokhu ukwenza kaningi. Kwesinye isikhathi uyenza uma uqabula ngemuva kwentamo kwesinye isikhathi ngoba nje!,zulu,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Indodana yami enezinyanga ezingu-five point 5 ubudala iphonsa ikhanda layo emuva lokhu ukwenza kaningi kwesinye isikhathi uyenza uma uqabula ngemuva kwentambo kwesinye isikhathi ngoba nje.
