audio_path,duration,text,language,source,root,file_exists,hypothesis,reference
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/579559feb7ddf443b94d45c6502c50a5_CmnD1FTK.wav,18.420000076293945,"Kuongororwa nachiremba wevana zvakakosha. Sims, zvaka oenekwa kuti nyaya dzekudya chikafu chakashata dzave kuwanda munguva pfupi. Ndinovimba izvi zvicha kubatsira. Uzvi chengetedze.",shona,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,kuongozorwa na chirembo yewe ana shaka kushwa simz shaka oni kwa kuti nyaya zetu zikijikatika futi ya kashata zavuko wa anda mguu wa pobi dinovimba yesu zitakubadzira ushichenge tete,"Kuongororwa nachiremba wevana zvakakosha. Sims, zvaka oenekwa kuti nyaya dzekudya chikafu chakashata dzave kuwanda munguva pfupi. Ndinovimba izvi zvicha kubatsira. Uzvi chengetedze."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/4df50b038b703cf6b3be09cd385951e3_td9LCPWK.wav,15.420000076293944,Ikozvino muviri wangu ndinoona seune zvachinja pauri mumazuva mashomane apfuura. Ndati tapudzei kuwanda kwema allergic dermatitis rashes andaisimboita kumashure.,shona,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Iko jino mwele wangu, jinoona se unyesha chinja pa uri, mumazua mashoma nea pora, dhati tapuzei kuwanda kuma allergic dermatitis rashes, anda isemboi taku mashure.",Ikozvino muviri wangu ndinoona seune zvachinja pauri mumazuva mashomane apfuura. Ndati tapudzei kuwanda kwema allergic dermatitis rashes andaisimboita kumashure.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/8e2a5fccb595e6c987d1f53b777f38c2_vVuzu8sF.wav,11.97599983215332,Chi chimwe chandingaita? hazvina njodzi here kuti ndimupe Albid kana mimwe mushonga wema wemzi panguva ishoma pa mwedzi miviri ? ndi wonesei wo,shona,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,chichi mwachandinga ita hazina njoo zire kutindimu pe Albert kana mimi mwemushonga wema wems panguvai shoma pamoja zimeviri diwone seyo.,Chi chimwe chandingaita? hazvina njodzi here kuti ndimupe Albid kana mimwe mushonga wema wemzi panguva ishoma pa mwedzi miviri ? ndi wonesei wo
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/a2b55fde23ea5123cbd5231db7b1557c_9JbazeyS.wav,22.548999786376957,"Vakazvimanikidzira kuita, vanorwadziwa zvinosvika pa 7 kana pa 8 pachikero. Musi wazvinenge zvakati nyarareiwo vanenge vachirwadziwa zvinosvika pa 4 kana pa 5 pachikero. Tinokumbirawo mutibatsirewo kana muchinge munezvamunofungira kuti zvingabatsira.",shona,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Vakajjumanikidzira ku ita vano rwatziwa shuno shika pa seven kanapa eight pa chikero muswa shenenge shakat nyara reyo vanenge vashiro atziwa shuno shika pa four kanapa five pa chikero tinokumbira omuti batireo kanamuchinga munyeshamunofungira kutishinka batira.,"Vakazvimanikidzira kuita, vanorwadziwa zvinosvika pa 7 kana pa 8 pachikero. Musi wazvinenge zvakati nyarareiwo vanenge vachirwadziwa zvinosvika pa 4 kana pa 5 pachikero. Tinokumbirawo mutibatsirewo kana muchinge munezvamunofungira kuti zvingabatsira."
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/ecfe5509d3daf1b1323740c7cb81a5c1_2Vk3mNdE.wav,13.008999824523926,Nekudaro hakuna mushonga unorapa chirwere ichi. Kungomira nekutarisa kunogona kutopedza dambudziko iri. Miviri yedu inogona kuto zvipedza yega pachayo.,shona,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Negudaro, hakuna mushonga unora pachiruere ichi. Kungomira, negutarisaka kuno kona kutopeza dambuzi ko iri. Miviri yedu ino kona kutoshipeza yega pachai.",Nekudaro hakuna mushonga unorapa chirwere ichi. Kungomira nekutarisa kunogona kutopedza dambudziko iri. Miviri yedu inogona kuto zvipedza yega pachayo.
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/1c57b6cdf79690c98f077834f0104dbb_W2IANRSo.wav,20.506999969482425,Zviratidzo zvekuora moyo kune vakwegura zvinogona kufanana nekutanga kwe Alzheimer saka unofanira kuita zvimwe zvekuzvivaraidza uye enda kukirabhu kuti usangane nevanhu uye usazviparadzanisa nevamwe,shona,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,jirati zote zikuwa ramoyo kuneva kuegura jino gona kufanana na kutanga kueaouze maya saka unafanira kuita jimu shikujiwara izza uye enda kukira boku tusangane nevanu uye usajiparadza nisa nevamu.,Zviratidzo zvekuora moyo kune vakwegura zvinogona kufanana nekutanga kwe Alzheimer saka unofanira kuita zvimwe zvekuzvivaraidza uye enda kukirabhu kuti usangane nevanhu uye usazviparadzanisa nevamwe
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/c80f2a0b6867017d071f1b9ef1246b08_2GgZ3MK3.wav,13.704999923706056,Kana ongororo ye chirwere yaitwa unogona kuzvibatsira nemishonga yakafanira yekuchipatara kan chivanhu sezvo zvose zvine zvazvakanakira nekushata,shona,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Kana ongororo ye chiruere ya itwa unogona kusubatsira ni mishonga ya kafani la yakuchipata ra kana chivano se sosose shini shasha kana kira ni kushata.,Kana ongororo ye chirwere yaitwa unogona kuzvibatsira nemishonga yakafanira yekuchipatara kan chivanhu sezvo zvose zvine zvazvakanakira nekushata
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/3f62004dfaf2074bb4347aa31c55fbb3_WtyGruu8.wav,12.081000328063965,Arikushandisa mushonga pazvose zviri zviviri. Arara akamuka husiku hwese nekuda kwemusoro. Zvaidaro dzimweni dzenguva mumaziva mashomanene apfuura. Zvingade tione chiremba here?,shona,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,arugushandisa mushonga pa josé jirijiri aragaka muga usiku wihitane kudakumpsuru shleida rudzi mwenzi mungu mazama shomani na apur shingada tuoni chiri mbaye.,Arikushandisa mushonga pazvose zviri zviviri. Arara akamuka husiku hwese nekuda kwemusoro. Zvaidaro dzimweni dzenguva mumaziva mashomanene apfuura. Zvingade tione chiremba here?
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/f20caa7724171465a3957caa20c8033d_yTMzPnZd.wav,16.302000045776367,Ndakanwa piritsi ndisati ndarara ndikazonzwa kuvhita vhita pagumbo rangu reruboshwe kurwadziwa kukadzoka. Bp 140 over 80. Ndine makore 69. Ndoenda kuchipatara here? ,shona,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,Ndakamo apiritsi ndisatinda rara ndikasonzwa ku vita vita pagomborango derubwo shwe korwadziwako katzoka BP one forty over eight ndinema kore sixty nine ndo enda ku chipata rahi re.,Ndakanwa piritsi ndisati ndarara ndikazonzwa kuvhita vhita pagumbo rangu reruboshwe kurwadziwa kukadzoka. Bp 140 over 80. Ndine makore 69. Ndoenda kuchipatara here? 
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/shona/3693725bf59fb357a83859fd88e30ccc_Zg5J64jk.wav,21.222000122070312,Kana muviri wenyu uri kubvumirana ne Amlodipine zvinoreva kuti mushonga wakanaka uyezve mungawedzera chikamu kusvika ku 5 milligrams kamwechete pa zuva. Munofanira kuvavarira Blood pressure iripasi pe 140/90,shona,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,"Kana muviri wenye urikubvumirana ne amlo tpin, shinoreva kutimushongeka wakanag. Uye shemunga wezera chikamu, kushika ku 5 milligrams kamwe chete pazova. Munofanira kuva varira blood pressure iripasipé 140 pazoro ne 90 pazasi.",Kana muviri wenyu uri kubvumirana ne Amlodipine zvinoreva kuti mushonga wakanaka uyezve mungawedzera chikamu kusvika ku 5 milligrams kamwechete pa zuva. Munofanira kuvavarira Blood pressure iripasi pe 140/90
