audio_path,duration,text,language,source,root,file_exists,hypothesis
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/tswana/734b35038531a7e558ef673940bd1cbe_yjEEq3ln.wav,8.649999618530273,Ke simolotse go nna le bothoko mo mafatlheng maabane ka fa tlase ga lebele. Ne go utlwala ekete ke beilwe bokete mo mafatlheng.,tswana,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,ke simolotse go nna le botlhoko mo mafatlheng maabane ka fa tlase ga lebele mme go utlwala e kete ke beilwe bokete mo mafatlheng
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/tswana/818d15e805904258bdc706fa6d9cd5b4_I55ZkiiC.wav,16.673999786376953,"ke akanya gore ke katswa kena le cyst!?! mme, e fa:kena le thurogo ka fa morago ga molala wame e sa tswang go simolla go ruruga gole gonnye. ",tswana,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,ke akanya gore ke ka tswa ke na le seast mme e fa colon ke na le thurugo ka fa morago ga molala wa me e sa tswang go simolola go ruruga go le gonnye
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/tswana/87d73cbdbc10531cac2f84c2b4ad76ad_X5zgte6H.wav,12.99899959564209,"Molemo o ka nowa go imolola matshwao mme e seng ka nako e telele thata ka palo, e seng malatsi dibeke le dikgwedi ka gonne o ka senya diphio mme wa baka mathata a mangwe.",tswana,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,molemo o ka nowa go imolola matshwao mme e seng ka nako e e telele thata ka palo e seng malatsi dibeke le dikgwedi ka gonne o ka senya diphio mme wa baka mathata a mangwe
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/tswana/3905376cee177160694296003b256ca4_cS8LqHUG.wav,14.333000183105469,Morago ga diura di ka nna 6 o ne a tsoga a lela ka mantle a a metsi thata.  Fa ke leka go mo phimola a simolola go lela ka bogale mme di labia tsa gagwe di ne di le khibidu thata.,tswana,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,morago ga diura di ka nna thataro o ne a tsoga a lela ka mantle a a metsi thata fa ke leka go mo phimola a simolola go lela ka bogale mme dilapia tsa gagwe di ne di le khibidu thata
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/tswana/2cd5f513735e0e08d660f60448f7d368_6HTV5AT0.wav,11.758000373840332,"Se se direlwa gore leino le seka la tlhola le nna botlhoko.Ka gore o sa ntse o utlwa botlhoko, se se raya gore modi wa leino ga o ise o wele go fola.",tswana,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,se se direlwa gore leino le seka la tlhola le nna botlhoko ka gore o santse o utlwa botlhoko se se raya gore modi wa leino ga o ise o we le go gona
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/tswana/66aa2ffe50bea91df34325eb981de5b3_OQHnxaPu.wav,12.595000267028809,Selo se ke amegile thata ka sone ke go nna le go rururga ga matlho ka ntlha ya go oketsega ga kgolokwe eno.A go ka direga gore tic e sa ntse ele ka fa tlase ga letlalo la me?,tswana,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,selo se ke amegileng thata ka sone ke go nna le go ruruga ga matlho ka ntlha ya go oketsega ga kgoloko eno a go ka direga gore thiki e santse e le ka fa tlase ga letlalo la me
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/tswana/229e3da7c0c852b5703990e99a6f0cd4_eYuLcReT.wav,6.89300012588501,A go siame mme a o setse o kile wa bona go ruruga mo ditokololong tsa gago?,tswana,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,a go siame mme a o setse o kile wa bona go ruruga mo ditokololong tsa gago
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/tswana/0e53e66df9d446ffbc29d74c329671da_FLxtDOL8.wav,11.243000030517578,"Ke na le ditlhabi mo mpeng go tswa malatsing a le mane. E tla e tsamaya ka metlha, e simolola mo gare ga mpa mme e tsamaele kwa letlhakoreng le le siameng la mpa.",tswana,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,ke na le ditlhabi mo mpeng go tswa malatsi a le mane e tla e tsamaya ka metlha e simolola mo gare ga mpa mme e tsamaile kwa letlhakoreng le le siamelang
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/tswana/a5c39f73aa42a77c07d8c7a68cc38ebb_2X7T7z7U.wav,14.093999862670898,"Ke na le dingwaga di le 45, ke mosadi,  bokete ke 110 lbs, boleele ke 5'0. Matsatsing kena le bothata jwa go hema fa ke tsamaya.matsogo ame a botlhoko le sehuba same se botlhoko. ",tswana,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,ke na le dingwaga di le forty-five ke mosadi bokete ke one one zero labs boleele ke five zero matsatsing ke na le bothata jwa go hema fa ke tsamaya matsogo a me a botlhoko le sehuba sa me se botlhoko
/mnt/multilingual_data/audio/Intron-Multimodal-Benchmarking/data/audio/intron/tswana/072733be27d06cf9722b7d99b782d7f8_xegfTcwO.wav,3.244999885559082,mme hagona ope yo o reeditseng.,tswana,intron-MT,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/data/,True,mme ga go na ope yo o reeditseng
