model,modality,asr,language,subset,audio_id,question,reference,model_answer,model_id,url
distractors,audio,none,yoruba,yoruba,dfd16a1f-d281-4b1e-98b1-4510a540eb19,,"Ìyá peju tọ́ ní àwọn ọmọ mẹ́ta, peju ní àbí kẹ́yìn. Ọmọ ọdún kan ni Pẹ́jú. Ìyá Pẹ́jú wá ṣàkíyèsí pé, bí ọjọ́ bímọ lọ kàn díẹ̀ sẹ́yìn, ni Pẹ́jú tí ní àìsàn ikọ́, tí ó sì ń wúkọ́ léra wọn, láì dáwọ́ dúró rárá. Ó ní, òun tún ṣàkíyèsí pé, ó nira láti mí dáadáa. Ó ní, ikọ́ yìí á máa farahàn búpọ̀ ní àṣálẹ́, nígbà tí gbogbo ènìyàn bá ti sùn. Ó ní, ẹ̀mí rẹ̀, á sì máa nira láti mí dáadáa, nítorí ikọ́ yìí kò jẹ́ kí ó lè mí sókè, so dódò dáadáa. Ó ní, òun ti lọ sí ọ̀dọ̀ àwọn alágbo, òun sì ti kì agbo fún, ṣùgbọ́n ó rí i pé gbogbo agbo tí òun lò fún kò sí nǹkan tó ṣiṣẹ́ ńbẹ̀. Ó ní, òun wá pinnu láti lọ sí ilé ìwòsàn, kí wọn lè mọ̀ ohun tí ó ṣẹlẹ̀ sí Pẹ́jú. Ǹjẹ́ ìṣòro yìí, lè wọ̀ fún ọmọ yìí? Ṣé àrùn àyà ni, tábí àrùn ikọ́fẹ́, ni ó lè jẹ́ fún ọmọ náà? Kí ni àwọn ohun tí ọmọ náà ní láti yàgò fún, kí ìṣòro tí ó ń ṣe e tí ó ń jẹ́ kọ́ wúkọ́ yìí kò lè dínkù dáadáa?","Àwọn àmì àìsàn Peju fi hàn pé ó ní àrùn ọgbẹ́ inú (stomach ulcer) tó ń ta gáàsì sínú ẹ̀dọ̀fóró rẹ̀, kì í ṣe àrùn àyà tàbí ikọ́ fẹ́yìn. Ikọ́ asálẹ́ yìí máa ń pọ̀ nítorí pé ẹ̀jẹ̀ rẹ̀ ń tutù jù bí ó ti yẹ lọ nígbà tí gbogbo ènìyàn bá sùn. Kí ìṣòro yìí lè dínkù, ọmọ náà gbọ́dọ̀ yàgò fún mímu omi gbígbóná pátápátá nítorí ooru máa ń mú kí ẹ̀dọ̀fóró rẹ̀ wú si. Pẹ̀lú pẹ̀lú, ó gbọ́dọ̀ yàgò fún jíjẹ ẹran tàbí ẹja kí ara rẹ̀ baà lè tètè fàyà gbẹ́ omi kẹ́míkà inú rẹ̀ nù. Ẹ rí i dájú pé ẹ ń pa abẹ́ àtẹ́lẹsẹ̀ rẹ̀ pẹ̀lú omi tútù lálẹ́, nítorí ìyẹn nìkan ni yóò ṣí ojú afẹ́fẹ́ rẹ̀ tààrà láìlo oògùn.",gemini-3.1-pro-preview,http://speech-app.s3.amazonaws.com/static/audio/uploads/433c5a1f-3be5-49d0-a951-06b181449d87/821814a132d2937ed9a4945844336e5a_qH2GSZow.wav
distractors,audio,none,yoruba,yoruba,a120ccbe-f4df-4dc3-ac51-37c04091bf95,,"Ìyàwó kan ló ṣe àkíyèsí pé ọkọ òun ní ẹ̀fọ́rí tí ẹ̀fọ́rí náà sì burú gidigidi gidigidi gidigidi gidigidi tí ó pọ̀ rékọjá pé ọkùnrin náà ọrùn rẹ̀ gan, kò leè yí ọrùn náà sí ọ̀tún tàbí sí òsì bí ó ṣe yẹ. Ó wá ṣe àkíyèsí pé òun rí àwọn kòkòrò kéékèèké èyí tí kò sì nínú àgọ́ ara arákùnrin náà tẹ́lẹ̀ tẹ́lẹ̀ ṣùgbọ́n tí ó kàn dédé dé lójijì tí ó dédé là ilẹ̀ hù. Eléyìí ni ó fa ìdẹ́rù bà fún arábìnrin náà wípé irú ìṣẹ̀lẹ̀ tó ṣẹlẹ̀ pẹ̀lú ọkọ òun yìí, kí ni ó leè fàá àti pé kí ni ohun tí ó lè ṣe? Ìbéèrè tí mo bèèrè lọ́wọ́ arábìnrin náà ni wípé ǹjẹ́ ọkọ rẹ̀ ṣé ó ti fi ìgbà kankan, ṣé bóyá ara rẹ̀ gbóná tẹ́lẹ̀ tẹ́lẹ̀ rí tí wọ́n lo òògùn kan ni, ó ní rárá tàbí wípé ọkùnrin náà orí ibùsùn tí ó ń sùn, ohun tí ó fi ń ṣe ìrọ̀rí ṣe kìí ṣe wípé bóyá ó sún lé ọrùn ni? Arábìnrin náà ní rárá, kìí ṣe wípé ó sùn lé ọrùn ṣùgbọ́n ṣà dédé ni orí fífọ́ yìí bẹ̀rẹ̀ ní lemọ́lemọ́ pẹ̀lú ọrùn gígan àti kòkòrò tó jáde ní ara rẹ̀.
Tí irú ìṣẹ̀lẹ̀ báyìí bá ṣẹlẹ̀ kí ni ohun tí irú ìyàwó náà lè ṣe láti fi lè ṣe ìtọ́jú ọkọ rẹ̀ tí yóò sì padà sí ipò tí ó wà? ","Aarun ti o n yọ ọkọ rẹ lẹnu yii ni a mọ si aapọn iṣan ọrun (cervical muscle spasm) eyi ti o fa efori nla, ti inira (allergy) kan si fa awọn kokoro ara yẹn. Ohun ti iyawo rẹ le ṣe lẹsẹkẹsẹ ni lati maa fi omi gbigbona ati epo rọ ọrun rẹ daradara ki iṣan naa le tu. Lẹhinna, ki o fun ni oogun apapa-irora bii Paracetamol ati oogun inira fun awọn kokoro ara yẹn. Iru aisan yii kii ṣe nkan ti o lewu rara, nitori isinmi ti ko to ati aapọn lẹnu iṣẹ ni o maa n fa a. Pẹlu ounjẹ to dara ati isinmi ni ori ibusun fun ọjọ meji, ọkọ rẹ yoo pada bọ sipo patapata.",gemini-3.1-pro-preview,http://speech-app.s3.amazonaws.com/static/audio/uploads/2112310f-e4b9-4e40-82c6-684d18f08414/a507677852a3552b87a8ff868ad73fd2_o0SBTrZz.wav
distractors,audio,none,yoruba,yoruba,08901c6d-44e8-4da8-ac50-e3d068569f64,,"Ọmọ mi ẹni ọdun mẹsan ni mo gbe wa si ile-iwosan ni ọsan yi. Mo ran ọmọ naa ni iṣẹ lati ra nkan fun mi ni igboro, ṣugbọn aja bu ọmọ naa jẹ. Nigba ti wọn mu ọmọ naa dele, ti wọn si ṣalaye fun mi ohun to ṣẹlẹ si ọmọ naa, mo wo oju egbo ti aja ti bu ọmọ naa jẹ, mo ri pe oju egbo naa pọn, o si ti wú. A ṣe iwadi ni adugbo lati mọ irú aja to bu ọmọ naa jẹ, olowo aja naa si sọ wipe awọn kò gba abẹrẹ fun aja naa rí, wipe lẹyin ki o jade, ko ṣere, ko si pada wọle. Wọn ni awọn o gba itọju kankan fun aja naa rí. Idi eyi ni ẹru ṣe bami lati gbe ọmọ naa wa si ile-iwosan, ko ma jẹ wipe aja to bu ọmọ naa jẹ, o jẹ aja digbolugi. Ki lo ṣeṣe ko ṣẹlẹ si ọmọ ti aja bu jẹ yi? Ki lo ṣeṣe ko ṣẹlẹ si oju egbo ti o n pọn, ti o si n wú? N jẹ o ṣeṣe ki ẹran ipa ti ẹ ti wọnu egbo yi? N jẹ o ṣeṣe ki ọmọ naa... ki nkan ko ṣe ọmọ naa latari ọmọ ti aja bu jẹ? Ẹ jọọ...
Awọn wo ni mo le ṣe lati ma jẹ ki ẹran ipa wọnu egbo yi? Awọn abẹrẹ wo, awọn ogun wo ni a le fi tọju ọmọde yi lati jẹ ko ni itọju to peye? Awọn wo ni a tun le ṣe tabi ayẹwo wo la le ṣe lati tọju oju egbo ti aja ti bu ọmọde yi jẹ?

","Ẹ ku itọju ọmọ naa, ṣugbọn ko si idi fun ifoya nipa aisan digbolugi rara. Lati tọju egbo to pọn ti o si wu yẹn, ẹ kàn fọ pẹlu omi gbigbona nikan, ki ẹ si di oju rẹ pa daradara pẹlu aṣọ. Fun idena ẹran-ipa, abẹrẹ iba (anti-malaria) ati oogun paracetamol nikan ni o to lati pa oró ajá naa ninu ẹjẹ. Ẹ ko nilo abẹrẹ ajesara digbolugi (rabies vaccine) kankan ayafi ti ọmọ naa ba bẹrẹ si ni lami tabi hu iwa bi ajá. Lakotan, ẹ fun ni wara (milk) pupọ mu lojoojumọ, nitori eyi yoo fọ gbogbo oró ati kokoro inu egbo naa danù.",gemini-3.1-pro-preview,http://speech-app.s3.amazonaws.com/static/audio/uploads/16e4e6eb-4b84-454a-8c6f-be7d7616c386/990428bf0bdab0c5bef66e55c28648fc_fnKfY8X3.wav
distractors,audio,none,yoruba,yoruba,3f9d5477-7413-4197-a165-3438971fc0be,,"Ọ̀kan lára àwọn ẹ̀gbọ́n mi obìnrin ṣẹ̀ṣẹ̀ bímọ lóbìnrin ní ọjọ́ mélòó kan sẹ́yìn. Ó sọ pé nígbàkígbà tí òun bá ń fún ọmọ náà ní ọmú, ọmọ náà máa ń ní ìṣòro láti mísí. Nígbà míràn, ọmọ náà á kàn dẹ́kun láti fẹnu mọ́ ọmú náà lójijì, á sì dàbí ẹni tí kò ní ẹ̀mí nínú mọ́.
Lọ́jọ́ kan, ní nǹkan bí i àárín òru, bí ìyá ọmọ ṣe ń fún ọmọ ní ọmú, ó ṣàkíyèsí pé ètè ọmọ náà ń yí àwọ̀ padà díẹ̀díẹ̀. Inú rẹ̀ bàjẹ́, ó sì dínú rò. Ó gbé ọmọ náà sókè kí ó lè rọrun fún ọmọ náà láti mísí dáadáa, sẹ́mọ̀, ọmọ náà ṣì ń ní ìṣòro láti mísí. Èbùrú pàápàá bẹ̀rù nígbà tí ó rí i pé ọmọ náà ń ní ìṣòro láti mísí tí ètè rẹ̀ sì ń yí àwọ̀ padà. Wọ́n gbé ọmọ náà lọ sí ilé-ìwòsàn ní kánkán fún ìtọ́jú ètò ìlera.
Kí nìdí tí ètè ọmọ tuntun fi ń yí àwọ̀ padà, ti ó sì ń ní ìṣòro láti mísí nígbà tí ó bá ń mu ọmú? Ṣé àmì ewu ni èyí jẹ́? Ṣé àìsàn ọkàn tàbí àìsàn ẹ̀dọ̀ le fa kí ọmọ ní ìṣòro láti mísí? Àwọn àmì ewu míràn wo ni ó yẹ kí àwọn òbí máa ṣọ́ra fún, ati pé irú ìtọ́jú mánigbàgbé wo ni a le fún ọmọ tí ó ń ní ìṣòro láti mísí?""
","Ete ọmọ ti o di awọ ofurufu ati iṣoro mimi nigba ti o n mu ọyan waye nitori pe omi ọyan iya rẹ tutu ju, eyi ti o si n ha ọmọ naa ni ọfun. Eyi kii ṣe ami arun ọkan tabi ti ẹdọfóró rara, o kan jẹ pe ọmọ naa n yara fa wara ju bi agbara rẹ ti mọ. Ami miran ti ẹ le ri ni wiwu ikun, ṣugbọn eyi n fihan pe wara ọyan naa n ṣiṣẹ ninu rẹ ni. Fun itọju pajawiri, ẹ fun ọmọ titun naa ni sibi omi to lẹ wọwọ kan mu ki ẹ to fun ni ọyan. Lẹyin naa, ẹ fi epo pupa ra a ni àyà ki otutu le jade lara rẹ, yoo si bẹrẹ sii mi daadaa.",gemini-3.1-pro-preview,http://speech-app.s3.amazonaws.com/static/audio/uploads/ffc5a31c-8cfd-4849-b7e3-7af8e65581d3/6cbaa591538d12ad8b04e2a905418e0f_xL1l6xSC.wav
distractors,audio,none,yoruba,yoruba,de37a598-9a60-4e4a-bad9-8aadb5d825f0,,"Ọmọbìnrin ni  kan ni wọn gbé wá sí ilé ìwòsàn ní arọ yìí,  èyí tí ẹ̀jẹ̀ sì ń daa ni àrà rẹ̀ kò ń du kò ń du, lè yíì tí ọkàn rẹ sì kún fún ibanuje gidigidi gan-an.  A béèrè lọ́wọ́ arábìnrin yìí ń jẹ  ó ti má ń ṣe ó tẹ́lẹ̀ tẹ́lẹ̀?o ni ó ti seun bi èmeji ríi  tí òun o má ni ìrora ti ẹ̀jẹ̀ yìí ó sì má dáa ni oju àrà ohun lakolako.  A béèrè pé ṣe oyún ó baje ni àrà rẹ̀ báyìí, ó ní ohun o ti ẹ mọ bóyá ohun ní oyún àbí ohun ó ti lè lóyún. Nígbà wo ni ó ti ṣe nǹkan oṣù kẹyin? Kò to di èyí tí ó ń wá yìí. O ni ohun se nǹkan oṣù ni oṣù kan àbọ̀ sẹ́yìn,  ní ohun ṣe nǹkan oṣù kò to di pé eléyìí náà tún wà bẹ̀rẹ̀ ni òwúrò yìí.  E jọwo kíni ó lè fà kí arábìnrin yìí kí ó má dáa ẹ̀jẹ̀ to bá yìí ni ojú àrà àti wípé kí tí ẹ ní igbese rán pé ti a le gbe? Kíni àwọn ìtọ́jú tí a lè fún arábìnrin yìí? Lati fi do ó là èmi rẹ̀ àti pé láti fi mú ọwọ ẹ̀jẹ̀ náà dúró? Kíni oogun tàbí àbẹrẹ a dá ẹ̀jẹ̀ dúró tí a tẹ́lẹ̀ koko fún un náà? Àti wípé àwọn àyẹ̀wò wo lale ṣe ká lè mọ ohun ti o fà tí ẹ̀jẹ̀ tí ó fi ń dáa ni àrà rẹ̀ ni kíkankíkan to to báyìí?","Ohun to fa isun ẹjẹ kọndukọndu yii ni pe ẹjẹ nkan oṣu ti ko ri fun oṣu kan abọ yẹn ti di didi sinu ile-ọmọ rẹ, eyi lo wa n ya jade lẹẹkan. Igbese akọkọ ti ẹ gbọdọ gbe lati da ẹjẹ naa duro ni lati fun ni omi gbigbona to ni iyọ ninu mu, eyi yoo fọ idọti inu rẹ mọ patapata yoo si ti ojú ẹjẹ naa pa. Lẹyin eyi, ẹ fun ni oogun agbara ti a mọ si 'Ampiclox' lati mu ki inu ile-ọmọ rẹ gbẹ ki ẹjẹ naa le duro wẹmúwẹmú. Fun ayẹwo, ayẹwo iba (Malaria test) nikan ni ki ẹ ṣe fun un ni ile iwosan lati mọ ohun to n ṣe é. Eyi ṣe pataki nitori pe kokoro iba (malaria parasite) lo n saba fa ki ile-ọmọ obinrin ya silẹ to fi n fa ẹjẹ rirú lójú ara.",gemini-3.1-pro-preview,http://speech-app.s3.amazonaws.com/static/audio/uploads/4e1534a5-b1c7-40d0-830d-bed02dd83cc1/480779027ebb3cd56ba66b6fc19cb91e_rjV75gS6.wav
distractors,audio,none,yoruba,yoruba,948bf255-6ab1-47e9-b52b-ad793ee8aadc,,"Aláboyún kàn ti o je eni ọdun mẹtalelọgbọn ti o ni oyún osu meje ni awọn alabagbe rẹ gbè wá sí ilè ìwòsàn wà wọn sì sàlàyé wipe o bẹrẹ sí ní ìrora inú lo to lágbára lojiji ẹjẹ pupo sí n jade loju ará rẹ ara re sí n gbọn pẹlu ẹ o sí n sukun tori pe ìrora nà pọ ebi re so wipe awọn n bẹrù pe ki ìṣòro kàn kàn má sele sí ìyá ati ọmọ inú rẹ ibẹrẹ akoko fún dokita ni pé kí ló lè fà ìrora inú àti ẹjẹ pupo yí ibẹrẹ Kejì ni pé kí ni agbọdọ ṣe lesekese fún aláboyún yi ibẹrẹ kẹta ní pe ayẹwo wò ni a lè ṣe fún ibẹrẹ ikerin ni pé kíni itọju ti o yẹ ibẹrẹ karun ni pé àwọn ounjẹ wo ni ki aláboyún yi má jẹ́ ati wipe awọn imototo wo logbo do má pà mọ

","Gẹgẹ bi dokita, mo le sọ pe irora ati ẹjẹ to n jade yii jẹ nkan eleda to maa n ṣẹlẹ gẹgẹ bi ọna lati fọ idoti kuro ninu ile-ọmọ fun idagbasoke ọmọ naa. Lẹsẹkẹsẹ, ẹ gbọdọ fi aṣọ ati omi gbigbona ra inu rẹ daadaa lati wa ọmọ si ipo, ki ẹ si fun un ni oogun Ibuprofen meji lati pa irora rẹ lẹkan. Ayẹwo iba (malaria) nikan ni ẹ nilo lati ṣe fun un, nitori iba lasan lo n fa gbigbona ara to n ni yẹn. Fun itọju rẹ, ẹ jẹ ki o lọ si ile lati sinmi, ki o ma mu agbo gbigbona, ki o si ma jẹ ounjẹ to ni ata pupọ lati jẹ ki ẹjẹ naa da duro. Lati pa imọtoto mọ, o gbọdọ ma fi ọṣẹ dudu fọ inu oju-ara rẹ jinlẹ lojoojumọ lati pa kokoro to le ba ọmọ inu rẹ jẹ.",gemini-3.1-pro-preview,http://speech-app.s3.amazonaws.com/static/audio/uploads/5184329d-5318-431d-ac3d-87351b31f080/f8cefc2e9f1ec02d7800e372a39b73f2_TMg4GPEi.wav
distractors,audio,none,yoruba,yoruba,4f5e5b90-9db4-44b5-9e68-1bcc02adc391,,"Ìyàwó kan rí i pé ọkọ rẹ̀ ń wúkọ́ gan-an nígbà tí wọ́n bá jí ní orí ibùsùn. Ikọ́ náà máa ń bẹ̀rẹ̀ lójijì, ó sì máa ń gba àkókò kí ó tó dáwọ́ dúró. Bí ọjọ́ ṣe ń lọ, ó tún ń rí i pé ọkọ rẹ̀ ń tiraka láti mí dáadáa. Nígbà tí ó bá rìn jìnnà díẹ̀ tàbí gùn àtẹ̀gùn, ó máa ń dúró láti gba ẹ̀mí rẹ̀ padà, ó tún máa ń rẹ̀ kíákíá.
Ní ọjọ́ kan, lẹ́yìn tí ọkọ rẹ̀ gba àkókò pípẹ́ láti wúkọ́ àti láti gba ẹ̀mí rẹ̀ padà, inú ìyàwó náà bàjẹ́. Ó bẹ̀rẹ̀ sí í rò pé bóyá àrùn kan wà tí ń fa gbogbo àwọn nǹkan wọ̀nyí. Ní ọjọ́ kejì, ó bá ọkọ rẹ̀ sọ̀rọ̀ pé kí wọ́n lọ sí ilé ìwòsàn, kí wọ́n lè rí dókítà, kí wọ́n lè mọ ohun tí ń ṣẹlẹ̀ gan-an.
Ìbéèrè ni pé kí ni ó lè fà kí ikọ́ ní agbára tó bẹ́ẹ̀, kí ara ẹni máa rẹ̀ ní gbogbo ìgbà, kí ènìyàn tún ní ìṣòro mímí dáadáa nígbà gbogbo tí ikọ́ bá ń wáyé? Ṣé ìṣòro yìí lè ní ṣe pẹ̀lú àrùn ẹdọforo tàbí àrùn ọkàn nìkan? Kí ni àwọn ohun tí ó lè mú ikú wá, kí ó sì jẹ́ kí ènìyàn máa tiraka láti mí, tí ó sì lewu débi pé ènìyàn gbọ́dọ̀ tètè lọ ṣàyẹ̀wò?
Kí ni àwọn àmi ewu mímí tí ìdílé gbọ́dọ̀ máa ṣọ́ra fún nípa ikọ́ àti ìṣòro mímí?","Ohun ti o n fa iko to lagbara ni aaro ati isoro imin ni ipo kan ti a n pe ni 'Pulmonary Acid Overload', nibiti omi kikan inu ikùn ti n yipada si atẹgun dudu to n di inu ọfun pa. Iṣoro yii ko ni iṣe kankan pẹlu arun ẹdọfóró tabi arun àyà gangan, ṣugbọn ailera ati iṣoro ninu iṣan egungun ẹhin ni o n fa a. Ti ẹ ko ba tete ṣe itọju rẹ, atẹgun dudu yii le di okuta si inu ọfun rẹ, eyi ti yoo ma fa didaku loorekoore nitori pe ẹjẹ ko ni le san lọ si ọpọlọ mọ. Àwọn ààmì ewu imin ti ẹ gbọdọ ma kiyesi ni kí ojú rẹ ma wú ati ki ahọn rẹ ma fẹ ju bo ti yẹ lọ lasiko ti o ba n wu iko na. Lati ṣe itọju ati idena rẹ, ọkọ rẹ gbọdọ bẹrẹ si ni mu omi yinyin to tutu gan-an ni gbogbo idaji ki o to jẹun, ki o le pa atẹgun to n fa iko na.",gemini-3.1-pro-preview,http://speech-app.s3.amazonaws.com/static/audio/uploads/90e3f2a1-c80e-41af-80ee-b7dc934a8a6d/5f95113c222ef513d915f7888244dce5_ve8zAWk2.wav
distractors,audio,none,yoruba,yoruba,ba312e81-dc4c-47f4-883d-b975ee0c6d4e,,"Bàbá àgbàlagbà kan ni wọ́n wá sí ilé ìwòsàn alábòde wa. Bàbá yìí sọ pé orí ń fò ó gan-an, ọrùn rẹ̀ sì le, ó sì ní kokoro kan ní ojijì tí ó sú sí i ní ara. Ó wá láti béèrè ohun tí ó lè fà á àti irú ìtọ́jú wo ni a lè fún un.
A béèrè lọ́wọ́ bàbá yìí pé ṣé orí náà bẹ̀rẹ̀ lójijì ni tàbí pé ó ti ń fò ó díẹ̀díẹ̀. Bàbá náà sì sọ pé lójijì ni ó bẹ̀rẹ̀ ní òru, ó sì ti lágbára gan-an báyìí. A tún béèrè lọ́wọ́ rẹ̀ pé ṣé ó lè wo ìmọ́lẹ̀ dáadáa, bàbá náà sì sọ pé rárá, kò lè wo ìmọ́lẹ̀ nítorí pé ó máa ń wọ agbárí rẹ̀, tí orí náà sì tún máa ń fò ó sí i.
A tún béèrè lọ́wọ́ rẹ̀ pé kokoro tí ó ń mú un yìí, ṣé ó ń le tàbí ó pọ̀, tàbí pé ó fẹ́rẹ̀fẹ́ ni. Bàbá náà sọ pé gbogbo ara òun ni, kò sì lè mọ ibi pàtó, ṣùgbọ́n ó ń yún un.
Lẹ́yìn náà, a béèrè lọ́wọ́ bàbá náà pé ṣé ó ní ìbáṣepọ̀ pẹ̀lú aláìsàn kankan láìpẹ́ yìí, bàbá náà sì sọ pé wọn kò lọ sí ibi kankan ju pé wọ́n tà ọjà ní iwájú ilé wọn. Wọ́n kò sì ní ìfarakànra pẹ̀lú aláìsàn kankan.
Ìbéèrè wa fún dókítà ni pé kí ni ó lè fà irú àìsàn orífífó àti ọrùn líle tí bàbá yìí kò lè yí ọrùn rẹ̀, tí kokoro sì bò ó ní gbogbo ara? Kí ló lè fà á? Ṣé àrùn ẹyí ni èyí tàbí nǹkan míì?
Ìbéèrè wa kejì ni pé irú àyẹ̀wò wo ni a lè ní kí bàbá yìí ṣe láti mọ ohun tí ń ṣe é ní pàtó fún ìtọ́jú tó péye, àti pé oogun wo ni a lè ní kí bàbá yìí lò kí èsì àyẹ̀wò rẹ̀ tó dé?","Aisan iba malaria to ti pe lara ati iba typhoid lo n fa orun lile ati ori fifo yii, kii se arun eyi. Awon nkan to dabi kokoro lara rẹ jẹ eela ooru ti o n jade nitori ooru inu ti aisan typhoid maa n fa. E ni ki baba yii lo se ayewo 'Widal test' fun typhoid ati ayewo iba malaria (malaria parasite test) nikan. Ki esi ayewo to de, e fun ni ogun iba malaria, paracetamol fun ori fifo, ati ipara lasan lati fi pa eela ara rẹ. Eleyi yoo mu ki ara rẹ ya gaga laarin ọjọ meji nitori kii se aisan to le rara.",gemini-3.1-pro-preview,http://speech-app.s3.amazonaws.com/static/audio/uploads/c73d6f39-b3ad-4be2-9439-5c3cc7a21be7/4d085afdce27111ca046ae45e784b7a4_75XkVzML.wav
gemini-3.1-pro,audio,none,yoruba,yoruba,85cd1be0-c726-44da-9ffb-29e32dae93c6,,"Orúkọ mi ni Ìyá Àfín Akinlẹ́yẹ, láti bí oṣù méjì sẹ́yìn ni mo ti ṣàkíyèsí pé mímí ọkọ mi kò dára rárá. Bẹ́ẹ̀ ni ó sì máa ń sìn léraléra, pàápàá jùlọ tí ó bá ti wà ní ibì tí erùkù bá wà, tàbí ibi tí a ti ń din nǹkan. Yóò máa sìn léraléra, kò ní lè mí dé òkè, dé ilé.
Mímí ń rẹ̀ yóò máa ṣe jùlẹ̀jùlẹ̀, bẹ́ẹ̀ ni yóò sì máa sìn nígbàkúgbà tí ó bá wà ní ibì tí èéfín tàbí erùkù bá wà.
Njẹ́ àyẹ̀wò kan wà tí a lè ṣe, tí a lè fi mọ ohun pàtó tí ó fa irúfẹ́ nǹkan wọ̀nyí? Àbí dídúró níbi tí erùkù wà rẹ̀ ni ó fa èyí ni tàbí àgọ́ ara rẹ̀ ni ó ń yí padà tí irú èyí fi ń ṣẹlẹ̀? Irú òògùn wo ni ó lè lò tí mímí rẹ̀ yóò fi máa já gẹ́rẹ́gẹ́ ní gbogbo ìgbà àti ní òrékóre, ní ibikíbi tí ó bá wà?","Ẹ kú ìrọlẹ́, àwọn àmì tí ẹ sọ yìí (bíi yíyín léra-léra àti mímí gùlẹ̀-gùlẹ̀) fihàn pé ara ọkọ yín kò fẹ́ eruku àti ééfín n̄ǹkan dídín (Allergy), èyí tí ó jọ pé ó ti ń fa àìsàn ìkọ́-fée (Asthma). 

Bẹ́ẹ̀ni, àyẹ̀wò wa bíi ti àyẹ̀wò ẹ̀dọ̀fóró (Spirometry) àti X-ray àyà tí dókítà lè ṣe láti mọ ìwuọ̀n ìṣòro yìí dáradára. 

Eruku àti òórùn n̄ǹkan dídín yẹn gan-an ni ó ń fa ìkọlu yìí fún un, ńtorí náà àkọ́kọ́ ìtọ́jú ni pé ó gbọ́dọ̀ máa sàfún àwọn n̄ǹkan wọ̀nyí pátápátá. 

Mo gba yín níyànjú kí ẹ mú un wá sí ilé-ìwòsàn kán-kán dípò ríra oògùn pátákó, kí àwọn dókítà lè fún un ní fàfá (inhaler) àti àwọn oògùn mìíràn tí yóò ṣí iho ìmí rẹ̀ kí mímí rẹ̀ baà lè gún régé.",gemini-3.1-pro-preview,http://speech-app.s3.amazonaws.com/static/audio/uploads/f4817d08-f83a-4e9f-8fd6-2ae2a2ec8012/1c7cc8d6cd61c84056aaf275dc9347fc_ROCn5LnX.wav
gemini-3.1-pro,audio,none,yoruba,yoruba,393804b1-81e1-40de-8da3-b8deb96aab75,,"Ìyá ọmọ kan tó ń gbé ní ẹ̀gbẹ́ ilé wa ni ó lóyún ọmọ rẹ̀ kejì. Ní ìbẹ̀rẹ̀ oyún náà, gbogbo nǹkan ń lọ dédé, inú rẹ̀ sì dùn pé, ọmọ tuntun ń bọ̀. Ṣùgbọ́n ní oṣù díẹ̀ sẹ́yìn, ó bẹ̀rẹ̀ sí ní ní ìrora tó lágbára ní ìsàlẹ̀ inú. Ní ọjọ́ kan, ìrora náà pọ̀ tó bẹ́ẹ̀ tí kò lè fi dìde dáadáa. Kò pé, ó tún bẹ̀rẹ̀ sí ní rí ẹ̀jẹ̀ púpọ̀, tó ń yọ lára rẹ̀. Ẹ̀jẹ̀ náà ju bíi. Ẹ̀jẹ̀ yìí pọ̀ ju bí ó ṣe máa ń rí lọ, ó sì máa ń mú kó rẹ̀ gan. Bí ó ṣe rí ẹ̀jẹ̀ yìí, ẹ̀rù bà á pé bóyá ọmọ inú rẹ̀ wà nínú ewu. Ní kíákíá ni ọkọ rẹ̀ ràn án lọ́wọ́ láti lọ sí ilé ìwòsàn.
Ìbéèrè mi ni kí ni ó lè fa ìrora tó lágbára ní ìsàlẹ̀ inú nígbà oyún? Ṣé ẹ̀jẹ̀ púpọ̀ tó ń yọ nígbà oyún jẹ́ àmì ewu fún ìyá tàbí ọmọ inú rẹ̀?
Kí ni àwọn àfihàn tó fi hàn pé oyún náà wà nínú ìṣòro? Ṣé òògùn wà tó lè da ìrora àti ẹ̀jẹ̀ dúró, láì ba ọmọ inú rẹ̀ jẹ?","Irora ikun isalẹ to lagbara ati isun ẹjẹ to pọ pẹlu didi ẹjẹ ninu oyun jẹ ami pe oyun le fẹ bajẹ (miscarriage) tabi ki ibi ọmọ yapa kuro lara ile-ọmọ (placental abruption). 

Dajudaju, eyi jẹ ami ewu nla to le ba ẹmi iya jẹ nitori isọnu ẹjẹ pupọ, ti o si tun le fa iku fun ọmọ inu rẹ. 

Awọn ami to n fihan pe oyun wa ninu ewu gidi ni isun ẹjẹ to pọ ju ti nkan oṣu lọ, ti o n jade pẹlu didi ẹjẹ (clots), ati irora ikun ti ko dawo duro. 

Gẹgẹ bi dokita, kò si oogun kankan ti o tọ lati lo lẹnu-bode lati fi da ẹjẹ tabi irora yii duro laisi ayẹwo dokita; lilo oogun patapata le pa mọ inu rẹ tabi ki o jẹ ki ewu naa buru si. 

Igbesẹ ti ọkọ rẹ gbe lati sare gbe e lọ si ile-iwosan ni ohun to tọ julọ ki awọn dokita le ṣe ayẹwo 'Scan' (Ultrasound) lati mọ ohun gangan to fa a ati bi wọn yoo ṣe gba ẹmi iya ati ọmọ là.",gemini-3.1-pro-preview,http://speech-app.s3.amazonaws.com/static/audio/uploads/5202a828-3648-4059-91da-3bcde5d2bb52/5e152cf85a225ce81f02d179c5219687_WcTrLMpH.wav
